Date,Close
2001-01-01,2772.72998046875
2001-02-01,2151.830078125
2001-03-01,1840.260009765625
2001-04-01,2116.239990234375
2001-05-01,2110.489990234375
2001-06-01,2160.5400390625
2001-07-01,2027.1300048828125
2001-08-01,1805.4300537109375
2001-09-01,1498.800048828125
2001-10-01,1690.199951171875
2001-11-01,1930.5799560546875
2001-12-01,1950.4000244140625
2002-01-01,1934.030029296875
2002-02-01,1731.489990234375
2002-03-01,1845.3499755859375
2002-04-01,1688.22998046875
2002-05-01,1615.72998046875
2002-06-01,1463.2099609375
2002-07-01,1328.260009765625
2002-08-01,1314.8499755859375
2002-09-01,1172.06005859375
2002-10-01,1329.75
2002-11-01,1478.780029296875
2002-12-01,1335.510009765625
2003-01-01,1320.9100341796875
2003-02-01,1337.52001953125
2003-03-01,1341.1700439453125
2003-04-01,1464.31005859375
2003-05-01,1595.9100341796875
2003-06-01,1622.800048828125
2003-07-01,1735.02001953125
2003-08-01,1810.449951171875
2003-09-01,1786.93994140625
2003-10-01,1932.2099609375
2003-11-01,1960.260009765625
2003-12-01,2003.3699951171875
2004-01-01,2066.14990234375
2004-02-01,2029.8199462890625
2004-03-01,1994.219970703125
2004-04-01,1920.1500244140625
2004-05-01,1986.739990234375
2004-06-01,2047.7900390625
2004-07-01,1887.3599853515625
2004-08-01,1838.0999755859375
2004-09-01,1896.8399658203125
2004-10-01,1974.989990234375
2004-11-01,2096.81005859375
2004-12-01,2175.43994140625
2005-01-01,2062.409912109375
2005-02-01,2051.719970703125
2005-03-01,1999.22998046875
2005-04-01,1921.6500244140625
2005-05-01,2068.219970703125
2005-06-01,2056.9599609375
2005-07-01,2184.830078125
2005-08-01,2152.090087890625
2005-09-01,2151.68994140625
2005-10-01,2120.300048828125
2005-11-01,2232.820068359375
2005-12-01,2205.320068359375
2006-01-01,2305.820068359375
2006-02-01,2281.389892578125
2006-03-01,2339.7900390625
2006-04-01,2322.570068359375
2006-05-01,2178.8798828125
2006-06-01,2172.090087890625
2006-07-01,2091.469970703125
2006-08-01,2183.75
2006-09-01,2258.429931640625
2006-10-01,2366.7099609375
2006-11-01,2431.77001953125
2006-12-01,2415.2900390625
2007-01-01,2463.929931640625
2007-02-01,2416.14990234375
2007-03-01,2421.639892578125
2007-04-01,2525.090087890625
2007-05-01,2604.52001953125
2007-06-01,2603.22998046875
2007-07-01,2546.27001953125
2007-08-01,2596.360107421875
2007-09-01,2701.5
2007-10-01,2859.1201171875
2007-11-01,2660.9599609375
2007-12-01,2652.280029296875
2008-01-01,2389.860107421875
2008-02-01,2271.47998046875
2008-03-01,2279.10009765625
2008-04-01,2412.800048828125
2008-05-01,2522.659912109375
2008-06-01,2292.97998046875
2008-07-01,2325.550048828125
2008-08-01,2367.52001953125
2008-09-01,2091.8798828125
2008-10-01,1720.949951171875
2008-11-01,1535.5699462890625
2008-12-01,1577.030029296875
2009-01-01,1476.4200439453125
2009-02-01,1377.8399658203125
2009-03-01,1528.5899658203125
2009-04-01,1717.300048828125
2009-05-01,1774.3299560546875
2009-06-01,1835.0400390625
2009-07-01,1978.5
2009-08-01,2009.06005859375
2009-09-01,2122.419921875
2009-10-01,2045.1099853515625
2009-11-01,2144.60009765625
2009-12-01,2269.14990234375
2010-01-01,2147.35009765625
2010-02-01,2238.260009765625
2010-03-01,2397.9599609375
2010-04-01,2461.18994140625
2010-05-01,2257.0400390625
2010-06-01,2109.239990234375
2010-07-01,2254.699951171875
2010-08-01,2114.030029296875
2010-09-01,2368.6201171875
2010-10-01,2507.409912109375
2010-11-01,2498.22998046875
2010-12-01,2652.8701171875
2011-01-01,2700.080078125
2011-02-01,2782.27001953125
2011-03-01,2781.070068359375
2011-04-01,2873.5400390625
2011-05-01,2835.300048828125
2011-06-01,2773.52001953125
2011-07-01,2756.3798828125
2011-08-01,2579.4599609375
2011-09-01,2415.39990234375
2011-10-01,2684.409912109375
2011-11-01,2620.340087890625
2011-12-01,2605.14990234375
2012-01-01,2813.840087890625
2012-02-01,2966.889892578125
2012-03-01,3091.570068359375
2012-04-01,3046.360107421875
2012-05-01,2827.340087890625
2012-06-01,2935.050048828125
2012-07-01,2939.52001953125
2012-08-01,3066.9599609375
2012-09-01,3116.22998046875
2012-10-01,2977.22998046875
2012-11-01,3010.239990234375
2012-12-01,3019.510009765625
2013-01-01,3142.1298828125
2013-02-01,3160.18994140625
2013-03-01,3267.52001953125
2013-04-01,3328.7900390625
2013-05-01,3455.909912109375
2013-06-01,3403.25
2013-07-01,3626.3701171875
2013-08-01,3589.8701171875
2013-09-01,3771.47998046875
2013-10-01,3919.7099609375
2013-11-01,4059.889892578125
2013-12-01,4176.58984375
2014-01-01,4103.8798828125
2014-02-01,4308.1201171875
2014-03-01,4198.990234375
2014-04-01,4114.56005859375
2014-05-01,4242.6201171875
2014-06-01,4408.18017578125
2014-07-01,4369.77001953125
2014-08-01,4580.27001953125
2014-09-01,4493.39013671875
2014-10-01,4630.740234375
2014-11-01,4791.6298828125
2014-12-01,4736.0498046875
2015-01-01,4635.240234375
2015-02-01,4963.52978515625
2015-03-01,4900.8798828125
2015-04-01,4941.419921875
2015-05-01,5070.02978515625
2015-06-01,4986.8701171875
2015-07-01,5128.27978515625
2015-08-01,4776.509765625
2015-09-01,4620.16015625
2015-10-01,5053.75
2015-11-01,5108.669921875
2015-12-01,5007.41015625
2016-01-01,4613.9501953125
2016-02-01,4557.9501953125
2016-03-01,4869.85009765625
2016-04-01,4775.35986328125
2016-05-01,4948.0498046875
2016-06-01,4842.669921875
2016-07-01,5162.1298828125
2016-08-01,5213.22021484375
2016-09-01,5312.0
2016-10-01,5189.14013671875
2016-11-01,5323.68017578125
2016-12-01,5383.1201171875
2017-01-01,5614.7900390625
2017-02-01,5825.43994140625
2017-03-01,5911.740234375
2017-04-01,6047.60986328125
2017-05-01,6198.52001953125
2017-06-01,6140.419921875
2017-07-01,6348.1201171875
2017-08-01,6428.66015625
2017-09-01,6495.9599609375
2017-10-01,6727.669921875
2017-11-01,6873.97021484375
2017-12-01,6903.39013671875
2018-01-01,7411.47998046875
2018-02-01,7273.009765625
2018-03-01,7063.4501953125
2018-04-01,7066.27001953125
2018-05-01,7442.1201171875
2018-06-01,7510.2998046875
2018-07-01,7671.7900390625
2018-08-01,8109.5400390625
2018-09-01,8046.35009765625
2018-10-01,7305.89990234375
2018-11-01,7330.5400390625
2018-12-01,6635.27978515625
2019-01-01,7281.740234375
2019-02-01,7532.52978515625
2019-03-01,7729.31982421875
2019-04-01,8095.39013671875
2019-05-01,7453.14990234375
2019-06-01,8006.240234375
2019-07-01,8175.419921875
2019-08-01,7962.8798828125
2019-09-01,7999.33984375
2019-10-01,8292.3603515625
2019-11-01,8665.4697265625
2019-12-01,8972.599609375
2020-01-01,9150.9404296875
2020-02-01,8567.3701171875
2020-03-01,7700.10009765625
2020-04-01,8889.5498046875
2020-05-01,9489.8701171875
2020-06-01,10058.76953125
2020-07-01,10745.26953125
2020-08-01,11775.4599609375
2020-09-01,11167.509765625
2020-10-01,10911.58984375
2020-11-01,12198.740234375
2020-12-01,12888.2802734375
2021-01-01,13070.6904296875
2021-02-01,13192.349609375
2021-03-01,13246.8701171875
2021-04-01,13962.6796875
2021-05-01,13748.740234375
2021-06-01,14503.9501953125
