Date,port_lump,sp500_lump,world_lump,port_pac,port_pac_contributions,sp500_pac,world_pac
2017-01-31,38224.174506436386,32592.78162111154,26246.981794757292,62878.13674853301,33000.0,65784.61973887996,54533.70767206459
2017-02-28,39686.31905639018,33873.4051114282,26935.392083932587,65633.96423920934,33200.0,68569.40462525461,56164.027004088726
2017-03-31,40134.92507230001,33915.744124161356,27211.45964822018,66394.7099149919,33400.0,68855.11082709597,56939.66615154523
2017-04-30,41206.152461863196,34252.39800925122,27669.23055864756,68373.54942955369,33600.0,69738.57926238593,58097.54651337023
2017-05-31,43295.797795135455,34735.797940327546,28245.823524506308,72089.72946876976,33800.0,70922.79135754179,59508.22841441757
2017-06-30,43502.704915277725,34957.2423186331,28359.217813000505,72662.44669233444,34000.0,71574.93163849477,59947.12721001291
2017-07-31,45282.66779556083,35675.75490891346,29047.639064197887,75696.63077817854,34200.0,73246.08571472185,61602.346341645214
2017-08-31,47420.585124295525,35779.84548817301,29072.347461986334,79535.50101498065,34400.0,73659.79464702071,61854.74630691423
2017-09-30,47592.67836888479,36500.79350838935,29686.630991793132,80038.684934722,34600.0,75344.00684513838,63361.70481607478
2017-10-31,50308.407096557814,37360.89014710997,30318.553981144174,84798.09651986156,34800.0,77319.39638620005,64910.450584121725
2017-11-30,53236.630596098934,38502.85615552069,30911.65262026254,90253.50707985806,35000.0,79882.7266525884,66380.24398950463
2017-12-31,55736.342140399756,38969.82579524098,31397.558343382734,94639.66043644825,35200.0,81051.55888503787,67623.68676019208
2018-01-31,57686.345305712704,41166.130435374245,33026.051288863586,97944.03837085105,35400.0,85819.55248615329,71331.1154472253
2018-02-28,55851.338870811844,39669.32836120819,31586.418323943428,95235.90587754824,35600.0,82899.1502815561,68421.73296840083
2018-03-31,53276.02244810349,38581.956995800974,31048.336507686246,90705.76166777643,35800.0,80826.81127415053,67456.15319390663
2018-04-30,54758.422133641114,38781.36351798107,31279.967166431634,93691.73365745129,36000.0,81444.55559274068,68159.39797150901
2018-05-31,55006.59372517291,39724.09009192039,31486.648262902618,94479.55513907713,36200.0,83624.37115091093,68809.75839013091
2018-06-30,53976.19038125768,39952.54962235963,31535.06281645995,93220.9411483699,36400.0,84305.30814713174,69115.56176764605
2018-07-31,56317.57578381278,41432.65811544685,32483.34663129118,97619.154069009,36600.0,87628.53817325931,71393.92035404523
2018-08-31,56966.07155865915,42755.18770943321,32854.733675651485,99347.06125929342,36800.0,90625.63930756217,72410.17790800189
2018-09-30,56622.752288260715,43009.37874701306,33099.91026169248,99072.55006789451,37000.0,91364.43299602593,73150.53475244838
2018-10-31,52176.80800771169,40037.24283761765,30738.20524275888,91647.95876225198,37200.0,85250.7516534909,68131.18570598059
2018-11-30,51476.84103538198,40779.89200691009,31084.351448257843,90559.70200258089,37400.0,87032.06433662941,69098.41825004158
2018-12-31,47822.12135572323,37189.30119679736,28709.12869008544,84002.09859136213,37600.0,79569.05899224819,64018.45814360632
2019-01-31,51320.71455228903,40166.88264651741,30925.915777003393,90235.07197030728,37800.0,86139.79859752482,69161.66951268398
2019-02-28,52699.84942831155,41468.91361660396,31846.850912725902,93050.92975745056,38000.0,89132.06621057344,71421.21762627037
2019-03-31,53880.127346200265,42219.547553066965,32320.0594822608,95334.775180653,38200.0,90945.45676966285,72682.45700343788
2019-04-30,56767.65137423493,43944.32055270589,33521.27786276567,100646.21268184167,38400.0,94860.80374440203,75583.7980495676
2019-05-31,55906.714119675285,41141.928033931465,31581.128365283945,99515.27573754614,38600.0,89011.3938685706,71409.14776314411
2019-06-30,60927.535141278364,44004.84174610453,33583.542148230794,108642.67255391489,38800.0,95405.36562010829,76136.87267707064
2019-07-31,60757.42279167658,44670.174875641496,33893.47609676056,108724.76043509705,39000.0,97047.8512185996,77039.52046429209
2019-08-31,59389.807528903024,43922.23965883728,33148.1525549027,106626.41143609624,39200.0,95622.93020936604,75545.40776568443
2019-09-30,59170.79518394048,44776.87303580962,33863.95693727823,106448.71032862843,39400.0,97683.54907569877,77376.74253939341
2019-10-31,61728.68638593517,45766.660116069,34727.34145703386,111162.46450864768,39600.0,100042.83149704353,79549.51500131702
2019-11-30,62174.34905885479,47423.32968461878,35701.42673985612,112454.94577589647,39800.0,103864.19941142437,81980.84076848818
2019-12-31,64331.25931218334,48801.236195881225,36789.56716450422,116318.76938405854,40000.0,107082.02117990472,84679.52709654026
2020-01-31,65774.12119143552,48781.51984625399,36398.507988503756,119435.7274167592,40200.0,107238.75861663892,83979.41577034797
2020-02-29,61781.968171724184,44919.69758390541,33396.64280362086,112128.97536588878,40400.0,98949.12920948619,77253.44824092518
2020-03-31,54296.48335125153,39310.51763329121,29024.205392978067,98995.9466431668,40600.0,86793.22519530941,67339.0822797707
2020-04-30,62176.13481114118,44302.318626766886,32163.875723544046,113772.36469275512,40800.0,98014.56334706118,74823.43393931647
2020-05-31,65582.97116692761,46413.10727125834,33780.25720061979,120366.53449357065,41000.0,102884.47755743767,78783.65281686239
2020-06-30,68042.98251439296,47236.21170392438,34664.61989864732,124714.36672872756,41200.0,104909.06277719299,81046.19850299488
2020-07-31,73921.18523398963,50018.0600294239,36361.356129641215,135507.3695753257,41400.0,111287.39694263606,85213.18333613081
2020-08-31,79016.45624904073,53509.15010900258,38735.28850121344,145336.11189157199,41600.0,119254.87787292448,90976.51638908741
2020-09-30,75432.79554038704,51505.58114086095,37441.09651336289,138929.6652797698,41800.0,114989.55984565288,88136.88293987165
2020-10-31,76496.45898332677,50221.36526480712,36316.205126660076,140680.54352222587,42000.0,112322.46437632175,85688.8723391535
2020-11-30,87388.00011057305,55684.277647873416,40985.05874659383,161021.55372504803,42200.0,124740.52691409827,96905.13354853311
2020-12-31,96872.06824728021,57747.28427093904,42596.69836611453,178464.53951304444,42400.0,129561.94868804686,100915.6966497691
2021-01-31,99488.80753103807,57158.82161393436,42248.06847961084,183103.3749893885,42600.0,128441.67242684714,100289.75874333651
2021-02-28,105245.31579519834,58748.13458282028,43301.521934363256,193465.57564976154,42800.0,132213.01994538348,102990.47881472728
2021-03-31,111657.27422359443,61415.26960139772,44900.65545268365,205589.7439058496,43000.0,138415.4228797454,106993.93697008133
2021-04-30,115484.24167904381,64664.77617050795,46840.83000621586,213075.4577207553,43200.0,145939.03846969744,111817.18604737679
2021-05-31,108930.99497474472,65089.37641791168,47594.92003373856,201680.009606514,43400.0,147097.29975984254,113817.32974450573
2021-06-30,111227.79736724119,66549.15590643974,48343.26596168665,206278.4189927226,43600.0,150596.29619865605,115806.9059258261
2021-07-31,115098.63963640764,68173.800330821,49206.468825076234,214193.5052590903,43800.0,154472.75805033735,118074.71931838187
2021-08-31,120536.07622756728,70202.64511235224,50424.8881842418,224477.36589232803,44000.0,159269.85029894824,121198.41059883077
2021-09-30,114212.03107995656,66930.7994229145,48301.25322902925,212950.1189472452,44200.0,152046.96228206466,116294.16167469902
2021-10-31,127556.35020415699,71626.91593114847,51120.03072098285,238043.25089474086,44400.0,162915.14876356628,123280.88755570042
2021-11-30,125857.88873706585,71051.4101664643,50073.495868171696,235099.58558020933,44600.0,161806.16308340747,120957.06775956761
2021-12-31,124035.70175397511,74337.3671723918,52084.21259984934,232533.42849067601,44800.0,169489.30935651442,126014.1362694062
2022-01-31,113893.29732567309,70416.73003657893,49389.9417547818,213416.44163095497,45000.0,160750.25076912317,119695.53501828523
2022-02-28,113098.10929835356,68338.2348892427,47950.42467409516,212270.48124919416,45200.0,156205.37528309674,116406.89419347467
2022-03-31,117034.95888693981,70907.10208204576,49328.35398267989,220421.4871676071,45400.0,162277.21064077882,119952.02559368029
