Date,port_lump,sp500_lump,world_lump,port_pac,port_pac_contributions,sp500_pac,world_pac
2022-04-30,103492.50899972611,64683.64695506385,45194.562924919395,195212.15197868802,45600.0,148234.27997656824,110099.86348558485
2022-05-31,100668.31251123738,64829.64616962504,45394.70752421907,190341.2981095768,45800.0,148768.86359184675,110787.44189400709
2022-06-30,88384.7207952334,59483.7761948749,41493.51178314779,167705.77442417026,46000.0,136701.3432821959,101466.43118476323
2022-07-31,97048.0236411811,64961.48343505748,44867.1899652493,184778.860801379,46200.0,149489.81674067964,109916.27725449909
2022-08-31,91693.69867940394,62310.915415961375,42813.483314945195,174845.80433930588,46400.0,143590.31121092214,105085.07762401024
2022-09-30,83602.18760163539,56550.536278760526,38803.1120978808,159783.41598883457,46600.0,130515.9975937658,95441.67928274057
2022-10-31,87629.21812709082,61146.709020869195,41703.1557575891,168295.38591910843,46800.0,141323.74970406524,102774.74212001081
2022-11-30,91012.89076945857,64545.95149329894,44816.727079564494,174825.68977865792,47000.0,149380.1609492417,110647.93816177678
2022-12-31,85796.47502489455,60826.28036494741,42725.56476578567,164942.07289834594,47200.0,140971.64160796147,105685.07122661534
2023-01-31,96415.47251355833,64651.48510277002,45760.353601011084,184610.63428920484,47400.0,150036.97725140414,113391.8619727818
2023-02-28,94330.39393742698,63025.97992352574,44575.377805235694,180896.33950335157,47600.0,146464.66044827685,110655.5513610412
2023-03-31,102238.68404538505,65362.83317463166,46018.462241110705,195628.90916290038,47800.0,152095.2212797939,114437.91704754203
2023-04-30,103207.322708498,66407.00477244268,46847.55442376585,197838.4910372163,48000.0,154724.94322588577,116699.6891668784
2023-05-31,104799.43232428892,66713.56514854192,46382.16960599613,201000.42679597644,48200.0,155639.21330853438,115740.39143523076
2023-06-30,111659.6680676609,71036.57986650072,49168.98184153841,214314.844746375,48400.0,165924.57763176045,122894.5020716693
2023-07-31,114687.43537411395,73361.83318001138,50756.35154415422,220173.11439485507,48600.0,171555.81706721993,127062.02390963054
2023-08-31,110478.60781146308,72169.55604985669,49634.92415643151,212776.21199088232,48800.0,168967.6904846637,124454.67410577828
2023-09-30,106888.73034695988,68746.2377575817,47451.308148354656,205948.0547143037,49000.0,161152.81250425853,119179.47245540662
2023-10-31,109378.60673751123,67253.85591280047,46243.014565592945,210204.32287188797,49200.0,157854.41696347474,116344.7027644516
2023-11-30,119378.54922306303,73397.07856002041,50456.25209544138,229630.99172411257,49400.0,172473.4389822427,127144.96039668156
2023-12-31,126899.34751910949,76748.04787442599,52957.41595939034,244182.27450171477,49600.0,180547.77421354046,133647.65564693252
2024-01-31,127676.56143556364,77970.37547582814,53427.19185000825,246284.78417603613,49800.0,183623.2679088853,135033.22041294523
2024-02-29,142045.92804331562,82039.39662349918,55847.73787150891,272765.8434494501,50000.0,193405.9710287048,141350.96894366696
2024-03-31,149021.81248065954,84722.23788669491,57691.02380980655,285962.5859133817,50200.0,199930.70696021727,146216.33702031255
2024-04-30,140409.27066207203,81306.28158013074,55405.830573047366,269768.16896843555,50400.0,192069.60545543936,140624.5766666729
2024-05-31,149207.8591953796,85418.72021574568,58009.51753158461,286881.8935524769,50600.0,201984.40793873597,147432.94933304982
2024-06-30,152633.1782009589,88432.30400342784,59195.79624198544,293447.4680148535,50800.0,209310.44466220058,150647.91267781772
2024-07-31,153569.79185878523,89503.14381220101,60191.15411167284,295662.2052695603,51000.0,212045.01570003777,153381.00784597584
2024-08-31,152855.72154536465,91594.44395394076,61880.85272448565,295033.8813104844,51200.0,217199.58771282827,157886.75143926768
2024-09-30,158107.1997766418,93518.34246461334,62976.54754835618,304809.33276324545,51400.0,221961.76359687574,160882.3770438464
2024-10-31,159588.14739076895,92683.82543511633,61700.24244854845,307331.33479032974,51600.0,220181.07332011138,157821.87759946857
2024-11-30,176005.0828513343,98210.8944350616,64674.27662535071,338088.3801820282,51800.0,233511.26058859218,165629.10310136713
2024-12-31,173349.93121568963,95847.90967896693,62839.284239764915,332577.24503078195,52000.0,228092.9068171362,161129.73638431783
2025-01-31,180289.5520077759,98422.05279275397,64924.49887355892,346120.0718668639,52200.0,234418.6928395292,166676.55228638905
2025-02-28,171482.44415316285,97172.59116011085,64657.78348011633,330068.2310881933,52400.0,231642.7626047261,166191.83075611904
2025-03-31,163537.57204554256,91758.21016152762,61901.74320658084,314781.89528148493,52600.0,218935.80852093708,159307.89817996888
2025-04-30,168762.55902730595,90962.66001100627,62346.26886231847,324424.8988037094,52800.0,217237.61962735758,160651.9119707648
2025-05-31,181989.27105402222,96679.19634609562,65995.39447145798,349631.34657215385,53000.0,231089.8890948275,170254.86449426474
2025-06-30,191248.08987449514,101647.17974618492,68975.49221247857,367651.1145445594,53200.0,243164.73680086085,178142.9182007481
2025-07-31,197077.4755629468,103988.26082264748,69675.91531186018,378526.3072589192,53400.0,248965.17121732936,180151.90007092716
2025-08-31,197464.9141181247,106122.05187503739,71622.44470619767,380209.2195935447,53600.0,254273.82146782533,185384.78650470063
2025-09-30,207762.59815432288,109902.16318456516,73935.46895103749,400041.70239126723,53800.0,263531.1599876195,191571.72966991656
2025-10-31,212846.1703455228,112521.93643262047,75348.53623842669,410560.3805296645,54000.0,270013.0370950349,195433.08122723742
2025-11-30,204561.2399947335,112741.3580369979,75605.08513938337,395909.32755189575,54200.0,270739.57170402375,196298.4975007636
2025-12-31,204775.94356508867,113673.47454143444,76771.0308648124,396541.1721052746,54400.0,273177.9767364217,199525.7197259249
