portfolio,sleeve,start,end,cagr,mdd,vol,sharpe,sortino,calmar,window,level
100% SPY,benchmark,1998-12-31,2003-11-30,-0.017336595871016214,-0.4472656683824775,0.17037193040150078,-0.018605947358174894,-0.031032651074119802,-0.03876129355895676,5y,A
100% SPY,benchmark,1999-03-31,2004-02-29,-0.009412574596650014,-0.4472656683824775,0.1698321007345914,0.0280753095144916,0.045937170816655014,-0.021044706227263763,5y,A
100% SPY,benchmark,1999-06-30,2004-05-31,-0.026093230883505014,-0.4472656683824775,0.16721645806635368,-0.07551863335862673,-0.12219781016213753,-0.05833944505034419,5y,A
100% SPY,benchmark,1999-09-30,2004-08-31,-0.016676304185770152,-0.4472656683824775,0.1671915627120989,-0.018042097616671148,-0.028870735561961045,-0.037285008362210076,5y,A
100% SPY,benchmark,1999-12-31,2004-11-30,-0.030146327529969708,-0.4472656683824776,0.16374330983822566,-0.10586666996001784,-0.1659125662801739,-0.06740138951194927,5y,A
100% SPY,benchmark,2000-03-31,2005-02-28,-0.029830751716604653,-0.4472656683824775,0.15712382352344081,-0.11459532654727002,-0.17070386433292226,-0.06669582269635549,5y,A
100% SPY,benchmark,2000-06-30,2005-05-31,-0.02459739659633564,-0.4472656683824775,0.15707334439480328,-0.08050150727832713,-0.11935755271501271,-0.05499504731783096,5y,A
100% SPY,benchmark,2000-09-30,2005-08-31,-0.016909605765724423,-0.41518128200458126,0.1531260687378492,-0.03525668870616504,-0.050083238280699105,-0.040728246909594146,5y,A
100% SPY,benchmark,2000-12-31,2005-11-30,0.0062713540446242,-0.3888650513780708,0.15096170925880717,0.1163261557753854,0.1675957160281432,0.016127327519918803,5y,A
100% SPY,benchmark,2001-03-31,2006-02-28,0.03574534579489397,-0.3406531778227351,0.1408182808237745,0.31939036912788343,0.4536191537410783,0.10493178435427569,5y,A
100% SPY,benchmark,2001-06-30,2006-05-31,0.02445113251052433,-0.32074977005628336,0.13619665867636593,0.2451221675841609,0.3364404461023593,0.07623117705192364,5y,A
100% SPY,benchmark,2001-09-30,2006-08-31,0.06378245396992654,-0.2800890399763438,0.12729529798303743,0.549971517571831,0.733596436678507,0.22772206286727098,5y,A
100% SPY,benchmark,2001-12-31,2006-11-30,0.06026492708662423,-0.2800890399763438,0.12403805358012805,0.5345122613712214,0.6947319424998972,0.21516346048997195,5y,A
100% SPY,benchmark,2002-03-31,2007-02-28,0.0610449449139463,-0.2800890399763437,0.12339339970269664,0.5426761607948445,0.6954679554200982,0.21794835284915878,5y,A
100% SPY,benchmark,2002-06-30,2007-05-31,0.11203195568938384,-0.1697995283103173,0.11556829808038033,0.9801550914881332,1.222781012027152,0.6597895577462366,5y,A
100% SPY,benchmark,2002-09-30,2007-08-31,0.14701751623186876,-0.09217668003675661,0.09712648720739624,1.467331601519247,3.373661808521279,1.594953476011977,5y,A
100% SPY,benchmark,2002-12-31,2007-11-30,0.13109312294300923,-0.04547329079479878,0.0870967638716238,1.4638551831412365,3.912034014964049,2.8828598206049256,5y,A
100% SPY,benchmark,2003-03-31,2008-02-29,0.116570149299692,-0.13009863012366696,0.09273897244050762,1.2396302443531917,2.496491385039483,0.8960136566302406,5y,A
100% SPY,benchmark,2003-06-30,2008-05-31,0.09573304714672926,-0.13787764141944336,0.08577084599947613,1.1120700034536615,2.073712232954297,0.6943333680585363,5y,A
100% SPY,benchmark,2003-09-30,2008-08-31,0.07186464253799096,-0.16731152610869893,0.09483867379619827,0.7808706531736982,1.1236369125180483,0.4295259520333462,5y,A
100% SPY,benchmark,2003-12-31,2008-11-30,-0.024603567444909435,-0.40510037506741037,0.12953257883859984,-0.125011101464007,-0.12519177573238677,-0.06073449682887926,5y,A
100% SPY,benchmark,2004-03-31,2009-02-28,-0.06525957556235662,-0.5078480798152896,0.14203991788910944,-0.4001895277491196,-0.41109492736395764,-0.12850216069753048,5y,A
100% SPY,benchmark,2004-06-30,2009-05-31,-0.023410437064179446,-0.5078480798152895,0.1562624544518099,-0.07167948171633151,-0.07980980836056219,-0.04609732318510313,5y,A
100% SPY,benchmark,2004-09-30,2009-08-31,0.0023277356742033017,-0.5078480798152896,0.16001787943047052,0.09604688890668073,0.10715567270232441,0.004583527568027681,5y,A
100% SPY,benchmark,2004-12-31,2009-11-30,0.00012444015043300283,-0.5078480798152895,0.16155584916310023,0.08294028635212734,0.09494275443467527,0.0002450342048713923,5y,A
100% SPY,benchmark,2005-03-31,2010-02-28,0.006873941650063831,-0.5078480798152893,0.1623795719011552,0.12480971645876003,0.14201719659327328,0.013535429045166358,5y,A
100% SPY,benchmark,2005-06-30,2010-05-31,0.002244894881884285,-0.5078480798152895,0.16796780235706207,0.09872896317003689,0.11509781430312774,0.004420406359911375,5y,A
100% SPY,benchmark,2005-09-30,2010-08-31,-0.011763262230734317,-0.5078480798152895,0.17273928077732575,0.01907638711072814,0.023780148857777697,-0.023162955021928524,5y,A
100% SPY,benchmark,2005-12-31,2010-11-30,0.00979348865274332,-0.5078480798152895,0.17671891264970216,0.1445217281675085,0.18289681182270348,0.019284288042017077,5y,A
100% SPY,benchmark,2006-03-31,2011-02-28,0.02554138259143479,-0.5078480798152896,0.1795628839292906,0.23131510834347266,0.29744764160494963,0.05029335269067966,5y,A
100% SPY,benchmark,2006-06-30,2011-05-31,0.032409754100787724,-0.5078480798152895,0.1793588221980643,0.26871397064842373,0.33987778446535494,0.06381781361184934,5y,A
100% SPY,benchmark,2006-09-30,2011-08-31,0.002108264895409384,-0.5078480798152896,0.18124680184543873,0.10302885422313583,0.13743490831462757,0.004151369236595687,5y,A
100% SPY,benchmark,2006-12-31,2011-11-30,-0.005289754055842866,-0.5078480798152893,0.1897554042893562,0.06720673513963828,0.09477808636939429,-0.010416016651607338,5y,A
100% SPY,benchmark,2007-03-31,2012-02-29,0.013411272954542142,-0.5078480798152895,0.19141258124420507,0.16567463723827597,0.23319677809347197,0.026408041080749945,5y,A
100% SPY,benchmark,2007-06-30,2012-05-31,-0.006779624722519584,-0.5078480798152895,0.1923370822553189,0.06107432092001348,0.087244967457838,-0.013349710261748781,5y,A
100% SPY,benchmark,2007-09-30,2012-08-31,0.004875568799819874,-0.5078480798152895,0.19212347768854612,0.12172505755437042,0.1708608144932563,0.00960044744403322,5y,A
100% SPY,benchmark,2007-12-31,2012-11-30,0.015077414226431163,-0.4821867588929195,0.1915636460701315,0.17435900112165467,0.24076174046912724,0.031268826753037084,5y,A
100% SPY,benchmark,2008-03-31,2013-02-28,0.05058088527534288,-0.4632243006865614,0.18996101905142224,0.3558450028061786,0.4699187413475693,0.10919307385293718,5y,A
100% SPY,benchmark,2008-06-30,2013-05-31,0.07333348235465986,-0.4179550904258037,0.18530989260808892,0.4762780431189427,0.6086450320755018,0.175457804042892,5y,A
100% SPY,benchmark,2008-09-30,2013-08-31,0.0951866792166709,-0.35744350948460335,0.18135482271757708,0.5943801350721889,0.7681171737760036,0.266298524636579,5y,A
