date,ffr,sp500_ret,nasdaq_ret,cpi,cpi_yoy,ffr_real,ffr_trailing_change,sp500_ret_fwd12m,sp500_ret_fwd24m,nasdaq_ret_fwd12m,nasdaq_ret_fwd24m,regime_A,regime_B,regime_C
2004-11-30,1.93,0.04773896084392759,0.0623041867698606,191.0,3.5230352303523116,-1.5930352303523116,0.9299999999999999,0.07676380537871452,0.23012360741712667,0.07281587837697923,0.17711230274896184,<2%,Stabile (−1÷+1pp),<0% (accomodante)
2004-12-31,2.16,0.02727447278921269,0.03812268295802679,190.3,3.255561584373301,-1.0955615843733009,1.1800000000000002,0.0706496274298285,0.2231881110994125,0.02133498141613832,0.12690750441466103,2-4%,Rialzo (≥+1pp),<0% (accomodante)
2005-01-31,2.28,-0.013492215708674982,-0.05133444338770887,190.7,2.969762419006483,-0.6897624190064833,1.2799999999999998,0.1012113785749531,0.2485078194841499,0.12633478875271575,0.21254901961896855,2-4%,Rialzo (≥+1pp),<0% (accomodante)
2005-02-28,2.5,0.016812067313163315,-0.004560394680368396,191.8,3.0075187969925032,-0.5075187969925032,1.49,0.082823635643273,0.24746218583726853,0.12021150875903941,0.19524155381976827,2-4%,Rialzo (≥+1pp),<0% (accomodante)
2005-03-31,2.63,-0.0025558806557949287,-0.02496055114021034,193.3,3.1483457844183604,-0.5183457844183605,1.63,0.10173178157007157,0.21971878621815155,0.17901373310031254,0.22938806757490093,2-4%,Rialzo (≥+1pp),<0% (accomodante)
2005-04-30,2.79,-0.024089184590063484,-0.038182078100735595,194.6,3.5106382978723483,-0.7206382978723482,1.79,0.13793928232862873,0.30207205563201445,0.2175599544447906,0.3335913026933228,2-4%,Rialzo (≥+1pp),<0% (accomodante)
2005-05-31,3.0,0.013358705785472491,0.07689585636309149,194.4,2.8027498677948293,0.19725013220517074,2.0,0.11410484748314542,0.32848824181076686,0.061376332063955985,0.2780918338338496,2-4%,Rialzo (≥+1pp),0-2%
2005-06-30,3.04,0.021806974761705344,-0.0048214332932056125,194.5,2.530311017395892,0.509688982604108,2.01,0.06082606942596902,0.30462039361427795,0.06385920326469452,0.2844477579175424,2-4%,Rialzo (≥+1pp),0-2%
2005-07-31,3.26,0.018077909475289422,0.0627874153169945,195.4,3.167898627243937,0.0921013727560629,1.9999999999999998,0.04949182998613688,0.2888178660880041,-0.0355217976709683,0.18287382900396265,2-4%,Rialzo (≥+1pp),0-2%
2005-08-31,3.5,0.003100182179168298,-0.013991547557953954,196.4,3.641160949868083,-0.14116094986808303,2.0700000000000003,0.0702257611575261,0.23085735594350032,0.021932132320926945,0.2240057203396959,2-4%,Rialzo (≥+1pp),<0% (accomodante)
