Date,adjclose
1996-03-31,40.049678802490234
1996-04-30,41.96439743041992
1996-05-31,40.049678802490234
1996-06-30,40.52836227416992
1996-07-31,38.61362075805664
1996-08-31,36.53934097290039
1996-09-30,37.81582260131836
1996-10-31,35.26285171508789
1996-11-30,36.06066131591797
1996-12-31,33.348140716552734
1997-01-31,29.997358322143555
1997-02-28,30.63559913635254
1997-03-31,29.3591251373291
1997-04-30,31.114282608032227
1997-05-31,34.145938873291016
1997-06-30,36.06066131591797
1997-07-31,35.58198165893555
1997-08-31,32.08399200439453
1997-09-30,31.764747619628906
1997-10-31,28.731935501098633
1997-11-30,26.81647300720215
1997-12-31,25.222837448120117
1998-01-31,28.255971908569336
1998-02-28,28.57524299621582
1998-03-31,25.38246726989746
1998-04-30,26.340303421020508
1998-05-31,24.743928909301758
1998-06-30,25.063199996948242
1998-07-31,24.10537338256836
1998-08-31,20.14010238647461
1998-09-30,20.45978546142578
1998-10-31,24.775524139404297
1998-11-30,25.574735641479492
1998-12-31,26.23954200744629
1999-01-31,26.87953758239746
1999-02-28,25.9195613861084
1999-03-31,29.439485549926758
1999-04-30,30.71947479248047
1999-05-31,28.959503173828125
1999-06-30,31.999446868896484
1999-07-31,34.399410247802734
1999-08-31,34.36213302612305
1999-09-30,35.807254791259766
1999-10-31,38.055267333984375
1999-11-30,39.179256439208984
1999-12-31,42.21095275878906
2000-01-31,39.7850341796875
2000-02-29,39.29985427856445
2000-03-31,42.69613265991211
2000-04-30,39.461578369140625
2000-05-31,37.197383880615234
2000-06-30,39.29985427856445
2000-07-31,34.93320083618164
2000-08-31,37.2602653503418
2000-09-30,35.42230987548828
2000-10-31,33.91852951049805
2000-11-30,31.412248611450195
2000-12-31,31.114543914794922
2001-01-31,30.938770294189453
2001-02-28,29.61683464050293
2001-03-31,28.80118179321289
2001-04-30,31.557546615600586
2001-05-31,30.629377365112305
2001-06-30,28.773056030273438
2001-07-31,26.438579559326172
2001-08-31,25.707304000854492
2001-09-30,23.625967025756836
2001-10-31,23.597843170166016
2001-11-30,23.569711685180664
2001-12-31,21.685264587402344
2002-01-31,20.08207130432129
2002-02-28,21.010231018066406
2002-03-31,22.894689559936523
2002-04-30,23.738473892211914
2002-05-31,25.201025009155273
2002-06-30,23.71034049987793
2002-07-31,22.10715103149414
2002-08-31,21.96652603149414
2002-09-30,20.616464614868164
2002-10-31,19.435171127319336
2002-11-30,20.13832664489746
2002-12-31,19.54767608642578
2003-01-31,19.041404724121094
2003-02-28,19.238290786743164
2003-03-31,18.16949462890625
2003-04-30,18.028860092163086
2003-05-31,19.09765625
2003-06-30,20.447708129882812
2003-07-31,21.37587547302246
2003-08-31,23.34470558166504
2003-09-30,24.638513565063477
2003-10-31,25.988567352294922
2003-11-30,25.201025009155273
2003-12-31,27.11952018737793
2004-01-31,27.1757869720459
2004-02-29,27.316455841064453
2004-03-31,30.579792022705078
2004-04-30,28.52613639831543
2004-05-31,28.104158401489258
2004-06-30,29.876487731933594
2004-07-31,27.682172775268555
2004-08-31,28.076026916503906
2004-09-30,27.288314819335938
2004-10-31,27.93535614013672
2004-11-30,29.00439453125
2004-12-31,30.84642219543457
2005-01-31,29.914247512817383
2005-02-28,30.535703659057617
2005-03-31,29.63176918029785
2005-04-30,28.953826904296875
2005-05-31,28.58660316467285
2005-06-30,28.643102645874023
2005-07-31,28.953826904296875
2005-08-31,31.439626693725586
2005-09-30,34.43387222290039
2005-10-31,34.2078971862793
2005-11-30,35.196556091308594
2005-12-31,38.3534049987793
2006-01-31,39.771812438964844
2006-02-28,39.147708892822266
2006-03-31,40.849788665771484
2006-04-30,41.9845085144043
2006-05-31,39.71508026123047
2006-06-30,38.693843841552734
2006-07-31,38.49524688720703
2006-08-31,38.89240264892578
2006-09-30,38.41014862060547
2006-10-31,39.17609786987305
2006-11-30,39.17609786987305
2006-12-31,40.5978889465332
2007-01-31,40.883583068847656
2007-02-28,42.169227600097656
2007-03-31,41.626399993896484
2007-04-30,40.79787063598633
2007-05-31,41.712120056152344
2007-06-30,41.454986572265625
2007-07-31,41.22642135620117
2007-08-31,40.19790267944336
2007-09-30,40.96930694580078
2007-10-31,41.026424407958984
2007-11-30,40.19790267944336
2007-12-31,38.36396026611328
2008-01-31,36.718544006347656
2008-02-29,36.170074462890625
2008-03-31,35.708213806152344
2008-04-30,38.335086822509766
2008-05-31,39.08561325073242
2008-06-30,36.16952133178711
2008-07-31,34.80628204345703
2008-08-31,33.094974517822266
2008-09-30,30.919578552246094
2008-10-31,26.104711532592773
2008-11-30,25.1185359954834
2008-12-31,28.017425537109375
2009-01-31,24.654157638549805
2009-02-28,21.55411148071289
2009-03-31,23.10413360595703
2009-04-30,24.88813018798828
2009-05-31,27.403261184692383
2009-06-30,27.728302001953125
2009-07-31,29.022079467773438
2009-08-31,30.051240921020508
2009-09-30,29.2279109954834
2009-10-31,28.081140518188477
2009-11-30,28.11055564880371
2009-12-31,28.898269653320312
2010-01-31,29.194971084594727
2010-02-28,29.491657257080078
2010-03-31,30.97513771057129
2010-04-30,30.8267879486084
2010-05-31,28.21587371826172
2010-06-30,27.492883682250977
2010-07-31,28.777881622314453
2010-08-31,28.030794143676758
2010-09-30,29.554855346679688
2010-10-31,29.943342208862305
2010-11-30,30.690431594848633
2010-12-31,32.82631301879883
2011-01-31,32.886497497558594
2011-02-28,34.69178771972656
2011-03-31,31.05109977722168
2011-04-30,31.68294334411621
2011-05-31,30.90066146850586
2011-06-30,31.655717849731445
2011-07-31,32.50553512573242
2011-08-31,29.895376205444336
2011-09-30,28.711706161499023
2011-10-31,28.529600143432617
2011-11-30,28.620656967163086
2011-12-31,27.981952667236328
2012-01-31,29.33344268798828
2012-02-29,30.684932708740234
2012-03-31,31.268535614013672
2012-04-30,29.917036056518555
2012-05-31,27.306203842163086
2012-06-30,29.18195915222168
2012-07-31,27.87946319580078
2012-08-31,28.096540451049805
2012-09-30,28.437671661376953
2012-10-31,28.096540451049805
2012-11-30,28.93384552001953
2012-12-31,30.56195640563965
2013-01-31,31.251554489135742
2013-02-28,32.003849029541016
2013-03-31,33.85324478149414
2013-04-30,36.67435073852539
2013-05-31,33.9786262512207
2013-06-30,35.321922302246094
2013-07-31,35.321922302246094
2013-08-31,34.2200813293457
2013-09-30,37.52560043334961
2013-10-31,37.49412155151367
2013-11-30,37.966339111328125
2013-12-31,38.5070915222168
2014-01-31,35.93783187866211
2014-02-28,36.82595443725586
2014-03-31,35.93783187866211
2014-04-30,35.144859313964844
2014-05-31,36.730804443359375
2014-06-30,38.450679779052734
2014-07-31,38.32293701171875
2014-08-31,37.6842155456543
2014-09-30,37.58841323852539
2014-10-31,38.514556884765625
2014-11-30,37.109375
2014-12-31,36.10955810546875
2015-01-31,36.91270446777344
2015-02-28,39.675537109375
2015-03-31,40.25381088256836
2015-04-30,41.31395721435547
2015-05-31,41.924354553222656
2015-06-30,41.36236572265625
2015-07-31,41.74982452392578
2015-08-31,39.1344108581543
2015-09-30,36.90646743774414
2015-10-31,39.78018569946289
2015-11-30,39.97393035888672
2015-12-31,39.421104431152344
2016-01-31,37.40451431274414
2016-02-29,35.420448303222656
2016-03-31,37.111793518066406
2016-04-30,37.1442985534668
2016-05-31,38.34777069091797
2016-06-30,37.699188232421875
2016-07-31,39.534976959228516
2016-08-31,40.25618362426758
2016-09-30,41.10851287841797
2016-10-31,41.40354537963867
2016-11-30,40.887229919433594
2016-12-31,40.50983810424805
2017-01-31,41.9276123046875
2017-02-28,42.47480392456055
