Date,adjclose
2008-02-29,20.339920043945312
2008-03-31,18.708463668823242
2008-04-30,20.553068161010742
2008-05-31,19.03638458251953
2008-06-30,14.920857429504395
2008-07-31,15.994829177856445
2008-08-31,15.675097465515137
2008-09-30,13.109039306640625
2008-10-31,9.313238143920898
2008-11-30,8.362236022949219
2008-12-31,9.376623153686523
2009-01-31,8.781804084777832
2009-02-28,7.955671310424805
2009-03-31,9.044179916381836
2009-04-30,11.003478050231934
2009-05-31,15.103950500488281
2009-06-30,14.345039367675781
2009-07-31,15.552165031433105
2009-08-31,15.816749572753906
2009-09-30,17.425758361816406
2009-10-31,15.917678833007812
2009-11-30,17.840070724487305
2009-12-31,18.292707443237305
2010-01-31,17.331233978271484
2010-02-28,17.712507247924805
2010-03-31,19.337051391601562
2010-04-30,19.27902603149414
2010-05-31,17.803680419921875
2010-06-30,18.9093017578125
2010-07-31,19.408010482788086
2010-08-31,19.275014877319336
2010-09-30,21.973814010620117
2010-10-31,22.6570987701416
2010-11-30,20.732202529907227
2010-12-31,22.00153160095215
2011-01-31,19.316987991333008
2011-02-28,18.808433532714844
2011-03-31,20.675931930541992
2011-04-30,20.759313583374023
2011-05-31,19.625473022460938
2011-06-30,20.01375389099121
2011-07-31,19.512161254882812
2011-08-31,17.338565826416016
2011-09-30,15.2539701461792
2011-10-31,16.800371170043945
2011-11-30,14.741296768188477
2011-12-31,13.110849380493164
2012-01-31,16.15323829650879
2012-02-29,17.16176414489746
2012-03-31,16.212148666381836
2012-04-30,15.413311958312988
2012-05-31,13.311112403869629
2012-06-30,14.528703689575195
2012-07-31,14.0227632522583
2012-08-31,13.972169876098633
2012-09-30,16.041275024414062
2012-10-31,15.363710403442383
2012-11-30,15.939641952514648
2012-12-31,16.42630386352539
2013-01-31,17.130165100097656
2013-02-28,15.518914222717285
2013-03-31,15.239068031311035
2013-04-30,16.04469108581543
2013-05-31,14.967690467834473
2013-06-30,13.797099113464355
2013-07-31,13.277581214904785
2013-08-31,11.821215629577637
2013-09-30,13.09926700592041
2013-10-31,14.364734649658203
2013-11-30,14.245027542114258
2013-12-31,14.911961555480957
2014-01-31,13.83460521697998
2014-02-28,14.450233459472656
2014-03-31,16.302143096923828
2014-04-30,16.422515869140625
2014-05-31,18.468881607055664
2014-06-30,19.371776580810547
2014-07-31,18.897607803344727
2014-08-31,19.630413055419922
2014-09-30,18.945392608642578
2014-10-31,20.06949234008789
2014-11-30,20.0867919921875
2014-12-31,19.066448211669922
2015-01-31,20.27701759338379
2015-02-28,20.91689109802246
2015-03-31,19.741548538208008
2015-04-30,18.503374099731445
2015-05-31,19.10082244873047
2015-06-30,18.8211612701416
2015-07-31,19.212007522583008
2015-08-31,17.06672477722168
2015-09-30,17.40370750427246
2015-10-31,17.56096839904785
2015-11-30,17.342548370361328
2015-12-31,17.372732162475586
2016-01-31,16.261789321899414
2016-02-29,14.765950202941895
2016-03-31,17.075504302978516
2016-04-30,17.13676643371582
2016-05-31,17.303056716918945
2016-06-30,17.781848907470703
2016-07-31,18.82990264892578
2016-08-31,19.094125747680664
2016-09-30,19.102279663085938
2016-10-31,19.19063949584961
2016-11-30,17.88298797607422
2016-12-31,17.85306167602539
2017-01-31,18.940149307250977
2017-02-28,20.02724266052246
2017-03-31,21.39392852783203
2017-04-30,22.023422241210938
2017-05-31,22.094350814819336
