Date,adjclose
1996-03-31,7.863955974578857
1996-04-30,8.103466987609863
1996-05-31,8.023628234863281
1996-06-30,8.103466987609863
1996-07-31,8.223222732543945
1996-08-31,8.503600120544434
1996-09-30,8.666350364685059
1996-10-31,9.154594421386719
1996-11-30,9.602153778076172
1996-12-31,10.100854873657227
1997-01-31,9.569230079650879
1997-02-28,9.896383285522461
1997-03-31,10.01906681060791
1997-04-30,10.22353458404541
1997-05-31,10.796055793762207
1997-06-30,10.959632873535156
1997-07-31,11.532151222229004
1997-08-31,11.20445728302002
1997-09-30,12.17691707611084
1997-10-31,11.754109382629395
1997-11-30,11.71182918548584
1997-12-31,11.933387756347656
1998-01-31,12.610459327697754
1998-02-28,13.456801414489746
1998-03-31,14.514723777770996
1998-04-30,14.387776374816895
1998-05-31,13.795339584350586
1998-06-30,14.218501091003418
1998-07-31,13.795339584350586
1998-08-31,12.158903121948242
1998-09-30,12.549725532531738
1998-10-31,13.244521141052246
1998-11-30,13.895890235900879
1998-12-31,14.261724472045898
1999-01-31,14.348943710327148
1999-02-28,14.523404121398926
1999-03-31,14.87231731414795
1999-04-30,15.52652645111084
1999-05-31,14.654245376586914
1999-06-30,15.046770095825195
1999-07-31,14.828703880310059
1999-08-31,14.846501350402832
1999-09-30,14.846501350402832
1999-10-31,15.120591163635254
1999-11-30,15.257631301879883
1999-12-31,15.963656425476074
2000-01-31,14.52087688446045
2000-02-29,14.288165092468262
2000-03-31,15.219001770019531
2000-04-30,14.613954544067383
2000-05-31,14.10200023651123
2000-06-30,14.288165092468262
2000-07-31,14.288165092468262
2000-08-31,14.414939880371094
2000-09-30,13.97515869140625
2000-10-31,14.366073608398438
2000-11-30,13.486519813537598
2000-12-31,13.793248176574707
2001-01-31,13.953681945800781
2001-02-28,13.061521530151367
2001-03-31,12.271101951599121
2001-04-30,13.030217170715332
2001-05-31,12.732833862304688
2001-06-30,12.325879096984863
2001-07-31,12.169361114501953
2001-08-31,12.080491065979004
2001-09-30,11.141429901123047
2001-10-31,11.356297492980957
2001-11-30,11.483636856079102
2001-12-31,11.8710298538208
2002-01-31,11.450814247131348
2002-02-28,11.2649507522583
2002-03-31,11.846785545349121
2002-04-30,11.919511795043945
2002-05-31,11.685161590576172
2002-06-30,11.232625961303711
2002-07-31,10.586146354675293
2002-08-31,10.392199516296387
2002-09-30,9.446720123291016
2002-10-31,9.907339096069336
2002-11-30,10.351792335510254
2002-12-31,10.049866676330566
2003-01-31,9.669373512268066
2003-02-28,9.206169128417969
2003-03-31,9.19789981842041
2003-04-30,10.190474510192871
2003-05-31,10.810836791992188
2003-06-30,10.860471725463867
2003-07-31,10.744668006896973
2003-08-31,10.761212348937988
2003-09-30,11.092071533203125
2003-10-31,11.968852043151855
2003-11-30,12.250077247619629
2003-12-31,13.547181129455566
2004-01-31,13.477620124816895
2004-02-29,14.121066093444824
2004-03-31,13.781950950622559
2004-04-30,13.555879592895508
2004-05-31,13.825429916381836
2004-06-30,14.042807579040527
2004-07-31,13.712392807006836
2004-08-31,13.868904113769531
2004-09-30,14.199320793151855
