date,bucket_lt15,bucket_15_20,bucket_20_25,bucket_25_30,bucket_30_40,bucket_gt40
1939-09-30,2.8762425546473196,5.517413751899269,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1939-10-31,2.8762425546473196,5.59374445637608,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1939-11-30,2.8762425546473196,5.514969502145461,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1939-12-31,2.8762425546473196,5.40615005656248,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-01-31,2.8762425546473196,5.398137708055045,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-02-29,2.8762425546473196,5.38582487046861,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-03-31,2.8762425546473196,5.377989531017629,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-04-30,2.8762425546473196,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-05-31,2.4925221641983386,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-06-30,2.290767121101413,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-07-31,2.3794050422815696,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-08-31,2.4424562391238234,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-09-30,2.5586591477704386,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-10-31,2.596168497145875,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-11-30,2.670166154683351,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1940-12-31,2.5743109185597,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-01-31,2.592850194722167,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-02-28,2.4444337496823825,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-03-31,2.47320068557611,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-04-30,2.4102314218897503,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-05-31,2.371963851739785,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-06-30,2.4693633405615607,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-07-31,2.61041560104958,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-08-31,2.6123944665409122,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-09-30,2.6349249189060475,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-10-31,2.5444351471141897,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-11-30,2.440538090427643,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
1941-12-31,2.296994057243882,5.454343703371583,1.7536009117890552,1.4278300274174225,1.104544260626252,1.0
