elapsed_date,cheap,fair,expensive
2008-10-31,3.405003891924513,2.050747113191886,0.7593469395620096
2008-11-30,3.476766324667078,2.0945947393150988,0.612191605694947
2008-12-31,3.4603095279403386,2.125696740878882,0.5704145586072682
2009-01-31,3.4621044831031735,2.1932015109972283,0.5743594330809293
2009-02-28,3.4840021867925492,2.2902510784262375,0.5656186675754287
2009-03-31,3.566860921337254,2.302704760002112,0.5250967317644387
2009-04-30,3.54049849501006,2.252148516827483,0.49402152302291974
2009-05-31,3.5417667438188394,2.2666951058475284,0.5535144533934189
2009-06-30,3.532043657424082,2.195723978600845,0.5886659698102776
2009-07-31,3.5624879450385865,2.2513273831328138,0.600416216947171
2009-08-31,3.8190778238441174,2.204411278386845,0.6090474516203551
2009-09-30,3.7824364913907993,2.1726763891978558,0.6570421411885501
2009-10-31,3.7253291429297306,2.228430004435834,0.68058496744016
2009-11-30,3.729820227531261,2.2190310082503686,0.6962631440457139
2009-12-31,3.801515780056519,2.323747983375341,0.7103522725689859
2010-01-31,3.7376116970140596,2.395907798437876,0.7274415086864983
2010-02-28,3.8009465487792733,2.3586239973397993,0.734794721199627
