date,port_mincorr,sp500
2017-07-31,1.7663820001501358,2.4334859363478674
2017-08-31,1.8007714700516548,2.4405856728605233
2017-09-30,1.8332690022071703,2.489762186181446
2017-10-31,1.8962581147019004,2.548431619243039
2017-11-30,1.91828705437155,2.6263261581696193
2017-12-31,1.9411781867642084,2.6581785387749157
2018-01-31,2.02145701161159,2.807992016605292
2018-02-28,1.985104763418082,2.705891406649145
2018-03-31,1.980550778402556,2.6317215978077493
2018-04-30,1.9358869878251426,2.645322212351856
2018-05-31,2.002744131426876,2.7096286021320295
2018-06-30,1.9735575436234165,2.725210522388457
2018-07-31,1.9839201913194464,2.8261703753244647
2018-08-31,2.007078508827881,2.9163815928319767
2018-09-30,1.978579237353303,2.9337209610336825
2018-10-31,1.8538120177369297,2.7309875417006477
2018-11-30,1.8498058730771134,2.781645879173243
2018-12-31,1.8061282393394957,2.5367266108020607
2019-01-31,1.9252248320559275,2.7398313951082627
2019-02-28,1.9741987391065,2.8286454492901525
2019-03-31,2.0181703436875114,2.8798455121711584
2019-04-30,2.1229197234870667,2.997494281931627
2019-05-31,1.9788798752161967,2.806339485757328
2019-06-30,2.133652044421595,3.001623444919992
2019-07-31,2.18949034448345,3.047006149076803
2019-08-31,2.23179419747815,2.9959880463761226
2019-09-30,2.238670503832819,3.0542838637677416
2019-10-31,2.3039928264738108,3.1217981890200917
2019-11-30,2.339738171212039,3.234801520570757
2019-12-31,2.435347835351101,3.328791311756301
2020-01-31,2.4284277064690514,3.3274457413267173
2020-02-29,2.3624664468779675,3.064026957115044
2020-03-31,2.181430013643683,2.6814178489605798
2020-04-30,2.351187373332509,3.0219136497662937
2020-05-31,2.474945454350787,3.165893840864303
2020-06-30,2.5797864085051625,3.2220390308915
2020-07-31,2.74810118344125,3.4117914698244682
2020-08-31,2.79910415677836,3.649922809756036
2020-09-30,2.7573935352278713,3.513257037019973
2020-10-31,2.7218905084753535,3.4256585322444275
2020-11-30,2.987006975292098,3.7982911671057464
2020-12-31,3.1138492945224066,3.9390116567050164
2021-01-31,3.130170596123553,3.898871344803453
2021-02-28,3.2196200550060445,4.007281177301403
2021-03-31,3.2299545552041042,4.189209501610884
2021-04-30,3.28742478304008,4.410862278304193
2021-05-31,3.397055786247159,4.43982459107868
2021-06-30,3.4736147020878936,4.539398187912053
2021-07-31,3.517463509234998,4.650216612254621
2021-08-31,3.564427578371317,4.788605033700714
2021-09-30,3.457228713242689,4.5654304397047785
2021-10-31,3.644877555889308,4.885757227030722
2021-11-30,3.7983083768531043,4.846500919582769
2021-12-31,3.8975126450501096,5.07064054311737
2022-01-31,3.655042420812386,4.803208939629206
2022-02-28,3.6737036687120397,4.661433046357942
2022-03-31,3.672169023211723,4.836658449314907
2022-04-30,3.298725161206442,4.412148984355747
2022-05-31,3.4053086038016724,4.422108837118624
2022-06-30,3.0230280818310455,4.05745994322357
2022-07-31,3.2518709895270668,4.431100543993411
2022-08-31,3.0344536372873168,4.250302762003176
2022-09-30,2.733522921383935,3.8573802685565997
2022-10-31,2.790265384432268,4.170890560906533
2022-11-30,3.1033034836861497,4.402756653449298
2022-12-31,2.9401999144300914,4.14903317856041
2023-01-31,3.247198182655646,4.409954728099372
2023-02-28,3.205239931750826,4.299078131900868
2023-03-31,3.3710449485080716,4.458477673693624
2023-04-30,3.2638381848073803,4.529701147284034
2023-05-31,3.4597933568117187,4.550611505665949
2023-06-30,3.6013586627081584,4.845490876107964
2023-07-31,3.767073140333477,5.004098865146723
2023-08-31,3.641070761703147,4.922772186719877
2023-09-30,3.4497715820606323,4.689263085507947
2023-10-31,3.311771008685801,4.587465453968135
2023-11-30,3.6710677947563717,5.006502609336678
2023-12-31,3.9736009731758406,5.2350757593201696
2024-01-31,4.024467511866581,5.318452303146689
2024-02-29,4.3032023825798555,5.596005117045745
2024-03-31,4.50073720142232,5.779006158079585
2024-04-30,4.332436905739678,5.5459987891251075
2024-05-31,4.593708174842395,5.826513173761227
2024-06-30,4.766459183422653,6.032073814544995
2024-07-31,4.694567699136725,6.105116889938664
2024-08-31,4.6826818694473555,6.247766746093167
2024-09-30,4.717561039017412,6.378998297953809
2024-10-31,4.594102732820696,6.322075059353459
2024-11-30,4.591916262054207,6.69908201002459
2024-12-31,4.542489268902229,6.537900955143772
2025-01-31,4.670860099082278,6.713485084545681
2025-02-28,4.583725971134721,6.628258467943745
2025-03-31,4.406170023364267,6.258937819999298
2025-04-30,4.356384133431886,6.204671788675485
2025-05-31,4.626111144596282,6.594604664240172
2025-06-30,5.082722549334713,6.933475808212226
2025-07-31,5.105839064864361,7.093163785457334
2025-08-31,5.229942481812681,7.238711846577257
2025-09-30,5.67471218128049,7.496557905494613
2025-10-31,6.1345358794950435,7.675255614233325
2025-11-30,6.09432407951628,7.69022309426142
2025-12-31,6.1914106922037755,7.696356069930175
2026-01-31,6.8699333585639595,7.809782878741619
2026-02-28,7.105550550828605,7.74229106045734
2026-03-31,6.6970376601643125,7.359980083064551
2026-04-30,8.342697635789456,8.133165766070526
2026-05-31,9.582824249355015,8.561179739088823
2026-06-30,10.270175235941167,8.473063227786605
2026-07-31,8.685361432633151,8.47601337190911
2026-08-31,9.051922161132143,8.734254168420321
