Date,leaps_nav,leaps_options_value,leaps_bond_value,bh_nav
1982-08-12,4982.693379338187,2118.5426432054037,2864.150736132783,12599.168705418644
1982-08-13,5154.300025035295,2288.6649314178335,2865.6350936174617,12778.102442399602
1982-08-16,5179.198078381865,2312.077858005568,2867.120220376297,12810.698259863648
1982-08-17,5854.379594136363,2985.773477328395,2868.606116807968,13422.984985624984
1982-08-18,5785.950151039293,2915.857367727932,2870.0927833113615,13364.65451899608
1982-08-19,5865.7839150626505,2994.2036947770807,2871.58022028557,13444.202443823713
1982-08-20,6410.741792862344,3537.673364732451,2873.0684281298927,13922.826534727981
1982-08-23,6845.811758724832,3971.2543514809954,2874.557407243836,14306.821388743734
1982-08-24,6734.3401920428405,3858.293034015726,2876.047158027114,14216.607890581205
1982-08-25,7061.561224566734,4184.023543687087,2877.5376808796473,14494.861069327768
1982-08-26,7201.098874298928,4322.069898097365,2879.0289762015636,14617.916928955121
1982-08-27,6988.75614324325,4108.235098850052,2880.5210443931983,14443.863050167602
1982-08-30,7065.512750260115,4183.498864405022,2882.013885855094,14515.163338556536
1982-08-31,7340.757513506569,4457.250012518567,2883.5075009880015,14746.871274394163
1982-09-01,7342.022457517272,4280.549908263928,3061.4725492533444,14594.580620730998
1982-09-02,7644.776512646375,4581.804813739944,3062.971698906431,14849.514102790836
1982-09-03,8011.24159379326,4946.770011126333,3064.471582666927,15147.762634749864
1982-09-07,7805.3254387825655,4739.353237888254,3065.972200894312,14989.285539997398
1982-09-08,7930.443564185942,4862.9700102377,3067.473553948242,15095.02944353394
1982-09-09,7889.93906407362,4820.9634218850715,3068.9756421885486,15069.88055680726
1982-09-10,7733.399429815796,4662.920963840556,3070.478465975239,14949.582983187838
1982-09-13,7926.146704545234,4854.164678876735,3071.9820256684984,15109.760749154231
1982-09-14,8056.464614957277,4982.978293328591,3073.4863216286867,15219.32817141206
1982-09-15,8239.642140894024,5164.650786677683,3074.9913542163413,15369.74148074017
1982-09-16,8153.723506876666,5077.2263830844895,3076.497123792176,15308.758799894902
1982-09-17,7962.465656658723,4884.462025941642,3078.0036307170803,15161.169300151678
1982-09-20,7952.982276065433,4873.471400713312,3079.5108753521217,15159.496765725195
1982-09-21,8323.93193729385,5242.913079235305,3081.018858058544,15456.037855497774
1982-09-22,8181.905369659971,5099.377790462203,3082.527579197768,15349.225054761846
1982-09-23,8151.046884175285,5067.0098450438945,3084.037039131391,15330.258867797
1982-09-24,8067.60875615134,4982.061517930151,3085.547238221188,15272.899599858698
1982-09-27,8105.134220857371,5018.07604402826,3087.0581768291104,15313.354579257848
1982-09-28,8043.364083426603,4954.794228109316,3088.569855317288,15269.590729779764
1982-09-29,7793.371749155052,4703.289475107026,3090.0822740480266,15073.40920265888
1982-09-30,7605.794409714637,4514.198976330827,3091.5954333838104,14926.713150410184
1982-10-01,8059.58944574653,4590.696687131427,3468.892758615103,15121.82859853892
1982-10-04,7987.073944218249,4516.679375285826,3470.394568932424,15067.8211122919
1982-10-05,8057.213584117427,4585.316554679167,3471.89702943826,15129.115867620965
1982-10-06,8687.22464814318,5213.82450772908,3473.4001404141,15627.017822167032
1982-10-07,9140.426175003115,5665.522272861557,3474.903902141557,15981.213567369095
1982-10-08,9503.796006765557,6027.387691863192,3476.408314902365,16263.583449769938
1982-10-11,10065.63130805994,6587.717929081558,3477.9133789783805,16691.26389325165
1982-10-12,10059.024490397478,6579.605395745896,3479.419094651581,16690.8771714875
1982-10-13,10431.617834483677,6950.692372279609,3480.925462204067,16976.037587750645
1982-10-14,10078.714679324921,6596.28219740686,3482.432481918061,16713.695876276295
1982-10-15,9913.403789969178,6429.46363589327,3483.9401540759072,16592.836526340256
1982-10-18,10435.884716817789,6950.436237857716,3485.448478960073,16988.70574568659
1982-10-19,10408.881233283504,6921.923776430358,3486.9574568531466,16973.46538020476
1982-10-20,10849.732662416576,7361.265574378736,3488.46708803784,17306.186426762815
1982-10-21,10819.961016441617,7329.983643644631,3489.9773727969864,17288.51562995943
1982-10-22,10779.785617586596,7288.2973061730545,3491.4883114135428,17263.377925494406
1982-10-25,9881.702171020752,6388.702266850165,3492.9999041705873,16581.66667206069
1982-10-26,10069.396334512394,6574.8841831610725,3494.5121513513213,16729.255154427745
1982-10-27,10200.866522764254,6704.841469525185,3496.025053239069,16833.36302249066
1982-10-28,9922.013194734815,6424.474584617537,3497.538610117277,16625.207412495423
1982-10-29,9937.233694362969,6438.180872093454,3499.0528222695143,16644.71016409469
1982-11-01,10312.163405683325,6704.524699342404,3607.63870634092,16865.74390375065
1982-11-02,10646.419041616438,7037.269994467904,3609.149047148535,17120.476561776453
1982-11-03,11552.868120016454,7942.2080997549265,3610.6600202615277,17793.69671996257
1982-11-04,11380.103517090476,7767.931891145862,3612.1716259446134,17670.087297471324
1982-11-05,11430.58596236174,7816.902097899123,3613.6838644626177,17712.104309963517
1982-11-08,11141.777429227588,7526.580693147111,3615.196736080478,17501.21371660481
1982-11-09,11574.907397427576,7958.197156364335,3616.7102410632415,17826.0943206588
1982-11-10,11262.305919698625,7644.081540022557,3618.2243796760677,17597.693801867696
1982-11-11,11359.990149493708,7740.250997309482,3619.7391521842255,17674.63266988534
1982-11-12,10987.637288888383,7366.382730035287,3621.254558853096,17401.22531429342
1982-11-15,10571.772462932087,6949.001862983916,3622.7705999481714,17092.791681099785
1982-11-16,10305.030810984888,6680.743535249834,3624.287275735054,16895.25395740388
1982-11-17,10720.331745514086,7094.527159034627,3625.804586479459,17211.65744875651
1982-11-18,10786.926754089081,7159.60422164187,3627.3225324472114,17266.132693052183
1982-11-19,10566.518581155937,6937.6774672516885,3628.841113904248,17104.708502202873
1982-11-22,10106.707034244037,6476.34670312742,3630.360331116616,16758.466040304193
1982-11-23,9892.993484387931,6261.113300037454,3631.8801843504766,16600.623434699526
1982-11-24,10046.64295349245,6413.24227962035,3633.4006738720996,16722.458431221756
1982-11-26,10208.899340780812,6573.977540832944,3634.9217999478674,16850.5833413547
1982-11-29,10094.900611210549,6458.457048366276,3636.443562844274,16768.873080157107
1982-11-30,10816.01729692569,7178.051334097763,3637.965962827925,17313.15316036212
1982-12-01,10856.442332046656,7213.861060812713,3642.581271233942,17340.204294408974
1982-12-02,10871.50484564411,7227.400050338787,3644.1047953053235,17356.015444740944
1982-12-03,10847.799937025924,7202.17098042923,3645.6289565966936,17343.074801600862
1982-12-06,11364.609208340124,7717.455452965552,3647.153755374572,17731.537375834076
1982-12-07,11523.4020957796,7874.722903874011,3648.67919190559,17853.74087181162
1982-12-08,11370.486342458906,7720.281076002415,3650.2052664564903,17744.563259838233
1982-12-09,11064.295048595415,7412.563069301288,3651.7319792941275,17520.230811733836
1982-12-10,10990.568567270491,7337.309236585024,3653.2593306854674,17469.764198061428
1982-12-13,11050.940919154156,7396.153598256569,3654.7873208975875,17520.661890880157
1982-12-14,10625.402988514914,6969.087038317236,3656.3159501976775,17204.76583539339
1982-12-15,10267.281535868417,6609.436317015379,3657.845218853038,16937.58372600385
1982-12-16,10275.171468075183,6615.7963409441,3659.3751271310825,16948.331255958063
1982-12-17,10637.963529915836,6977.057854616501,3660.905675299335,17225.896961126207
1982-12-20,10430.578880292678,6768.142016667246,3662.4368636254326,17073.827128578752
1982-12-21,10823.432176140801,7159.463483763678,3663.9686923771237,17372.824076699224
1982-12-22,10858.44516037233,7192.943998550061,3665.501161822269,17403.714618678205
1982-12-23,11006.161251142425,7339.126978913584,3667.0342722288406,17518.607214106498
1982-12-27,11418.568333507486,7750.000309642563,3668.568023864924,17829.141132332115
1982-12-28,11165.431753448298,7738.428494940871,3427.0032585074264,17656.975398467453
1982-12-29,11246.370614198811,7817.933997979295,3428.4366162195165,17719.299010251398
1982-12-30,11081.276379154278,7651.40580571512,3429.870573439158,17608.516890279843
1982-12-31,11133.68454851128,7702.379418094185,3431.3051304170963,17650.776642297173
1983-01-03,10784.327780763198,7328.25461847218,3456.073162291019,17365.382694806252
1983-01-04,11332.252051285719,7874.744344340827,3457.5077069448907,17747.685421097645
1983-01-05,11437.872491182861,7978.929644134215,3458.942847048647,17826.297746008822
1983-01-06,12053.28177855073,8592.903195701285,3460.378582849446,18245.239353956567
1983-01-07,12019.190446359758,8557.375531765209,3461.81491459455,18237.30814458855
1983-01-10,12315.379682194058,8852.127839662735,3463.2518425313224,18441.671042657355
1983-01-11,12123.341454152574,8658.652087245344,3464.6893669072306,18319.43961543878
1983-01-12,12289.884304949439,8823.756816979594,3466.127487969844,18437.182751947166
1983-01-13,12108.497481474747,8640.931275507912,3467.566205966835,18319.930687845204
1983-01-14,12276.411679094426,8807.406157948448,3469.0055211459785,18438.972643521218
1983-01-17,12283.233859444576,8812.788425689423,3470.445433755153,18451.184638092865
1983-01-18,12219.453047707664,8747.567103665326,3471.885944042339,18414.35313342939
1983-01-19,12007.580414977088,8534.253362721467,3473.3270522556204,18275.626890727035
1983-01-20,12194.75057893153,8719.981820288345,3474.768758643184,18407.325594397782
1983-01-21,11747.046050310788,8270.834986857468,3476.2110634533196,18103.711551514167
1983-01-24,11059.13343101074,7581.479464076319,3477.65396693442,17618.75551788124
1983-01-25,11379.966151470651,7900.8686821356705,3479.0974693349813,17846.071249665983
1983-01-26,11320.774055586211,7840.2324846826095,3480.5415709036024,17822.931797964506
1983-01-27,11822.019222231338,8340.032950342353,3481.986271888986,18169.994683320547
1983-01-28,11850.452108041363,8367.020535501426,3483.431572539937,18203.580018148397
1983-01-31,11994.18421945707,8509.306746351707,3484.8774731053645,18306.46164062291
1983-02-01,11608.404944219026,8199.096762540374,3409.308181678652,18014.97877008935
1983-02-02,11654.774253005335,8244.015762449397,3410.758490555938,18052.28320197672
1983-02-03,11842.260615082982,8430.051198692965,3412.209416390016,18185.38998992922
1983-02-04,12180.836096753334,8767.175137309996,3413.6609594433376,18425.69613177616
1983-02-07,12324.866858232417,8909.75373825395,3415.113119978466,18528.65728893534
1983-02-08,12090.558267311224,8673.992369053149,3416.565898258076,18376.92384261602
1983-02-09,11956.545346062903,8538.526051517949,3418.019294544954,18291.982214060834
1983-02-10,12429.705907693035,9010.232598591036,3419.4733091019984,18610.69368798532
1983-02-11,12454.47880682321,9033.55086463099,3420.9279421922197,18633.009580786656
1983-02-14,12695.486380564926,9273.103186486185,3422.38319407874,18797.93638802521
1983-02-15,12572.767628616346,9148.928563591553,3423.8390650247925,18721.84377449415
1983-02-16,12404.417473149231,8979.121917855507,3425.2955552937237,18615.421799810643
1983-02-17,12397.609548808703,8970.856883659711,3426.7526651489916,18620.07708977595
1983-02-18,12500.713755867851,9072.503361013685,3428.210394854166,18694.190965785514
1983-02-22,12022.435436869106,8592.766692196175,3429.6687446729297,18379.289676735014
1983-02-23,12267.071440340746,8835.943725471669,3431.1277148690765,18548.13726447855
1983-02-24,12805.49083461575,9372.903528909237,3432.5873057065132,18906.584906465705
1983-02-25,12829.024016519972,9394.976499070714,3434.0475174492585,18927.72259652066
1983-02-28,12507.14930764959,9071.640957288146,3435.5083503614433,18718.811310761248
1983-03-01,13106.686844517722,9608.39321575646,3498.293628761263,19078.641420700336
1983-03-02,13377.523509552208,9877.77087023387,3499.7526393183375,19261.566910941103
1983-03-03,13604.23511881991,10103.02286044446,3501.21225837545,19414.20230847024
1983-03-04,13630.675603230773,10128.003117044389,3502.6724861863836,19441.66358958237
1983-03-07,13624.63061960969,10120.497296604663,3504.1333230050273,19445.095668851074
1983-03-08,13157.393763047205,9651.79899396183,3505.594769085376,19143.571288004117
1983-03-09,13468.828082592583,9961.771257911054,3507.05682468153,19350.71355397029
1983-03-10,13257.325269514567,9748.805779466871,3508.5194900476968,19218.686975259636
1983-03-11,13145.049039152891,9635.066273714703,3509.982765438189,19151.18102551689
1983-03-14,13062.480394418038,9551.033743310612,3511.446651107425,19102.64398561299
1983-03-15,13163.730829719882,9650.81968240995,3512.9111473099306,19174.406453532247
1983-03-16,12859.452172978374,9345.075918678038,3514.3762543003363,18980.18265793454
1983-03-17,12813.779326170428,9297.937353837047,3515.84197233338,18955.660208943067
1983-03-18,12863.353767557026,9346.045465893121,3517.308301663905,18998.288587568142
1983-03-21,13110.253017890434,9591.477775343574,3518.7752425468607,19165.137764557694
1983-03-22,13003.740075590054,9483.49728035275,3520.2427952373037,19101.337355546915
1983-03-23,13422.339220751286,9900.62826076089,3521.7109599903965,19377.295030854457
1983-03-24,13525.912384497256,10002.732647435847,3523.1797370614086,19451.72705570341
1983-03-25,13386.124003488574,9861.474876782859,3524.649126705715,19366.38116310804
1983-03-28,13223.49991615467,9697.380786975873,3526.1191291787973,19265.78292843411
1983-03-29,13169.36623218883,9641.776487452586,3527.5897447362445,19236.195539597054
1983-03-30,13515.955298341216,9986.894324707464,3529.0609736337515,19468.004906823295
1983-03-31,13426.559387421392,9896.026571294271,3530.53281612712,19416.867677284477
1983-04-04,13509.51257804696,9944.496823743913,3565.0157543030473,19427.792796664242
1983-04-05,13287.162281974943,9720.67525132885,3566.487030646093,19288.90439112958
1983-04-06,13116.393563694815,9548.434649512265,3567.95891418255,19182.9850455236
1983-04-07,13253.417531916572,9683.986126753565,3569.4314051630063,19277.698641647006
1983-04-08,13464.565579184306,9893.661075346154,3570.904503838153,19419.445396005696
1983-04-11,13917.338465109977,10344.960254651192,3572.3782104587845,19713.696247260552
1983-04-12,14049.306668732923,10475.454143457124,3573.852525275799,19803.464668633605
1983-04-13,14235.73722306921,10660.409774529013,3575.3274485401985,19927.57647294198
1983-04-14,14503.655655640567,10926.85267513748,3576.8029805030883,20102.574484271187
1983-04-15,14627.144309374045,11048.865187958369,3578.279121415677,20186.09594799559
1983-04-18,14821.635132364518,11241.879260835241,3579.755871529277,20315.421661997618
1983-04-19,14611.790317180428,11030.557086085124,3581.233231095305,20187.890540647717
1983-04-20,15012.502459875737,11429.791259510457,3582.711200365281,20445.73063599523
1983-04-21,14874.418559611138,11290.22878002031,3584.1897795908285,20365.248451113413
1983-04-22,14945.994513664991,11360.325544641315,3585.6689690236753,20415.798354960625
1983-04-25,14617.353317423887,11030.204548508234,3587.1487689156534,20214.38137239738
1983-04-26,15225.473388037284,11636.844208518587,3588.629179518698,20599.68600180223
1983-04-27,15145.70160397189,11555.591402887041,3590.1102010848485,20556.0932656458
1983-04-28,15451.113355419237,11859.521521552988,3591.5918338662486,20751.86340884539
1983-04-29,15751.590525220838,12158.516447105692,3593.0740781151458,20943.87899894937
1983-05-02,15363.243601490418,11762.57844147373,3600.6651600166874,20651.81323434003
1983-05-03,15407.067147459855,11804.918856317732,3602.1482911421226,20684.503034239737
1983-05-04,15602.158468512804,11998.526435336473,3603.632033176331,20811.49058520114
1983-05-05,15798.177997620796,12193.061611249848,3605.1163863709485,20938.51914556923
1983-05-06,16170.125759766002,12563.524408788287,3606.6013509777154,21173.927350404894
1983-05-09,16106.631735844021,12498.544808595547,3608.0869272484747,21140.433399948713
1983-05-10,16132.391716849195,12522.818601414021,3609.5731154351743,21161.75299967303
1983-05-11,15924.524551657461,12313.464635867596,3611.059915789865,21038.98404717475
1983-05-12,15775.377858636684,12162.830530071982,3612.547328564702,20951.883170279852
1983-05-13,15906.471613606951,12292.436259595008,3614.035354011944,21039.51287019586
1983-05-16,15592.681157351526,11977.157164967572,3615.5239923839536,20850.31652747534
1983-05-17,15652.1116039611,12035.098360027903,3617.013243933197,20893.297414815785
1983-05-18,15558.399197011497,11939.89608809925,3618.5031089122454,20840.57202088339
1983-05-19,15293.41726115881,11673.423673585035,3619.9935875737733,20680.607540476387
1983-05-20,15320.874345613805,11699.389665443246,3621.4846801705594,20703.151143828178
1983-05-23,15583.094385993874,11960.117999038388,3622.9763869554863,20871.264556436872
1983-05-24,16015.23349243524,12390.764784253699,3624.4687081815414,21144.153615435036
1983-05-25,16150.7385089617,12524.776864859885,3625.9616441018156,21233.203915193684
1983-05-26,15995.916085820798,12368.460890851293,3627.4551949695046,21143.430751203334
1983-05-27,15782.353166638353,12153.403805600445,3628.9493610379086,21016.576893963153
1983-05-31,15355.016629726251,11724.57248716582,3630.444142560431,20755.49736593014
1983-06-01,15425.49491637137,11938.591620076078,3486.9032962952915,20779.31325233251
1983-06-02,15714.841370186994,12226.436768305797,3488.4046018811964,20965.483277326304
1983-06-03,15802.641178289918,12312.734624427356,3489.906553862562,21025.138750202954
1983-06-06,15883.925401805378,12392.51624928768,3491.409152517697,21080.97691169954
1983-06-07,15454.727919821577,11961.815521696546,3492.9123981250304,20820.931144116992
1983-06-08,15160.906098515901,11666.489807552789,3494.416290963112,20643.944743663928
1983-06-09,15252.016615797882,11756.095784487272,3495.9208313106096,20707.422683709447
1983-06-10,15422.246847361897,11924.820827915584,3497.4260194463127,20819.54330163699
1983-06-13,15868.690795407489,12369.75893975836,3498.93185564913,21099.353132843626
1983-06-14,16008.125643813783,12507.687303615692,3500.4383401980895,21191.09389634144
1983-06-15,16335.72526966349,12833.779796291148,3501.945473372341,21398.080707151872
1983-06-16,16757.04594428739,13253.592688836237,3503.453255451154,21660.19208037544
1983-06-17,16751.603876787805,13246.642190073886,3504.9616867139175,21662.424261083404
1983-06-20,16724.522163412334,13218.051395972192,3506.470767440141,21651.847664709865
1983-06-21,17037.654738830388,13529.674240920931,3507.9804979094556,21848.792133169434
1983-06-22,17131.346814626522,13621.85593622491,3509.4908784016106,21911.272176654522
1983-06-23,17039.00057825238,13527.998669055902,3511.0019091964778,21861.00490176705
1983-06-24,17001.386077618794,13488.872487044744,3512.513590574048,21844.04277159336
1983-06-27,16588.66968348912,13074.643760674686,3514.0259228144337,21597.62389063664
1983-06-28,16004.886056880316,12489.347150682448,3515.5389061978676,21244.71068578364
1983-06-29,16201.591077441099,12684.538536436396,3517.0525410047026,21371.25454394232
1983-06-30,16406.923518616197,12888.356691100786,3518.5668275154126,21502.96782624975
1983-07-01,16632.485002287594,13270.914671856572,3361.570330431023,21634.720671546707
1983-07-05,16200.506747916575,12837.418375010937,3363.0883729056386,21376.516676318202
1983-07-06,16593.727369193773,13229.120268284816,3364.6071009089587,21621.202571978774
1983-07-07,16395.358754066,13029.23223931544,3366.1265147505596,21506.641592256707
1983-07-08,16290.326681023806,12922.680066283649,3367.6466147401575,21448.51795812156
1983-07-11,16503.875293372523,13134.707892184915,3369.1674011876075,21584.217030281143
1983-07-12,15958.929904530742,12588.241030127836,3370.688874402906,21256.45907715394
1983-07-13,15940.317964388545,12568.106929692358,3372.211034696188,21250.915263443203
1983-07-14,16051.902636584648,12678.168754206918,3373.7338823777295,21324.99642984114
1983-07-15,15687.97338746709,12312.715969709143,3375.2574177579463,21107.507071766202
1983-07-18,15612.491935032604,12235.71029388521,3376.781641147394,21067.24536820651
1983-07-19,15791.044256535311,12412.737703678542,3378.3065528567695,21182.453481436973
1983-07-20,16735.518379709054,13355.686226512144,3379.832153196909,21760.362471519777
1983-07-21,16682.96910079274,13301.61065831395,3381.3584424787896,21734.32488895221
1983-07-22,16642.54907595879,13259.663654945261,3382.8854210135282,21715.991566889803
1983-07-25,16773.424686170754,13389.011597058372,3384.4130891123827,21801.80176931784
1983-07-26,16979.46972697527,13593.528279888518,3385.941447086752,21933.935755421866
1983-07-27,16355.972471812274,12968.501976564101,3387.4704952481743,21559.340265744613
1983-07-28,15816.904600297516,12427.904366389186,3389.0002339083303,21234.792565845346
1983-07-29,15293.315741990154,11902.785078611114,3390.5306633790397,20919.145764928086
1983-08-01,15129.300615701506,11872.690531731234,3256.6100839702717,20855.722010197103
1983-08-02,15115.466114575245,11857.324648482154,3258.1414660930914,20855.343713333627
1983-08-03,15409.898364903029,12150.224796572906,3259.6735683301235,21042.909544367016
1983-08-04,14963.591058496779,11702.384667476785,3261.206391019993,20774.76086920721
1983-08-05,15044.231160317346,11781.49122581586,3262.739934501485,20831.02703796596
1983-08-08,14509.526493743539,11245.252294629996,3264.2741991135426,20504.793210657732
1983-08-09,14702.619014753303,11436.809829558035,3265.809185195269,20630.593327935614
1983-08-10,14992.785876535225,11725.440983449298,3267.3448930859267,20815.696502256815
1983-08-11,14986.853438018712,11717.972114893773,3268.881323124938,20819.172581808372
1983-08-12,15112.292248185204,11841.87377253332,3270.418475651884,20902.555788557213
1983-08-15,15412.60500726584,12140.648656259335,3271.9563510065063,21104.552754680855
1983-08-16,15346.90764930641,12073.412699777704,3273.494949528706,21070.69051829788
1983-08-17,15740.776086180664,12465.741814622119,3275.0342715585443,21316.62199853138
1983-08-18,15359.813389370589,12083.239071934348,3276.574317436242,21095.78390955547
1983-08-19,15440.737884355032,12162.622796852853,3278.1150875021794,21154.770121024358
1983-08-22,15512.318785984153,12232.662203887254,3279.656582096898,21204.745867553214
1983-08-23,15173.700790582401,11892.501989021303,3281.1988015610987,21005.711258504543
1983-08-24,14848.874742081784,11566.132995846141,3282.7417462356425,20813.06025604865
1983-08-25,14756.406542408167,11472.121125946616,3284.285416461551,20763.61539350655
1983-08-26,15026.915663860918,11741.085851280912,3285.8298125800065,20934.906476387863
1983-08-29,15043.973525625599,11756.598590693247,3287.374934932351,20952.605327993548
1983-08-30,15108.300514883005,11819.379731022918,3288.9207838600873,20998.71997530865
1983-08-31,15489.24960212051,12198.782242415631,3290.467359704879,21237.29552804793
1983-09-01,15491.195245979123,12143.24263805559,3347.9526079235325,21218.79145721859
1983-09-02,15650.228106116632,12300.727734388247,3349.5003717283857,21321.730692249308
1983-09-06,16266.42957879878,12915.380727731877,3351.048851066903,21698.654099466665
1983-09-07,16277.376170744694,12924.778124474818,3352.5980462698762,21711.23356290786
1983-09-08,16231.992514943071,12877.84455727482,3354.147957668251,21690.206563943386
1983-09-09,16045.303002489889,12689.604416896764,3355.6985855931252,21583.843325377456
1983-09-12,15733.278871203305,12376.028940827555,3357.2499303757504,21401.154429069833
1983-09-13,15583.368456609685,12224.566464262154,3358.8019923475313,21316.69557954335
1983-09-14,15696.635450479349,12336.280678639325,3360.354771840025,21391.307180463216
1983-09-15,15484.439980907391,12122.531711722448,3361.908269184943,21269.299724229702
1983-09-16,15881.3441034257,12517.88161871155,3363.4624847141495,21514.721945756362
1983-09-19,16169.505450584627,12804.488031824965,3365.017418759662,21695.517115935338
1983-09-20,16514.302914896252,13147.7298432426,3366.5730716536523,21908.730492519753
1983-09-21,16331.664832438779,12963.535388710334,3368.1294437284446,21804.849432650444
1983-09-22,16618.851698119255,13249.165162802738,3369.686535316517,21983.18798108425
1983-09-23,16560.982512348757,13189.738165598254,3371.2443467505027,21954.391853634163
1983-09-26,16677.851748150602,13305.048869787415,3372.8028783631867,22030.496029996066
1983-09-27,16319.395683670311,12945.033553182802,3374.362130487509,21821.63762165991
1983-09-28,16221.938312086944,12846.01620863038,3375.922103456564,21769.479662242127
1983-09-29,16051.309551259461,12673.826753655863,3377.482797603598,21673.245341070127
1983-09-30,15797.808801263183,12418.76458800117,3379.0442132620137,21526.43654581126
1983-10-03,15735.633693440832,12323.433279281464,3412.2004141593675,21496.24127908369
1983-10-04,15823.929552766142,12410.166567464734,3413.762985301407,21559.381277026558
1983-10-05,16134.649680804276,12719.323408802456,3415.3262720018183,21753.502078869224
1983-10-06,16680.259337668518,13263.369063080238,3416.8902745882824,22086.448113469614
1983-10-07,16786.176254607446,13367.721261218818,3418.4549933886296,22157.495274795034
1983-10-10,17185.15959616087,13765.139167430028,3420.02042873084,22401.10109947568
1983-10-11,16678.938278002297,13257.351697059254,3421.5865809430447,22105.032493066545
1983-10-12,16517.458712083026,13094.305261729502,3423.153450353524,22015.200065345038
1983-10-13,16567.560824943415,13142.839787652707,3424.72103729071,22051.23542996434
1983-10-14,16559.031278177325,13132.741936094142,3426.2893420831833,22053.531430096948
1983-10-17,16679.234537296063,13251.376172236387,3427.858365059677,22131.129324102763
1983-10-18,16105.536445950453,12676.108339401379,3429.428106549073,21794.517170741587
1983-10-19,15867.574807988236,12436.57624110783,3430.998566880405,21657.80226320012
1983-10-20,15917.768182827509,12485.198436444653,3432.5697463828574,21693.80592560415
1983-10-21,15680.964923254369,12246.823277868605,3434.141645385764,21563.525100004113
1983-10-24,15685.330392487229,12249.616128268617,3435.7142642186113,21572.237741388162
1983-10-25,15785.558380814102,12348.270777603067,3437.2876032110353,21638.133851961324
1983-10-26,15543.96807285155,12105.106410158727,3438.861662692823,21499.979843857338
1983-10-27,15422.742367799518,11982.305924805605,3440.436442993913,21433.28042185894
1983-10-28,15099.439840282885,11657.42789583849,3442.011944444395,21245.63658170318
1983-10-31,15133.129065859137,11689.540898484627,3443.5881673745093,21272.50805102034
1983-11-01,15109.871145243618,11708.611782262995,3401.2593629806233,21290.34812950956
1983-11-02,15362.400704285212,11959.563534877872,3402.837169407339,21447.387624500658
1983-11-03,15056.364440339168,11651.948732578243,3404.4157077609248,21270.095971008675
1983-11-04,14832.151738892086,11426.156760511172,3405.994978380914,21142.195431324155
1983-11-07,14711.160675927307,11303.58569432031,3407.574981606996,21076.724992951178
1983-11-08,14673.319919167414,11264.164201388394,3409.155717779019,21060.697550639627
1983-11-09,15150.77325266508,11740.03606542809,3410.7371872369886,21351.931647280322
1983-11-10,15241.297894281957,11828.978503960889,3412.3193903210677,21412.77390104389
1983-11-11,15646.822822738039,12232.920495366461,3413.9023273715775,21661.179810172784
1983-11-14,15705.665404988924,12290.179406259927,3415.485998728997,21702.553890961764
1983-11-15,15433.761649816302,12016.69124508234,3417.0704047339627,21547.212398303964
1983-11-16,15587.350058696209,12168.69451296894,3418.65554572727,21644.61027356121
1983-11-17,15593.898984189884,12173.657562140013,3420.241422049871,21654.721380095183
1983-11-18,15360.507084526984,11938.679050484106,3421.828034042877,21522.754366748017
1983-11-21,15566.495417275008,12143.08003522745,3423.4153820475576,21651.4844290468
1983-11-22,15735.730262873887,12310.726796468547,3425.0034664053405,21758.088251746452
1983-11-23,15757.98858916019,12331.396301702378,3426.592287457812,21777.35238620873
1983-11-25,15802.249453434932,12374.067607888217,3428.1818455467155,21809.66258691918
1983-11-28,15654.558411161885,12224.78627014793,3429.772141013955,21729.792511336407
1983-11-29,15952.134526554642,12520.771352353051,3431.363174201592,21912.15715447556
1983-11-30,15616.409271929104,12183.454326477258,3432.954945451846,21718.740582509992
1983-12-01,15613.060398234753,12219.365106978534,3393.69529125622,21734.12797559314
1983-12-02,15376.8867996112,11981.598356954362,3395.2884426568376,21600.698823174753
1983-12-05,15443.072998986025,12046.190657032495,3396.8823419535292,21646.09782159024
1983-12-06,15375.110656739767,11976.633667242377,3398.4769894973906,21611.855265651735
1983-12-07,15467.292179958351,12067.21979431867,3400.072385639682,21672.944557125666
1983-12-08,15307.033371658441,11905.364840926612,3401.6685307318294,21583.827154183527
1983-12-09,15276.545224409418,11873.279799283995,3403.265425125423,21571.765826420433
1983-12-12,15390.239708280693,11985.376639108476,3404.863069172218,21645.943580169813
1983-12-13,15233.422796738414,11826.96133351428,3406.4614632241346,21559.389485172673
1983-12-14,14877.469457656645,11469.408850023387,3408.060607633259,21353.853460907878
1983-12-15,14505.7119082781,11096.051405526256,3409.6605027518426,21139.094817489375
1983-12-16,14661.628258372873,11250.367109440573,3411.261148932301,21238.092857611035
1983-12-19,14641.031442832473,11228.168896305257,3412.862546527216,21232.497412975135
1983-12-20,14566.41279400803,11151.948098118695,3414.464695889336,21194.195898014234
1983-12-21,14905.890572258702,11489.822974887129,3416.067597371573,21401.83891226693
1983-12-22,14894.230408736035,11476.55915740903,3417.6712513270054,21401.499436913873
1983-12-23,14820.612443205684,10350.245716468977,4470.366726736707,21364.515244168022
1983-12-27,15147.107423735635,10674.642108174432,4472.465315561203,21569.670705221168
1983-12-28,15265.915951558509,10791.351062001944,4474.564889556564,21649.216040849573
1983-12-29,15158.404751629587,10681.739302444314,4476.665449185272,21589.993885717482
1983-12-30,15161.291311575103,10682.524316665074,4478.766994910028,21602.77740874155
