start,end,cagr_strat,cagr_bench,mdd_strat,mdd_bench,vol_strat,vol_bench,dvol_strat,dvol_bench,final_strat,final_bench,contributed,months_in_2x_ndx,months_in_2x_sp,months_total,frac_2x_ndx,frac_2x_sp
1980-01-02,2000-01-02,0.21739,0.18879,-0.36315,-0.33623,0.16764,0.14903,0.13683,0.12123,924782.08599,645288.82456,72000.00000,26,7,240,0.10833,0.02917
1980-04-01,2000-04-02,0.22290,0.19045,-0.36412,-0.33627,0.17383,0.15077,0.14281,0.12271,991342.48582,658884.36233,72000.00000,26,7,240,0.10833,0.02917
1980-07-01,2000-07-02,0.20804,0.18197,-0.36522,-0.33629,0.18500,0.15500,0.15427,0.12629,821938.00717,592476.53214,72000.00000,28,7,240,0.11667,0.02917
1980-10-01,2000-10-01,0.20041,0.17667,-0.36624,-0.33632,0.18843,0.15571,0.15698,0.12660,746730.41443,554449.90334,72000.00000,30,7,240,0.12500,0.02917
1981-01-02,2001-01-01,0.17410,0.16015,-0.49943,-0.33636,0.19627,0.15911,0.16285,0.12877,536977.67005,451390.83837,72000.00000,33,7,240,0.13750,0.02917
1981-04-01,2001-04-01,0.15325,0.14396,-0.59488,-0.40145,0.20227,0.16226,0.16815,0.13160,414407.21462,369600.44655,72000.00000,36,7,240,0.15000,0.02917
1981-07-01,2001-07-01,0.15775,0.14807,-0.59509,-0.42474,0.20047,0.16465,0.16487,0.13259,438133.15069,388736.80605,72000.00000,36,8,240,0.15000,0.03333
1981-10-01,2001-09-30,0.13396,0.12831,-0.63896,-0.49588,0.19889,0.16630,0.16322,0.13414,326954.75450,305199.18465,72000.00000,37,9,240,0.15417,0.03750
1982-01-04,2002-01-01,0.14437,0.13674,-0.64446,-0.49679,0.20175,0.16736,0.16527,0.13472,371455.26878,338274.68871,72000.00000,40,12,240,0.16667,0.05000
1982-04-01,2002-03-31,0.13997,0.13261,-0.65005,-0.49775,0.20425,0.16799,0.16733,0.13517,351909.57029,321606.96823,72000.00000,43,15,240,0.17917,0.06250
1982-07-01,2002-06-30,0.12084,0.11560,-0.65626,-0.49876,0.20793,0.16958,0.16974,0.13594,278760.70036,261707.19365,72000.00000,46,18,240,0.19167,0.07500
1982-10-01,2002-09-30,0.09835,0.09546,-0.72601,-0.57863,0.21458,0.17362,0.17508,0.13940,213001.80187,205836.64609,72000.00000,49,21,240,0.20417,0.08750
1983-01-03,2003-01-01,0.10383,0.10013,-0.74532,-0.59601,0.21853,0.17510,0.17746,0.13984,227310.03361,217529.43981,72000.00000,52,24,240,0.21667,0.10000
1983-04-04,2003-03-31,0.09893,0.09555,-0.75116,-0.59696,0.22255,0.17673,0.17989,0.14047,214466.69575,206061.81136,72000.00000,55,27,240,0.22917,0.11250
1983-07-01,2003-06-30,0.11105,0.10579,-0.75643,-0.59793,0.22547,0.17748,0.18173,0.14056,247782.42141,232665.14271,72000.00000,58,30,240,0.24167,0.12500
1983-10-03,2003-09-30,0.11235,0.10722,-0.72285,-0.59892,0.21512,0.17793,0.17223,0.14082,251682.73056,236669.59374,72000.00000,53,33,240,0.22083,0.13750
1984-01-03,2004-01-01,0.11997,0.11387,-0.70789,-0.59976,0.21160,0.17838,0.16884,0.14110,275866.10482,256302.72631,72000.00000,53,36,240,0.22083,0.15000
1984-04-02,2004-03-31,0.11852,0.11217,-0.71257,-0.60055,0.21352,0.17862,0.17046,0.14132,271067.44898,251141.62581,72000.00000,56,38,240,0.23333,0.15833
1984-07-02,2004-06-30,0.11750,0.11080,-0.71773,-0.60126,0.21568,0.17886,0.17221,0.14150,267740.11560,247049.39761,72000.00000,59,41,240,0.24583,0.17083
1984-10-01,2004-09-30,0.11109,0.10474,-0.72316,-0.60195,0.21786,0.17894,0.17408,0.14175,247890.74391,229783.64110,72000.00000,62,44,240,0.25833,0.18333
1985-01-02,2005-01-02,0.11815,0.11017,-0.72824,-0.60255,0.21998,0.17907,0.17616,0.14220,269850.42514,245192.24840,72000.00000,65,46,240,0.27083,0.19167
1985-04-01,2005-03-31,0.11154,0.10399,-0.73284,-0.60319,0.22184,0.17919,0.17734,0.14208,249249.94052,227742.50650,72000.00000,68,46,240,0.28333,0.19167
1985-07-01,2005-06-30,0.11053,0.10261,-0.73756,-0.60386,0.22399,0.17952,0.17877,0.14209,246246.15272,224041.10256,72000.00000,71,46,240,0.29583,0.19167
1985-10-01,2005-10-02,0.11172,0.10302,-0.74208,-0.60452,0.22584,0.17960,0.18043,0.14228,249782.80411,225123.55140,72000.00000,74,46,240,0.30833,0.19167
1986-01-02,2006-01-02,0.11119,0.10196,-0.74663,-0.60515,0.22794,0.17982,0.18167,0.14214,248189.05874,222312.88341,72000.00000,77,46,240,0.32083,0.19167
1986-04-01,2006-04-02,0.11350,0.10327,-0.75078,-0.60576,0.22967,0.17983,0.18285,0.14202,255158.19774,225808.41590,72000.00000,80,46,240,0.33333,0.19167
1986-07-01,2006-07-02,0.10806,0.09830,-0.75472,-0.60639,0.23165,0.18009,0.18394,0.14186,239077.42266,212874.43476,72000.00000,83,46,240,0.34583,0.19167
1986-10-01,2006-10-01,0.11120,0.10025,-0.75881,-0.60698,0.23300,0.17969,0.18463,0.14107,248225.44678,217846.75273,72000.00000,86,46,240,0.35833,0.19167
1987-01-02,2007-01-02,0.11581,0.10327,-0.76282,-0.60744,0.23473,0.17963,0.18622,0.14118,262374.46443,225787.75541,72000.00000,89,46,240,0.37083,0.19167
1987-04-01,2007-04-01,0.11420,0.10143,-0.76651,-0.60783,0.23649,0.17963,0.18782,0.14142,257331.50325,220909.60511,72000.00000,92,46,240,0.38333,0.19167
1987-07-01,2007-07-01,0.11908,0.10468,-0.76998,-0.60820,0.23786,0.17933,0.18912,0.14132,272903.06151,229616.31076,72000.00000,95,46,240,0.39583,0.19167
1987-10-01,2007-09-30,0.11681,0.10475,-0.77110,-0.60845,0.23727,0.18012,0.18885,0.14190,265539.15964,229820.46719,72000.00000,98,44,240,0.40833,0.18333
1988-01-04,2008-01-01,0.10224,0.09972,-0.74796,-0.60860,0.21432,0.17204,0.16335,0.12657,223054.57281,216474.04719,72000.00000,97,39,240,0.40417,0.16250
1988-04-04,2008-03-31,0.08819,0.08740,-0.75252,-0.60882,0.21734,0.17307,0.16476,0.12638,188990.70927,187255.77700,72000.00000,100,39,240,0.41667,0.16250
1988-07-01,2008-06-30,0.08367,0.08319,-0.75716,-0.60918,0.21981,0.17356,0.16653,0.12659,179271.09345,178280.71308,72000.00000,103,39,240,0.42917,0.16250
1988-10-03,2008-09-30,0.07184,0.07290,-0.76198,-0.60953,0.22596,0.17765,0.17301,0.13170,156383.69531,158296.99366,72000.00000,106,39,240,0.44167,0.16250
1989-01-03,2009-01-01,0.04238,0.04750,-0.76930,-0.60981,0.24372,0.19245,0.18945,0.14694,112393.66772,118902.38620,72000.00000,109,42,240,0.45417,0.17500
1989-04-03,2009-03-31,0.03000,0.03668,-0.78420,-0.61003,0.25311,0.19768,0.19595,0.15064,98301.04911,105625.54316,72000.00000,112,45,240,0.46667,0.18750
1989-07-03,2009-06-30,0.04366,0.04889,-0.79208,-0.61021,0.25882,0.19955,0.19965,0.15147,113983.10491,120737.32296,72000.00000,115,48,240,0.47917,0.20000
1989-10-02,2009-09-30,0.05626,0.05979,-0.79864,-0.61028,0.26293,0.20027,0.20244,0.15172,131065.83449,136371.96524,72000.00000,118,51,240,0.49167,0.21250
1990-01-02,2010-01-03,0.06022,0.06307,-0.80059,-0.61033,0.26449,0.20041,0.20309,0.15135,137034.22633,141510.65028,72000.00000,120,54,240,0.50000,0.22500
1990-04-02,2010-03-31,0.06324,0.06545,-0.80648,-0.61025,0.26789,0.20058,0.20609,0.15178,141786.05603,145385.86423,72000.00000,123,57,240,0.51250,0.23750
1990-07-02,2010-06-30,0.04726,0.05210,-0.81188,-0.61013,0.27258,0.20221,0.20914,0.15273,118582.44831,125127.56423,72000.00000,126,59,240,0.52500,0.24583
1990-10-01,2010-09-30,0.05613,0.05950,-0.79816,-0.60989,0.26690,0.20194,0.20447,0.15246,130881.86818,135923.75962,72000.00000,125,62,240,0.52083,0.25833
1991-01-02,2011-01-02,0.06418,0.06590,-0.80408,-0.60923,0.26959,0.20148,0.20706,0.15249,143312.68959,146134.00964,72000.00000,128,63,240,0.53333,0.26250
1991-04-01,2011-03-31,0.06710,0.06804,-0.80905,-0.60880,0.27186,0.20113,0.20923,0.15262,148145.19256,149731.24061,72000.00000,131,63,240,0.54583,0.26250
1991-07-01,2011-06-30,0.06447,0.06567,-0.81361,-0.60859,0.27424,0.20107,0.21119,0.15268,143769.96088,145756.72242,72000.00000,134,63,240,0.55833,0.26250
1991-10-01,2011-10-02,0.04530,0.05033,-0.81829,-0.60837,0.28015,0.20419,0.21610,0.15574,116052.40555,122680.49716,72000.00000,137,63,240,0.57083,0.26250
1992-01-02,2012-01-02,0.05345,0.05705,-0.82351,-0.60827,0.28490,0.20578,0.21876,0.15620,127013.35683,132236.09978,72000.00000,140,64,240,0.58333,0.26667
1992-04-01,2012-04-01,0.06604,0.06679,-0.82787,-0.60833,0.28734,0.20579,0.22110,0.15649,146359.02749,147612.32343,72000.00000,143,64,240,0.59583,0.26667
1992-07-01,2012-07-01,0.05942,0.06144,-0.83217,-0.60828,0.29037,0.20624,0.22304,0.15652,135803.50868,138936.30794,72000.00000,146,64,240,0.60833,0.26667
1992-10-01,2012-09-30,0.06373,0.06455,-0.83647,-0.60811,0.29318,0.20640,0.22496,0.15643,142573.35256,143905.66109,72000.00000,149,64,240,0.62083,0.26667
1993-01-04,2013-01-01,0.05967,0.06118,-0.84069,-0.60805,0.29618,0.20671,0.22677,0.15633,136180.03190,138522.68307,72000.00000,152,64,240,0.63333,0.26667
1993-04-01,2013-03-31,0.06803,0.06734,-0.84471,-0.60815,0.29880,0.20677,0.22889,0.15643,149720.17087,148551.43698,72000.00000,155,64,240,0.64583,0.26667
1993-07-01,2013-06-30,0.06930,0.06799,-0.84861,-0.60820,0.30172,0.20707,0.23088,0.15649,151906.45635,149644.07306,72000.00000,158,64,240,0.65833,0.26667
1993-10-01,2013-09-30,0.07488,0.07162,-0.85237,-0.60831,0.30440,0.20718,0.23288,0.15652,161934.18075,155980.03005,72000.00000,161,64,240,0.67083,0.26667
1994-01-03,2014-01-01,0.08444,0.07820,-0.85568,-0.60850,0.30697,0.20740,0.23467,0.15652,180895.05091,168249.27791,72000.00000,163,64,240,0.67917,0.26667
1994-04-04,2014-03-31,0.08370,0.07725,-0.85869,-0.60869,0.30945,0.20761,0.23631,0.15651,179346.14155,166417.95067,72000.00000,164,64,240,0.68333,0.26667
1994-07-01,2014-06-30,0.08723,0.07923,-0.86168,-0.60884,0.31169,0.20759,0.23847,0.15682,186886.83845,170271.75792,72000.00000,164,64,240,0.68333,0.26667
1994-10-03,2014-09-30,0.08644,0.07801,-0.86468,-0.60890,0.31422,0.20771,0.24014,0.15678,185154.25353,167886.16483,72000.00000,164,64,240,0.68333,0.26667
1995-01-03,2015-01-01,0.08992,0.07986,-0.86772,-0.60904,0.31710,0.20803,0.24214,0.15692,192861.50605,171512.38234,72000.00000,164,64,240,0.68333,0.26667
1995-04-03,2015-03-31,0.08962,0.07888,-0.87075,-0.60912,0.32027,0.20851,0.24350,0.15657,192179.19602,169583.44857,72000.00000,164,64,240,0.68333,0.26667
1995-07-03,2015-06-30,0.08831,0.07727,-0.87351,-0.60918,0.32281,0.20864,0.24491,0.15636,189248.85467,166457.35050,72000.00000,164,64,240,0.68333,0.26667
1995-10-02,2015-09-30,0.07688,0.06918,-0.87600,-0.60939,0.32637,0.20977,0.24704,0.15684,165720.86822,151697.64602,72000.00000,164,64,240,0.68333,0.26667
1996-01-02,2016-01-03,0.08389,0.07353,-0.87834,-0.60958,0.32878,0.21013,0.24847,0.15678,179735.79860,159447.64668,72000.00000,164,64,240,0.68333,0.26667
1996-04-01,2016-03-31,0.08139,0.07178,-0.88052,-0.60967,0.33156,0.21075,0.25018,0.15702,174581.71691,156265.92074,72000.00000,164,64,240,0.68333,0.26667
1996-07-01,2016-06-30,0.08111,0.07138,-0.88260,-0.60988,0.33385,0.21109,0.25177,0.15717,174013.51046,155550.77095,72000.00000,164,64,240,0.68333,0.26667
1996-10-01,2016-10-02,0.08658,0.07435,-0.88474,-0.61002,0.33524,0.21079,0.25324,0.15718,185468.91077,160946.42891,72000.00000,164,64,240,0.68333,0.26667
1997-01-02,2017-01-02,0.08851,0.07531,-0.88669,-0.61015,0.33701,0.21075,0.25471,0.15718,189698.53805,162736.50417,72000.00000,164,64,240,0.68333,0.26667
1997-04-01,2017-04-02,0.09632,0.07980,-0.88852,-0.61023,0.33812,0.21034,0.25643,0.15741,207930.78640,171404.54945,72000.00000,164,64,240,0.68333,0.26667
1997-07-01,2017-07-02,0.09907,0.08108,-0.89034,-0.61019,0.33917,0.20983,0.25785,0.15743,214805.43664,173972.27314,72000.00000,164,64,240,0.68333,0.26667
1997-10-01,2017-10-01,0.10413,0.08391,-0.89185,-0.61021,0.33994,0.20931,0.25937,0.15770,228111.77449,179769.96943,72000.00000,164,64,240,0.68333,0.26667
1998-01-02,2018-01-01,0.11122,0.08807,-0.89332,-0.61025,0.33872,0.20772,0.25872,0.15672,248279.01386,188724.87437,72000.00000,164,64,240,0.68333,0.26667
1998-04-01,2018-04-01,0.11006,0.08703,-0.89475,-0.61022,0.34110,0.20833,0.26066,0.15729,244858.94454,186443.81315,72000.00000,164,64,240,0.68333,0.26667
1998-07-01,2018-07-01,0.11481,0.08961,-0.89600,-0.61018,0.34214,0.20823,0.26184,0.15745,259209.68711,192165.68567,72000.00000,164,64,240,0.68333,0.26667
1998-10-01,2018-09-30,0.12336,0.09463,-0.89695,-0.61011,0.33823,0.20545,0.25811,0.15504,287392.06693,203826.42245,72000.00000,163,64,240,0.67917,0.26667
1999-01-04,2019-01-01,0.09870,0.07971,-0.89828,-0.61006,0.34021,0.20606,0.25984,0.15562,213883.09046,171214.33949,72000.00000,163,64,240,0.67917,0.26667
1999-04-01,2019-03-31,0.11618,0.09046,-0.89932,-0.61016,0.33899,0.20517,0.25988,0.15555,263519.01657,194083.48273,72000.00000,163,64,240,0.67917,0.26667
1999-07-01,2019-06-30,0.12035,0.09300,-0.90031,-0.61025,0.33764,0.20430,0.25980,0.15543,277119.88877,199970.01800,72000.00000,163,64,240,0.67917,0.26667
1999-10-01,2019-09-30,0.12036,0.09313,-0.90128,-0.61039,0.33739,0.20395,0.26044,0.15569,277156.29640,200263.56701,72000.00000,163,64,240,0.67917,0.26667
2000-01-03,2020-01-01,0.13284,0.10044,-0.90225,-0.61064,0.33637,0.20324,0.26061,0.15556,322505.10934,218336.97109,72000.00000,163,64,240,0.67917,0.26667
2000-04-03,2020-03-31,0.10128,0.08304,-0.88292,-0.59014,0.34291,0.21020,0.27111,0.16512,220519.68646,177970.31612,72000.00000,153,64,240,0.63750,0.26667
2000-07-03,2020-06-30,0.12976,0.10074,-0.86890,-0.58366,0.33583,0.20918,0.26409,0.16443,310648.20902,219120.81376,72000.00000,152,65,240,0.63333,0.27083
2000-10-02,2020-09-30,0.13894,0.10784,-0.81222,-0.55113,0.32095,0.20906,0.25336,0.16494,347489.72261,238450.00934,72000.00000,136,51,240,0.56667,0.21250
2001-01-02,2021-01-03,0.14934,0.11747,-0.70144,-0.55112,0.29278,0.20598,0.23197,0.16327,394873.39878,267662.91392,72000.00000,86,45,240,0.35833,0.18750
2001-04-02,2021-03-31,0.14921,0.12042,-0.66891,-0.55112,0.27290,0.20386,0.21666,0.16177,394239.36433,277345.21151,72000.00000,45,41,240,0.18750,0.17083
2001-07-02,2021-06-30,0.15666,0.12627,-0.66137,-0.55112,0.26522,0.20193,0.21191,0.16125,432266.54029,297744.34741,72000.00000,39,37,240,0.16250,0.15417
2001-10-01,2021-09-30,0.15462,0.12522,-0.65774,-0.55112,0.26060,0.20020,0.20847,0.16015,421510.52957,293960.22062,72000.00000,36,35,240,0.15000,0.14583
2002-01-02,2022-01-02,0.16445,0.13162,-0.65929,-0.55113,0.26088,0.19956,0.20890,0.15987,476156.21806,317753.14111,72000.00000,36,35,240,0.15000,0.14583
2002-04-01,2022-03-31,0.15353,0.12497,-0.65512,-0.55113,0.25974,0.20024,0.20761,0.16010,415876.61021,293086.94090,72000.00000,33,33,240,0.13750,0.13750
2002-07-01,2022-06-30,0.12331,0.10668,-0.63189,-0.55113,0.24737,0.20150,0.19958,0.16226,287234.74545,235152.56165,72000.00000,24,26,240,0.10000,0.10833
2002-10-01,2022-10-02,0.11610,0.10079,-0.63368,-0.55114,0.24575,0.19884,0.19891,0.16060,263278.81961,219249.23853,72000.00000,27,26,240,0.11250,0.10833
2003-01-02,2023-01-02,0.11900,0.10272,-0.63578,-0.55114,0.24718,0.19853,0.19991,0.16035,272649.97770,224330.17603,72000.00000,30,27,240,0.12500,0.11250
2003-04-01,2023-04-02,0.12772,0.10899,-0.63778,-0.55115,0.24771,0.19769,0.20057,0.15994,303004.88165,241729.38707,72000.00000,33,27,240,0.13750,0.11250
2003-07-01,2023-07-02,0.13657,0.11506,-0.63964,-0.55115,0.24836,0.19717,0.20126,0.15974,337540.08250,260011.17059,72000.00000,35,27,240,0.14583,0.11250
2003-10-01,2023-10-01,0.13058,0.11008,-0.64123,-0.55115,0.24891,0.19674,0.20180,0.15952,313766.98502,244913.77424,72000.00000,35,27,240,0.14583,0.11250
2004-01-02,2024-01-01,0.14180,0.11790,-0.64272,-0.55115,0.24995,0.19675,0.20282,0.15970,359890.79529,269045.55446,72000.00000,35,27,240,0.14583,0.11250
2004-04-01,2024-03-31,0.15103,0.12409,-0.64417,-0.55115,0.25080,0.19663,0.20364,0.15978,403234.78375,289965.96424,72000.00000,35,27,240,0.14583,0.11250
2004-07-01,2024-06-30,0.15560,0.12681,-0.64570,-0.55115,0.25173,0.19652,0.20455,0.15988,426662.64475,299702.39022,72000.00000,35,27,240,0.14583,0.11250
2004-10-01,2024-09-30,0.15905,0.12876,-0.64733,-0.55115,0.25370,0.19701,0.20630,0.16040,445267.62819,306872.74011,72000.00000,35,27,240,0.14583,0.11250
2005-01-03,2025-01-01,0.16149,0.12991,-0.64894,-0.55115,0.25524,0.19726,0.20744,0.16057,458964.65679,311216.12842,72000.00000,35,27,240,0.14583,0.11250
2005-04-01,2025-03-31,0.15187,0.12267,-0.65053,-0.55116,0.25748,0.19796,0.20917,0.16107,407434.91458,285001.00565,72000.00000,35,27,240,0.14583,0.11250
2005-07-01,2025-06-30,0.16390,0.13103,-0.65221,-0.55116,0.26311,0.20080,0.21351,0.16319,472918.48072,315493.40585,72000.00000,35,27,240,0.14583,0.11250
2005-10-03,2025-09-30,0.17278,0.13645,-0.65389,-0.55116,0.26430,0.20082,0.21454,0.16332,528178.25060,337062.03451,72000.00000,35,27,240,0.14583,0.11250
2006-01-03,2025-12-30,0.17506,0.13736,-0.65561,-0.55116,0.26597,0.20105,0.21600,0.16364,543432.65280,340849.05006,72000.00000,35,27,240,0.14583,0.11250
