date,strat,bench,sp_1x,sp_2x,nq_1x,nq_2x,contributed
1976-01-05,28197.5767,29515.5690,1.0186,1.0372,1.0090,1.0178,300.0000
1976-01-12,29463.3185,30806.8355,1.0607,1.1237,1.0596,1.1212,300.0000
1976-01-19,30136.5117,31492.5711,1.0835,1.1711,1.0854,1.1757,300.0000
1976-01-26,30494.6028,31857.1580,1.0993,1.2047,1.0895,1.1838,300.0000
1976-02-02,31008.6418,32380.1353,1.1132,1.2343,1.1181,1.2455,600.0000
1976-02-09,30795.7295,32164.3455,1.1002,1.2046,1.1252,1.2602,600.0000
1976-02-17,30782.8811,32151.3990,1.0947,1.1918,1.1378,1.2879,600.0000
1976-02-24,31777.1970,33160.3550,1.1284,1.2654,1.1751,1.3726,600.0000
1976-03-02,31339.8931,32717.8569,1.1132,1.2304,1.1599,1.3361,900.0000
1976-03-09,31298.7692,32677.1117,1.1140,1.2313,1.1527,1.3188,900.0000
1976-03-16,31380.1729,32760.7481,1.1186,1.2403,1.1512,1.3141,900.0000
1976-03-23,31749.8972,33136.6774,1.1341,1.2739,1.1576,1.3279,900.0000
1976-03-30,31726.5975,33113.5175,1.1323,1.2691,1.1592,1.3309,900.0000
1976-04-06,32161.1885,33554.7542,1.1481,1.3038,1.1728,1.3614,1200.0000
1976-04-13,31351.4139,32734.7720,1.1233,1.2469,1.1358,1.2757,1200.0000
1976-04-21,32104.9762,33499.8244,1.1494,1.3044,1.1628,1.3362,1200.0000
1976-04-28,31799.6998,33190.6445,1.1369,1.2756,1.1568,1.3216,1200.0000
1976-05-05,31420.1684,32806.2781,1.1238,1.2456,1.1432,1.2898,1500.0000
1976-05-12,32014.8031,33410.1994,1.1457,1.2937,1.1612,1.3297,1500.0000
1976-05-19,31522.9586,32911.8805,1.1288,1.2551,1.1434,1.2885,1500.0000
1976-05-26,30997.9014,32379.4635,1.1091,1.2105,1.1286,1.2545,1500.0000
1976-06-03,31212.9724,32598.5408,1.1188,1.2310,1.1307,1.2583,1800.0000
1976-06-10,31001.4072,32384.2979,1.1132,1.2180,1.1185,1.2305,1800.0000
1976-06-17,32199.3139,33601.4171,1.1594,1.3196,1.1494,1.2985,1800.0000
1976-06-24,32265.7675,33669.4833,1.1622,1.3253,1.1504,1.2999,1800.0000
1976-07-01,32285.3051,33689.6449,1.1608,1.3214,1.1565,1.3131,2100.0000
1976-07-09,32746.9910,34158.3629,1.1772,1.3581,1.1719,1.3473,2100.0000
1976-07-16,32788.5164,34200.4507,1.1747,1.3514,1.1837,1.3737,2100.0000
1976-07-23,32579.6022,33989.4870,1.1686,1.3367,1.1735,1.3493,2100.0000
1976-07-30,32420.8840,33829.0813,1.1625,1.3220,1.1695,1.3393,2100.0000
1976-08-06,32554.9989,33965.6575,1.1673,1.3321,1.1740,1.3488,2400.0000
1976-08-13,32696.3958,34109.6991,1.1733,1.3451,1.1761,1.3530,2400.0000
1976-08-20,32110.1030,33515.9065,1.1530,1.2980,1.1554,1.3047,2400.0000
1976-08-27,31812.8450,33214.9261,1.1438,1.2766,1.1419,1.2736,2400.0000
1976-09-03,32678.8196,34094.3613,1.1765,1.3495,1.1660,1.3270,2700.0000
1976-09-13,32687.5375,34103.8111,1.1772,1.3504,1.1653,1.3245,2700.0000
1976-09-20,33273.7633,34699.0314,1.2010,1.4046,1.1772,1.3508,2700.0000
1976-09-27,33569.2427,34999.1664,1.2126,1.4308,1.1842,1.3662,2700.0000
1976-10-04,32626.5883,34044.0918,1.1768,1.3466,1.1589,1.3074,3000.0000
1976-10-11,31938.3445,33346.1864,1.1507,1.2864,1.1404,1.2651,3000.0000
1976-10-18,31961.0216,33369.8038,1.1496,1.2829,1.1460,1.2768,3000.0000
1976-10-25,31641.8355,33046.0404,1.1346,1.2488,1.1449,1.2735,3000.0000
1976-11-01,32473.3359,33891.0720,1.1699,1.3266,1.1580,1.3020,3300.0000
1976-11-09,31369.4498,32770.8520,1.1279,1.2317,1.1284,1.2352,3300.0000
1976-11-16,31601.1280,33006.8299,1.1369,1.2508,1.1340,1.2468,3300.0000
1976-11-23,32242.9983,33659.3042,1.1597,1.3003,1.1558,1.2942,3300.0000
1976-12-01,32550.0678,33971.1557,1.1666,1.3151,1.1764,1.3399,3600.0000
1976-12-08,33100.2440,34529.4648,1.1856,1.3575,1.1961,1.3844,3600.0000
1976-12-15,33527.3497,34962.3354,1.1986,1.3866,1.2160,1.4298,3600.0000
1976-12-22,33471.1763,34905.6573,1.1946,1.3766,1.2193,1.4368,3600.0000
1976-12-30,34193.9536,35637.8116,1.2203,1.4354,1.2433,1.4928,3600.0000
1977-01-06,33797.9349,35236.2935,1.2000,1.3869,1.2463,1.4992,3900.0000
1977-01-13,33576.2997,35012.6385,1.1915,1.3665,1.2406,1.4842,3900.0000
1977-01-20,33328.8999,34761.7272,1.1784,1.3357,1.2437,1.4907,3900.0000
1977-01-27,32961.2093,34390.2047,1.1658,1.3066,1.2303,1.4580,3900.0000
1977-02-03,33023.9580,34454.2205,1.1674,1.3095,1.2341,1.4659,4200.0000
1977-02-10,32794.7595,34222.0340,1.1566,1.2845,1.2335,1.4638,4200.0000
1977-02-17,32865.1585,34293.8183,1.1587,1.2884,1.2370,1.4711,4200.0000
1977-02-25,32371.8011,33795.0126,1.1431,1.2532,1.2157,1.4200,4200.0000
1977-03-04,32919.3532,34350.7769,1.1638,1.2983,1.2307,1.4543,4500.0000
1977-03-11,32807.8897,34238.1220,1.1584,1.2856,1.2307,1.4535,4500.0000
1977-03-18,33152.7740,34588.6538,1.1733,1.3181,1.2355,1.4639,4500.0000
1977-03-25,32386.4305,33811.8608,1.1420,1.2479,1.2206,1.4280,4500.0000
1977-04-01,32365.3861,33791.8615,1.1447,1.2528,1.2111,1.4050,4800.0000
1977-04-11,32288.9358,33714.9265,1.1419,1.2458,1.2089,1.3991,4800.0000
1977-04-18,32889.0022,34323.6510,1.1620,1.2892,1.2320,1.4520,4800.0000
1977-04-25,31903.0187,33324.1297,1.1238,1.2047,1.2075,1.3939,4800.0000
1977-05-02,32508.8818,33939.1444,1.1454,1.2506,1.2276,1.4398,5100.0000
1977-05-09,32684.0151,34116.6738,1.1492,1.2584,1.2396,1.4670,5100.0000
1977-05-16,32879.3807,34314.5094,1.1536,1.2672,1.2528,1.4974,5100.0000
1977-05-23,32516.9136,33947.6407,1.1393,1.2350,1.2446,1.4769,5100.0000
1977-05-31,31889.9705,33312.6295,1.1167,1.1858,1.2246,1.4290,5100.0000
1977-06-07,32355.7648,33786.2432,1.1364,1.2271,1.2320,1.4455,5400.0000
1977-06-14,33044.8739,34485.4575,1.1622,1.2826,1.2516,1.4910,5400.0000
1977-06-21,33393.1952,34838.4311,1.1734,1.3069,1.2661,1.5248,5400.0000
1977-06-28,33315.4005,34759.3488,1.1675,1.2928,1.2718,1.5377,5400.0000
1977-07-06,33271.1150,34713.8657,1.1619,1.2799,1.2806,1.5580,5700.0000
1977-07-13,33394.2961,34837.9914,1.1631,1.2818,1.2930,1.5874,5700.0000
1977-07-21,34080.5618,35532.5653,1.1875,1.3352,1.3157,1.6426,5700.0000
1977-07-28,33215.4587,34658.2118,1.1557,1.2637,1.2898,1.5774,5700.0000
1977-08-04,33194.0869,34637.6141,1.1562,1.2640,1.2861,1.5674,6000.0000
1977-08-11,33131.4502,34573.6467,1.1504,1.2506,1.2931,1.5836,6000.0000
1977-08-18,33027.8241,34469.0400,1.1458,1.2400,1.2921,1.5802,6000.0000
1977-08-25,32603.5564,34039.5355,1.1289,1.2029,1.2829,1.5568,6000.0000
1977-09-01,32816.0489,34255.8103,1.1379,1.2214,1.2862,1.5640,6300.0000
1977-09-09,32778.0185,34216.9089,1.1336,1.2112,1.2927,1.5790,6300.0000
1977-09-16,32808.2379,34248.5478,1.1359,1.2156,1.2905,1.5727,6300.0000
1977-09-23,32358.6197,33793.8446,1.1200,1.1811,1.2756,1.5355,6300.0000
1977-09-30,32874.3783,34316.8849,1.1386,1.2200,1.2920,1.5743,6300.0000
1977-10-07,32839.0851,34280.2478,1.1331,1.2074,1.3018,1.5975,6600.0000
1977-10-14,32007.7534,33439.7484,1.1057,1.1490,1.2689,1.5164,6600.0000
1977-10-21,31674.3425,33101.8431,1.0921,1.1202,1.2624,1.4999,6600.0000
1977-10-28,31658.5236,33087.8874,1.0966,1.1286,1.2489,1.4670,6600.0000
1977-11-04,31400.0011,32825.7891,1.0855,1.1050,1.2453,1.4576,6900.0000
1977-11-11,32881.8743,34329.0252,1.1388,1.2148,1.2931,1.5702,6900.0000
1977-11-18,32876.8974,34322.3103,1.1321,1.2000,1.3095,1.6093,6900.0000
1977-11-28,33263.2779,34712.2538,1.1417,1.2194,1.3331,1.6667,6900.0000
1977-12-05,32860.3644,34303.0105,1.1217,1.1763,1.3342,1.6684,7200.0000
1977-12-12,32698.3926,34139.6041,1.1152,1.1618,1.3309,1.6589,7200.0000
1977-12-19,32428.2776,33866.6716,1.1051,1.1402,1.3233,1.6391,7200.0000
1977-12-27,33010.7615,34458.6475,1.1301,1.1914,1.3318,1.6590,7200.0000
1978-01-04,32713.5786,34157.7309,1.1172,1.1637,1.3280,1.6483,7500.0000
1978-01-11,31332.2761,32760.9372,1.0731,1.0728,1.2694,1.5045,7500.0000
1978-01-18,31693.9962,33127.8365,1.0841,1.0941,1.2864,1.5442,7500.0000
1978-01-25,31474.2601,32903.9384,1.0712,1.0676,1.2922,1.5571,7500.0000
1978-02-01,31699.4769,33132.7569,1.0788,1.0821,1.3008,1.5769,7800.0000
1978-02-08,32114.4820,33552.7964,1.0907,1.1055,1.3218,1.6273,7800.0000
1978-02-15,31577.9349,33008.3534,1.0678,1.0589,1.3139,1.6068,7800.0000
1978-02-23,31264.6502,32690.6287,1.0547,1.0323,1.3087,1.5934,7800.0000
1978-03-02,31161.5829,32587.1723,1.0520,1.0263,1.3030,1.5783,8100.0000
1978-03-09,31440.8996,32870.2024,1.0600,1.0414,1.3172,1.6120,8100.0000
1978-03-16,32028.0865,33465.6227,1.0807,1.0817,1.3372,1.6602,8100.0000
1978-03-23,32118.4308,33556.0245,1.0800,1.0796,1.3501,1.6915,8100.0000
1978-03-31,32188.2891,33625.8558,1.0793,1.0776,1.3605,1.7166,8100.0000
1978-04-07,32662.3330,34104.0125,1.0921,1.1026,1.3865,1.7816,8400.0000
1978-04-14,33692.1754,35144.1510,1.1266,1.1721,1.4257,1.8823,8400.0000
1978-04-21,34283.2466,35739.7429,1.1450,1.2095,1.4517,1.9501,8400.0000
1978-04-28,35125.6580,36590.6967,1.1764,1.2755,1.4755,2.0134,8400.0000
1978-05-05,35294.1347,36754.8994,1.1739,1.2692,1.5023,2.0858,8700.0000
1978-05-12,35929.6523,37393.1067,1.1938,1.3116,1.5296,2.1607,8700.0000
1978-05-19,36195.5312,37654.7332,1.1956,1.3146,1.5574,2.2384,8700.0000
1978-05-26,35649.8403,37108.7095,1.1780,1.2752,1.5355,2.1743,8700.0000
1978-06-05,36760.2091,38228.1438,1.2203,1.3672,1.5642,2.2549,9000.0000
1978-06-12,36916.0076,38376.9283,1.2166,1.3582,1.5922,2.3349,9000.0000
1978-06-19,36273.7102,37731.7959,1.1926,1.3042,1.5747,2.2823,9000.0000
1978-06-26,35208.5536,36665.2428,1.1585,1.2295,1.5314,2.1567,9000.0000
1978-07-03,35420.7606,36879.2288,1.1657,1.2442,1.5392,2.1775,9300.0000
1978-07-11,35623.5640,37087.7225,1.1772,1.2680,1.5351,2.1645,9300.0000
1978-07-18,36125.1419,37588.6544,1.1899,1.2946,1.5641,2.2453,9300.0000
1978-07-25,36728.1087,38194.4640,1.2104,1.3386,1.5858,2.3068,9300.0000
1978-08-01,37638.2147,39104.9611,1.2389,1.4016,1.6245,2.4191,9600.0000
1978-08-08,38908.7259,40376.1820,1.2814,1.4977,1.6717,2.5597,9600.0000
1978-08-15,39049.1468,40511.2946,1.2806,1.4951,1.6904,2.6156,9600.0000
1978-08-22,39397.3347,40854.3464,1.2875,1.5102,1.7150,2.6902,9600.0000
1978-08-29,39268.5256,40720.0106,1.2774,1.4855,1.7247,2.7191,9600.0000
1978-09-06,40001.6266,41453.2126,1.3032,1.5452,1.7484,2.7926,9900.0000
1978-09-13,40572.0030,42014.4933,1.3163,1.5754,1.7839,2.9051,9900.0000
1978-09-20,38702.5190,40161.3813,1.2604,1.4432,1.6995,2.6338,9900.0000
1978-09-27,38639.0037,40101.8091,1.2608,1.4432,1.6911,2.6064,9900.0000
1978-10-04,39139.9261,40604.8986,1.2794,1.4852,1.7051,2.6480,10200.0000
1978-10-11,39997.0115,41462.4770,1.3096,1.5550,1.7329,2.7334,10200.0000
1978-10-18,38078.2924,39553.9320,1.2499,1.4149,1.6516,2.4791,10200.0000
1978-10-25,36458.5165,37947.6650,1.2116,1.3283,1.5521,2.1858,10200.0000
1978-11-01,35676.3110,37181.0858,1.2071,1.3149,1.4687,1.9502,10500.0000
1978-11-08,34909.6308,36407.8872,1.1785,1.2519,1.4475,1.8922,10500.0000
1978-11-15,34324.1033,35818.1581,1.1580,1.2077,1.4276,1.8382,10500.0000
1978-11-22,35473.8064,36976.8924,1.1939,1.2827,1.4780,1.9684,10500.0000
1978-11-30,35226.0390,36728.1675,1.1854,1.2634,1.4693,1.9437,10500.0000
1978-12-07,36271.1421,37778.7722,1.2164,1.3291,1.5187,2.0749,10800.0000
1978-12-14,35985.1767,37490.3340,1.2046,1.3028,1.5136,2.0597,10800.0000
1978-12-21,35423.7512,36929.0778,1.1892,1.2683,1.4841,1.9776,10800.0000
1978-12-29,36035.1397,37544.5121,1.2081,1.3075,1.5114,2.0495,10800.0000
1979-01-08,37173.9403,38688.2148,1.2432,1.3835,1.5619,2.1866,11100.0000
1979-01-15,37960.9354,39477.9118,1.2682,1.4389,1.5945,2.2774,11100.0000
1979-01-22,37801.0993,39315.6632,1.2596,1.4184,1.5970,2.2829,11100.0000
1979-01-29,38480.6882,39997.2774,1.2816,1.4675,1.6240,2.3592,11100.0000
1979-02-05,37345.5684,38856.3913,1.2392,1.3708,1.5929,2.2680,11400.0000
1979-02-12,37369.3116,38882.8181,1.2419,1.3759,1.5892,2.2557,11400.0000
1979-02-20,37902.8112,39417.8745,1.2587,1.4124,1.6120,2.3195,11400.0000
1979-02-27,36729.6909,38240.8794,1.2183,1.3221,1.5711,2.2013,11400.0000
1979-03-06,37400.6536,38916.2078,1.2417,1.3724,1.5940,2.2645,11700.0000
1979-03-13,38289.2284,39805.2274,1.2680,1.4303,1.6358,2.3829,11700.0000
1979-03-20,38605.7948,40122.3612,1.2777,1.4513,1.6499,2.4226,11700.0000
1979-03-27,39364.7431,40884.0151,1.3041,1.5110,1.6754,2.4965,11700.0000
1979-04-03,39535.9370,41050.7166,1.3045,1.5105,1.6952,2.5544,12000.0000
1979-04-10,40012.7331,41525.2687,1.3178,1.5406,1.7194,2.6263,12000.0000
1979-04-18,39466.2686,40978.9169,1.2982,1.4941,1.7027,2.5735,12000.0000
1979-04-25,39904.7497,41414.6043,1.3097,1.5200,1.7266,2.6449,12000.0000
1979-05-02,39640.5655,41151.8113,1.3011,1.4992,1.7165,2.6125,12300.0000
1979-05-09,38678.3113,40195.9680,1.2735,1.4351,1.6697,2.4690,12300.0000
1979-05-16,38324.5208,39842.4648,1.2616,1.4074,1.6571,2.4302,12300.0000
1979-05-23,39036.2704,40552.3935,1.2817,1.4516,1.6925,2.5337,12300.0000
1979-05-31,38773.3997,40290.0684,1.2727,1.4304,1.6836,2.5053,12300.0000
1979-06-07,39855.2972,41372.9960,1.3089,1.5118,1.7237,2.6242,12600.0000
1979-06-14,40149.3801,41664.1964,1.3155,1.5262,1.7425,2.6803,12600.0000
1979-06-21,40221.6774,41734.5331,1.3155,1.5252,1.7513,2.7060,12600.0000
1979-06-28,40585.6653,42096.9248,1.3260,1.5488,1.7689,2.7587,12600.0000
1979-07-06,40892.3471,42405.9617,1.3380,1.5757,1.7761,2.7792,12900.0000
1979-07-13,40559.6274,42070.0573,1.3225,1.5386,1.7745,2.7728,12900.0000
1979-07-20,40395.3170,41907.6477,1.3175,1.5259,1.7676,2.7495,12900.0000
1979-07-27,40985.5233,42495.2868,1.3354,1.5668,1.7937,2.8296,12900.0000
1979-08-03,41547.6088,43049.9290,1.3490,1.5979,1.8272,2.9342,13200.0000
1979-08-10,42473.5763,43973.9131,1.3810,1.6734,1.8584,3.0335,13200.0000
1979-08-17,43313.7190,44807.2992,1.4071,1.7361,1.8939,3.1484,13200.0000
1979-08-24,43592.7863,45079.8119,1.4124,1.7482,1.9139,3.2133,13200.0000
1979-08-31,43928.5515,45413.3975,1.4232,1.7741,1.9272,3.2563,13200.0000
1979-09-10,43478.7525,44971.2181,1.4096,1.7388,1.9076,3.1868,13500.0000
1979-09-17,43857.4319,45344.7503,1.4198,1.7629,1.9275,3.2514,13500.0000
1979-09-24,44056.3168,45550.3554,1.4313,1.7897,1.9231,3.2345,13500.0000
1979-10-01,43742.5935,45237.6325,1.4190,1.7580,1.9163,3.2097,13800.0000
1979-10-08,44280.2184,45773.5343,1.4377,1.8031,1.9342,3.2673,13800.0000
1979-10-15,41170.6901,42711.8654,1.3538,1.5960,1.7729,2.7334,13800.0000
1979-10-22,39919.3677,41472.7046,1.3205,1.5171,1.7059,2.5264,13800.0000
1979-10-29,40028.4777,41580.6796,1.3219,1.5195,1.7155,2.5533,13800.0000
1979-11-05,40593.7207,42144.2226,1.3379,1.5550,1.7437,2.6359,14100.0000
1979-11-12,41183.0154,42738.7009,1.3616,1.6086,1.7557,2.6701,14100.0000
1979-11-19,41723.1881,43271.1989,1.3726,1.6335,1.7932,2.7836,14100.0000
1979-11-27,42615.3086,44162.0707,1.4024,1.7035,1.8262,2.8843,14100.0000
1979-12-04,43000.0052,44539.0484,1.4093,1.7192,1.8550,2.9741,14400.0000
1979-12-11,43549.5841,45077.1456,1.4200,1.7444,1.8938,3.0977,14400.0000
1979-12-18,44006.2988,45528.1289,1.4322,1.7732,1.9180,3.1753,14400.0000
1979-12-26,43925.1402,45444.9093,1.4268,1.7589,1.9217,3.1858,14400.0000
1980-01-03,42812.4443,44346.9527,1.3943,1.6783,1.8700,3.0128,14700.0000
1980-01-10,44902.0791,46416.5632,1.4578,1.8324,1.9616,3.3117,14700.0000
1980-01-17,45449.4582,46951.6249,1.4700,1.8623,1.9960,3.4269,14700.0000
1980-01-24,46682.3905,48173.9984,1.5114,1.9668,2.0400,3.5767,14700.0000
1980-01-31,47116.1123,48593.2812,1.5190,1.9850,2.0721,3.6880,14700.0000
1980-02-07,47955.1734,49426.1291,1.5487,2.0620,2.0980,3.7784,15000.0000
1980-02-14,48080.6448,49556.9630,1.5561,2.0796,2.0951,3.7650,15000.0000
1980-02-22,47262.8530,48761.1563,1.5352,2.0220,2.0507,3.6045,15000.0000
1980-02-29,46684.9549,48194.9231,1.5183,1.9757,2.0245,3.5100,15000.0000
1980-03-07,43548.3178,45107.3982,1.4295,1.7485,1.8728,2.9975,15300.0000
1980-03-14,42982.0951,44546.0248,1.4114,1.7030,1.8504,2.9235,15300.0000
1980-03-21,41539.3833,43118.6490,1.3711,1.6041,1.7781,2.6947,15300.0000
1980-03-28,40092.7667,41705.8578,1.3509,1.5538,1.6558,2.3187,15300.0000
1980-04-07,40426.0241,42029.0367,1.3458,1.5405,1.7089,2.4657,15600.0000
1980-04-14,41540.7779,43146.6399,1.3830,1.6249,1.7508,2.5857,15600.0000
1980-04-21,40344.1193,41950.0560,1.3436,1.5327,1.7048,2.4497,15600.0000
1980-04-28,42582.2280,44197.3845,1.4238,1.7180,1.7748,2.6516,15600.0000
1980-05-05,43087.9728,44698.2333,1.4354,1.7449,1.8068,2.7464,15900.0000
1980-05-12,42878.6302,44476.5499,1.4154,1.6951,1.8314,2.8196,15900.0000
1980-05-19,44179.4756,45771.4708,1.4560,1.7925,1.8862,2.9887,15900.0000
1980-05-27,45565.7056,47159.3111,1.5080,1.9212,1.9229,3.1036,15900.0000
1980-06-03,45328.1030,46921.1059,1.4976,1.8930,1.9206,3.0943,16200.0000
1980-06-10,46985.5127,48572.3118,1.5554,2.0401,1.9748,3.2690,16200.0000
1980-06-17,47711.8569,49288.4273,1.5756,2.0920,2.0110,3.3879,16200.0000
1980-06-24,47567.6289,49138.8044,1.5651,2.0627,2.0197,3.4153,16200.0000
1980-07-01,47595.8053,49165.1144,1.5639,2.0574,2.0263,3.4350,16500.0000
1980-07-09,49139.2022,50681.9927,1.6070,2.1707,2.1021,3.6933,16500.0000
1980-07-16,49970.4860,51498.9299,1.6311,2.2341,2.1407,3.8274,16500.0000
1980-07-23,50955.1752,52472.0652,1.6641,2.3235,2.1755,3.9502,16500.0000
1980-07-30,51351.7883,52851.6131,1.6698,2.3380,2.2077,4.0652,16500.0000
1980-08-06,51316.2297,52806.8172,1.6621,2.3153,2.2220,4.1156,16800.0000
1980-08-13,52238.7929,53706.4546,1.6874,2.3842,2.2677,4.2836,16800.0000
1980-08-20,52483.2626,53949.6675,1.6958,2.4049,2.2762,4.3113,16800.0000
1980-08-27,52946.2596,54373.8994,1.6940,2.3977,2.3335,4.5273,16800.0000
1980-09-04,53847.5452,55255.4175,1.7217,2.4740,2.3706,4.6690,17100.0000
1980-09-11,54301.0275,55681.0785,1.7267,2.4863,2.4105,4.8236,17100.0000
1980-09-18,55736.8295,57069.5810,1.7660,2.5987,2.4803,5.1026,17100.0000
1980-09-25,55910.6158,57241.9414,1.7720,2.6142,2.4859,5.1223,17100.0000
1980-10-02,55390.1023,56760.4283,1.7650,2.5889,2.4444,4.9437,17400.0000
1980-10-09,57035.5019,58343.1072,1.8074,2.7118,2.5305,5.2931,17400.0000
1980-10-16,57454.9174,58763.0992,1.8253,2.7633,2.5359,5.3122,17400.0000
1980-10-23,56468.6887,57797.2318,1.7898,2.6543,2.5085,5.1941,17400.0000
1980-10-30,55192.6671,56551.3527,1.7467,2.5257,2.4662,5.0166,17400.0000
1980-11-07,56169.7512,57528.6844,1.7883,2.6439,2.4790,5.0643,17700.0000
1980-11-14,59444.8591,60732.8985,1.9004,2.9812,2.5847,5.4996,17700.0000
1980-11-21,60541.0568,61783.6722,1.9293,3.0696,2.6399,5.7327,17700.0000
1980-12-01,59888.7941,61145.8273,1.9046,2.9880,2.6250,5.6626,18000.0000
1980-12-08,56969.4648,58323.5038,1.8146,2.7082,2.5092,5.1624,18000.0000
1980-12-15,56453.6347,57829.8763,1.8002,2.6626,2.4855,5.0570,18000.0000
1980-12-22,58978.3783,60309.7706,1.8900,2.9314,2.5594,5.3564,18000.0000
1980-12-30,58958.0455,60283.2452,1.8854,2.9153,2.5680,5.3889,18000.0000
1981-01-07,58558.7008,59924.1627,1.8836,2.9064,2.5282,5.2134,18300.0000
1981-01-14,58322.6759,59667.9934,1.8629,2.8407,2.5503,5.3013,18300.0000
1981-01-21,57627.6523,58983.2566,1.8351,2.7540,2.5377,5.2420,18300.0000
1981-01-28,57282.4812,58645.9049,1.8226,2.7146,2.5284,5.2005,18300.0000
1981-02-04,56486.2652,57879.1947,1.7998,2.6444,2.4926,5.0480,18600.0000
1981-02-11,56559.1240,57940.6540,1.7967,2.6330,2.5085,5.1088,18600.0000
1981-02-19,55768.4949,57180.2790,1.7755,2.5694,2.4691,4.9462,18600.0000
1981-02-26,57206.5491,58594.7118,1.8262,2.7162,2.5126,5.1181,18600.0000
1981-03-05,57524.2800,58882.9021,1.8256,2.7122,2.5500,5.2680,18900.0000
1981-03-12,58697.2460,60048.8561,1.8732,2.8519,2.5707,5.3500,18900.0000
1981-03-19,59244.5935,60555.9848,1.8787,2.8668,2.6191,5.5497,18900.0000
1981-03-26,60688.7355,61948.1540,1.9200,2.9911,2.6842,5.8247,18900.0000
1981-04-02,61019.6178,62251.2993,1.9225,2.9964,2.7153,5.9569,19200.0000
1981-04-09,60796.0245,62001.7987,1.9010,2.9278,2.7403,6.0630,19200.0000
1981-04-16,61156.5892,62330.2913,1.9032,2.9324,2.7753,6.2129,19200.0000
1981-04-24,61661.8176,62799.9366,1.9112,2.9551,2.8127,6.3774,19200.0000
1981-05-01,60646.8035,61821.0708,1.8788,2.8537,2.7758,6.2068,19500.0000
1981-05-08,60154.0228,61353.6489,1.8656,2.8114,2.7522,6.0959,19500.0000
1981-05-15,60533.6641,61715.7816,1.8746,2.8363,2.7736,6.1865,19500.0000
1981-05-22,60637.9388,61784.3601,1.8644,2.8043,2.8085,6.3388,19500.0000
1981-06-01,61435.5265,62535.3252,1.8816,2.8540,2.8570,6.5555,19800.0000
1981-06-08,61164.1136,62297.3402,1.8810,2.8499,2.8291,6.4223,19800.0000
1981-06-15,61853.4567,62963.3990,1.9023,2.9130,2.8563,6.5419,19800.0000
1981-06-22,60885.6695,62054.5596,1.8804,2.8441,2.8004,6.2837,19800.0000
1981-06-29,60858.5659,62035.0417,1.8814,2.8451,2.7955,6.2579,19800.0000
1981-07-07,58625.1166,59924.9933,1.8311,2.6928,2.6647,5.6796,20100.0000
1981-07-14,59295.4874,60579.1226,1.8531,2.7562,2.6887,5.7785,20100.0000
1981-07-21,58626.9136,59943.9986,1.8362,2.7041,2.6540,5.6228,20100.0000
1981-07-28,59101.2145,60402.5907,1.8494,2.7411,2.6763,5.7137,20100.0000
1981-08-04,59881.2678,61176.2957,1.8805,2.8322,2.6914,5.7745,20400.0000
1981-08-11,60896.9599,62181.7413,1.9206,2.9520,2.7116,5.8581,20400.0000
1981-08-18,59277.4589,60612.0718,1.8688,2.7928,2.6519,5.5981,20400.0000
1981-08-25,56766.5412,58194.8695,1.7991,2.5844,2.5337,5.1012,20400.0000
1981-09-01,55875.9962,57327.1498,1.7706,2.5012,2.5003,4.9641,20700.0000
1981-09-09,53357.2862,54895.3086,1.7059,2.3190,2.3670,4.4415,20700.0000
1981-09-16,53875.3199,55391.4007,1.7145,2.3401,2.4061,4.5847,20700.0000
1981-09-23,52071.9824,53646.2862,1.6699,2.2179,2.3058,4.2057,20700.0000
1981-09-30,52269.5124,53850.5843,1.6795,2.2399,2.3063,4.1995,20700.0000
1981-10-07,54823.0007,56351.2995,1.7555,2.4446,2.4184,4.6121,21000.0000
1981-10-14,54177.9715,55695.1902,1.7211,2.3474,2.4267,4.6399,21000.0000
1981-10-21,54938.3907,56435.0358,1.7418,2.4026,2.4645,4.7824,21000.0000
1981-10-28,54934.6512,56418.6196,1.7343,2.3803,2.4821,4.8474,21000.0000
1981-11-04,57244.4421,58688.7252,1.8130,2.5976,2.5587,5.1468,21300.0000
1981-11-11,56768.9445,58206.6652,1.7884,2.5260,2.5628,5.1605,21300.0000
1981-11-18,55723.6505,57180.9481,1.7516,2.4209,2.5314,5.0307,21300.0000
1981-11-25,57181.8023,58628.9293,1.8088,2.5793,2.5623,5.1508,21300.0000
1981-12-03,57531.1800,58984.9720,1.8263,2.6274,2.5609,5.1420,21600.0000
1981-12-10,57636.7019,59104.7231,1.8368,2.6559,2.5483,5.0882,21600.0000
1981-12-17,56522.9434,58018.1031,1.8009,2.5508,2.5070,4.9209,21600.0000
1981-12-24,56384.6824,57880.3325,1.7943,2.5307,2.5070,4.9178,21600.0000
1982-01-04,56464.5893,57964.8172,1.7992,2.5431,2.5049,4.9061,21900.0000
1982-01-11,53929.3423,55475.9088,1.7137,2.3035,2.4187,4.5687,21900.0000
1982-01-18,53923.7836,55488.1284,1.7221,2.3243,2.3983,4.4887,21900.0000
1982-01-25,52998.4818,54589.4043,1.6975,2.2567,2.3510,4.3101,21900.0000
1982-02-01,54127.2562,55702.8775,1.7343,2.3513,2.3933,4.4623,22200.0000
1982-02-08,52957.8377,54543.6070,1.6898,2.2295,2.3652,4.3540,22200.0000
1982-02-16,52386.1239,54003.0541,1.6834,2.2111,2.3150,4.1677,22200.0000
