start,end,cagr_strat,cagr_bench,mdd_strat,mdd_bench,vol_strat,vol_bench,dvol_strat,dvol_bench,final_strat,final_bench,contributed,months_in_2x_ndx,months_in_2x_sp,months_total,frac_2x_ndx,frac_2x_sp
1976-01-05,2001-01-01,0.16175,0.15627,-0.42267,-0.33619,0.16818,0.15100,0.13716,0.12101,1001374.48203,915787.65035,90000.00000,33,7,300,0.11000,0.02333
1976-04-01,2001-04-01,0.14774,0.14417,-0.51816,-0.39769,0.17224,0.15371,0.14098,0.12362,797184.03089,752377.26283,90000.00000,36,7,300,0.12000,0.02333
1976-07-01,2001-07-01,0.15161,0.14737,-0.54248,-0.41944,0.17518,0.15565,0.14264,0.12452,848855.88994,792399.27557,90000.00000,39,8,300,0.13000,0.02667
1976-10-01,2001-09-30,0.13536,0.13282,-0.60710,-0.48992,0.17782,0.15743,0.14501,0.12615,652787.62894,626600.98306,90000.00000,42,9,300,0.14000,0.03000
1977-01-03,2002-01-01,0.14309,0.13949,-0.61041,-0.48957,0.17970,0.15836,0.14622,0.12656,739369.25883,697623.45736,90000.00000,45,12,300,0.15000,0.04000
1977-04-01,2002-03-31,0.14034,0.13697,-0.61372,-0.48933,0.18154,0.15928,0.14756,0.12712,707239.32917,669825.88373,90000.00000,48,15,300,0.16000,0.05000
1977-07-01,2002-06-30,0.12709,0.12480,-0.61751,-0.48916,0.18395,0.16065,0.14879,0.12754,571700.51344,551207.89110,90000.00000,51,18,300,0.17000,0.06000
1977-10-03,2002-09-30,0.11163,0.11040,-0.68789,-0.56996,0.18904,0.16459,0.15251,0.13043,447343.60563,438804.16351,90000.00000,54,21,300,0.18000,0.07000
1978-01-03,2003-01-01,0.11562,0.11403,-0.70580,-0.58621,0.19243,0.16672,0.15423,0.13115,476431.61227,464587.28634,90000.00000,57,24,300,0.19000,0.08000
1978-04-03,2003-03-31,0.11186,0.11037,-0.71043,-0.58639,0.19542,0.16835,0.15613,0.13195,448997.38223,438573.29848,90000.00000,60,27,300,0.20000,0.09000
1978-07-03,2003-06-30,0.12007,0.11773,-0.71490,-0.58669,0.19743,0.16900,0.15743,0.13214,511262.06220,492609.80876,90000.00000,63,30,300,0.21000,0.10000
1978-10-02,2003-09-30,0.12123,0.11845,-0.71903,-0.58708,0.19922,0.16950,0.15858,0.13223,520777.58078,498251.79174,90000.00000,66,33,300,0.22000,0.11000
1979-01-02,2004-01-01,0.12680,0.12326,-0.72313,-0.58736,0.20033,0.16923,0.15971,0.13215,569107.44330,537841.68534,90000.00000,69,36,300,0.23000,0.12000
1979-04-02,2004-03-31,0.12548,0.12185,-0.72724,-0.58767,0.20198,0.16953,0.16074,0.13210,557200.72321,525882.56565,90000.00000,72,38,300,0.24000,0.12667
1979-07-02,2004-06-30,0.12465,0.12081,-0.73153,-0.58810,0.20367,0.16980,0.16186,0.13206,549893.84594,517288.68294,90000.00000,75,41,300,0.25000,0.13667
1979-10-01,2004-09-30,0.11994,0.11652,-0.73586,-0.58858,0.20541,0.17008,0.16298,0.13200,510157.41697,483250.99241,90000.00000,78,44,300,0.26000,0.14667
1980-01-02,2005-01-02,0.12505,0.12058,-0.74012,-0.58905,0.20666,0.16988,0.16401,0.13175,553389.81262,515368.89436,90000.00000,81,46,300,0.27000,0.15333
1980-04-01,2005-03-31,0.12011,0.11610,-0.74415,-0.58956,0.20753,0.16934,0.16481,0.13131,511555.30203,480094.04500,90000.00000,84,46,300,0.28000,0.15333
1980-07-01,2005-06-30,0.11910,0.11484,-0.74850,-0.58997,0.20898,0.16926,0.16598,0.13124,503422.23814,470569.82550,90000.00000,87,46,300,0.29000,0.15333
1980-10-01,2005-10-02,0.11986,0.11514,-0.75244,-0.59047,0.21011,0.16898,0.16701,0.13112,509527.71646,472823.13478,90000.00000,90,46,300,0.30000,0.15333
1981-01-02,2006-01-02,0.11957,0.11457,-0.75615,-0.59103,0.21112,0.16864,0.16784,0.13080,507168.55644,468571.91366,90000.00000,93,46,300,0.31000,0.15333
1981-04-01,2006-04-02,0.12111,0.11549,-0.75988,-0.59161,0.21233,0.16848,0.16889,0.13070,519761.69493,475473.95701,90000.00000,96,46,300,0.32000,0.15333
1981-07-01,2006-07-02,0.11639,0.11172,-0.74758,-0.59233,0.20882,0.16880,0.16532,0.13074,482272.49575,448012.01349,90000.00000,96,46,300,0.32000,0.15333
1981-10-01,2006-10-01,0.11776,0.11290,-0.73840,-0.59310,0.20598,0.16859,0.16276,0.13056,492803.54151,456380.77865,90000.00000,97,46,300,0.32333,0.15333
1982-01-04,2007-01-02,0.12042,0.11477,-0.74266,-0.59385,0.20730,0.16847,0.16415,0.13074,514100.43961,470099.66308,90000.00000,100,46,300,0.33333,0.15333
1982-04-01,2007-04-01,0.11851,0.11272,-0.74712,-0.59465,0.20882,0.16841,0.16592,0.13109,498771.74286,455078.54774,90000.00000,103,46,300,0.34333,0.15333
1982-07-01,2007-07-01,0.12091,0.11419,-0.75182,-0.59548,0.21059,0.16849,0.16777,0.13148,518078.25009,465803.77505,90000.00000,106,46,300,0.35333,0.15333
1982-10-01,2007-09-30,0.12018,0.11303,-0.75670,-0.59627,0.21299,0.16892,0.17006,0.13218,512112.21032,457320.75995,90000.00000,109,46,300,0.36333,0.15333
1983-01-03,2008-01-01,0.11559,0.10878,-0.76100,-0.59705,0.21487,0.16894,0.17180,0.13244,476186.56140,427754.94096,90000.00000,112,46,300,0.37333,0.15333
1983-04-04,2008-03-31,0.10464,0.09944,-0.76519,-0.59793,0.21798,0.17025,0.17382,0.13315,400930.28781,369691.77685,90000.00000,115,46,300,0.38333,0.15333
1983-07-01,2008-06-30,0.10122,0.09624,-0.76911,-0.59884,0.22025,0.17094,0.17533,0.13350,380079.63893,351837.83250,90000.00000,118,46,300,0.39333,0.15333
1983-10-03,2008-09-30,0.09176,0.08859,-0.74051,-0.59979,0.21474,0.17420,0.17155,0.13749,328343.72106,312743.98808,90000.00000,113,46,300,0.37667,0.15333
1984-01-03,2009-01-01,0.06943,0.06963,-0.72989,-0.60065,0.22490,0.18648,0.18163,0.14975,234253.54099,234929.35172,90000.00000,113,49,300,0.37667,0.16333
1984-04-02,2009-03-31,0.05979,0.06119,-0.74652,-0.60146,0.23177,0.19073,0.18710,0.15319,203247.04218,207460.78408,90000.00000,116,52,300,0.38667,0.17333
1984-07-02,2009-06-30,0.06934,0.06969,-0.75344,-0.60216,0.23584,0.19228,0.19005,0.15416,233944.05158,235153.82179,90000.00000,119,55,300,0.39667,0.18333
1984-10-01,2009-09-30,0.07807,0.07714,-0.75981,-0.60282,0.23870,0.19272,0.19244,0.15462,266592.13090,262856.89535,90000.00000,122,58,300,0.40667,0.19333
1985-01-02,2010-01-03,0.08043,0.07893,-0.76577,-0.60340,0.24155,0.19321,0.19482,0.15510,276246.27102,270068.23175,90000.00000,125,61,300,0.41667,0.20333
1985-04-01,2010-03-31,0.08236,0.08030,-0.77135,-0.60401,0.24412,0.19352,0.19687,0.15541,284422.96645,275714.76833,90000.00000,128,64,300,0.42667,0.21333
1985-07-01,2010-06-30,0.07029,0.06996,-0.77655,-0.60462,0.24795,0.19509,0.19942,0.15629,237276.59494,236088.50791,90000.00000,131,66,300,0.43667,0.22000
1985-10-01,2010-09-30,0.07677,0.07524,-0.78211,-0.60525,0.25112,0.19582,0.20171,0.15665,261407.94015,255468.57701,90000.00000,134,69,300,0.44667,0.23000
1986-01-02,2011-01-02,0.08303,0.08013,-0.78703,-0.60583,0.25344,0.19605,0.20339,0.15672,287333.47335,274982.29679,90000.00000,137,70,300,0.45667,0.23333
1986-04-01,2011-03-31,0.08547,0.08183,-0.79123,-0.60640,0.25548,0.19626,0.20485,0.15680,298221.55557,282150.95038,90000.00000,140,70,300,0.46667,0.23333
1986-07-01,2011-06-30,0.08366,0.08009,-0.79511,-0.60697,0.25735,0.19641,0.20612,0.15672,290097.29505,274810.81196,90000.00000,143,70,300,0.47667,0.23333
1986-10-01,2011-10-02,0.06947,0.06861,-0.79904,-0.60749,0.26172,0.19871,0.20984,0.15881,234378.53348,231412.23194,90000.00000,146,70,300,0.48667,0.23333
1987-01-02,2012-01-02,0.07565,0.07357,-0.80342,-0.60789,0.26564,0.20032,0.21213,0.15945,257060.65588,249142.17165,90000.00000,149,71,300,0.49667,0.23667
1987-04-01,2012-04-01,0.08498,0.08082,-0.80716,-0.60823,0.26725,0.20017,0.21354,0.15943,296012.56454,277858.22994,90000.00000,152,71,300,0.50667,0.23667
1987-07-01,2012-07-01,0.08036,0.07693,-0.81062,-0.60853,0.26924,0.20040,0.21469,0.15928,275942.98465,262031.96149,90000.00000,155,71,300,0.51667,0.23667
1987-10-01,2012-09-30,0.08278,0.07951,-0.81072,-0.60874,0.26736,0.20041,0.21324,0.15924,286265.87303,272434.02787,90000.00000,158,69,300,0.52667,0.23000
1988-01-04,2013-01-01,0.07638,0.07684,-0.79084,-0.60887,0.24726,0.19405,0.19220,0.14845,259889.75134,261676.77497,90000.00000,157,64,300,0.52333,0.21333
1988-04-04,2013-03-31,0.08166,0.08117,-0.79510,-0.60905,0.24861,0.19353,0.19314,0.14780,281438.86507,279332.49997,90000.00000,160,64,300,0.53333,0.21333
1988-07-01,2013-06-30,0.08216,0.08137,-0.79930,-0.60936,0.25043,0.19349,0.19446,0.14768,283588.99332,280200.38000,90000.00000,163,64,300,0.54333,0.21333
1988-10-03,2013-09-30,0.08557,0.08384,-0.80340,-0.60966,0.25221,0.19343,0.19612,0.14782,298676.01012,290892.55826,90000.00000,166,64,300,0.55333,0.21333
1989-01-03,2014-01-01,0.09162,0.08849,-0.80715,-0.60985,0.25403,0.19348,0.19757,0.14787,327643.58462,312280.02082,90000.00000,168,64,300,0.56000,0.21333
1989-04-03,2014-03-31,0.09074,0.08751,-0.81058,-0.61000,0.25590,0.19365,0.19872,0.14776,323241.30539,307632.91437,90000.00000,169,64,300,0.56333,0.21333
1989-07-03,2014-06-30,0.09297,0.08901,-0.81361,-0.61015,0.25751,0.19370,0.20005,0.14790,334498.84662,314759.97413,90000.00000,169,64,300,0.56333,0.21333
