start,end,cagr_strat,cagr_bench,mdd_strat,mdd_bench,vol_strat,vol_bench,dvol_strat,dvol_bench,final_strat,final_bench,contributed,months_in_2x_ndx,months_in_2x_sp,months_total,frac_2x_ndx,frac_2x_sp
1989-10-02,2014-09-30,0.09239,0.08822,-0.81642,-0.61020,0.25900,0.19374,0.20105,0.14786,331548.69570,311019.26157,90000.00000,169,64,300,0.56333,0.21333
1990-01-02,2015-01-01,0.09462,0.08979,-0.81601,-0.61023,0.25909,0.19369,0.20066,0.14744,343161.85204,318588.71627,90000.00000,168,64,300,0.56000,0.21333
1990-04-02,2015-03-31,0.09431,0.08914,-0.81896,-0.61014,0.26083,0.19379,0.20193,0.14745,341511.43762,315390.82956,90000.00000,168,64,300,0.56000,0.21333
1990-07-02,2015-06-30,0.09318,0.08783,-0.82194,-0.61002,0.26244,0.19375,0.20309,0.14739,335582.45148,309145.56575,90000.00000,168,64,300,0.56000,0.21333
1990-10-01,2015-09-30,0.08462,0.08141,-0.80842,-0.60978,0.25716,0.19382,0.19874,0.14750,294393.82259,280370.60039,90000.00000,164,64,300,0.54667,0.21333
1991-01-02,2016-01-03,0.08837,0.08396,-0.81195,-0.60917,0.25898,0.19364,0.20009,0.14734,311728.99639,291440.84448,90000.00000,164,64,300,0.54667,0.21333
1991-04-01,2016-03-31,0.08617,0.08204,-0.81516,-0.60877,0.26106,0.19384,0.20175,0.14763,301386.47496,283070.67879,90000.00000,164,64,300,0.54667,0.21333
1991-07-01,2016-06-30,0.08550,0.08130,-0.81809,-0.60858,0.26277,0.19388,0.20326,0.14785,298347.07335,279884.33384,90000.00000,164,64,300,0.54667,0.21333
1991-10-01,2016-10-02,0.08848,0.08311,-0.82105,-0.60837,0.26430,0.19377,0.20460,0.14790,312227.32842,287704.84655,90000.00000,164,64,300,0.54667,0.21333
1992-01-02,2017-01-02,0.08918,0.08333,-0.82401,-0.60827,0.26562,0.19344,0.20553,0.14760,315598.17444,288636.14056,90000.00000,164,64,300,0.54667,0.21333
1992-04-01,2017-04-02,0.09370,0.08625,-0.82681,-0.60832,0.26700,0.19330,0.20707,0.14784,338306.32197,301780.08502,90000.00000,164,64,300,0.54667,0.21333
1992-07-01,2017-07-02,0.09490,0.08669,-0.82971,-0.60826,0.26846,0.19311,0.20856,0.14797,344626.04996,303792.88647,90000.00000,164,64,300,0.54667,0.21333
1992-10-01,2017-10-01,0.09747,0.08806,-0.83265,-0.60808,0.27014,0.19304,0.21017,0.14816,358586.21208,310244.40702,90000.00000,164,64,300,0.54667,0.21333
1993-01-04,2018-01-01,0.10144,0.09045,-0.83559,-0.60801,0.27182,0.19295,0.21159,0.14823,381376.97293,321822.83343,90000.00000,164,64,300,0.54667,0.21333
1993-04-01,2018-04-01,0.09996,0.08891,-0.83844,-0.60806,0.27468,0.19373,0.21383,0.14889,372733.45941,314318.32802,90000.00000,164,64,300,0.54667,0.21333
1993-07-01,2018-07-01,0.10234,0.09003,-0.84128,-0.60806,0.27674,0.19391,0.21532,0.14898,386806.51163,319762.51019,90000.00000,164,64,300,0.54667,0.21333
1993-10-01,2018-09-30,0.10740,0.09309,-0.84413,-0.60812,0.27864,0.19397,0.21671,0.14900,418584.13548,335116.61522,90000.00000,164,64,300,0.54667,0.21333
1994-01-03,2019-01-01,0.09026,0.08093,-0.84693,-0.60827,0.28274,0.19558,0.21926,0.14982,320872.43473,278344.26479,90000.00000,164,64,300,0.54667,0.21333
1994-04-04,2019-03-31,0.10124,0.08820,-0.84971,-0.60843,0.28507,0.19591,0.22092,0.14999,380235.14601,310922.13496,90000.00000,164,64,300,0.54667,0.21333
1994-07-01,2019-06-30,0.10319,0.08903,-0.85273,-0.60854,0.28729,0.19600,0.22278,0.15019,391930.00405,314899.62613,90000.00000,164,64,300,0.54667,0.21333
1994-10-03,2019-09-30,0.10231,0.08797,-0.85575,-0.60857,0.29014,0.19648,0.22468,0.15041,386575.30031,309807.33742,90000.00000,164,64,300,0.54667,0.21333
1995-01-03,2020-01-01,0.10994,0.09239,-0.85881,-0.60867,0.29232,0.19646,0.22657,0.15057,435625.26711,331555.95521,90000.00000,164,64,300,0.54667,0.21333
1995-04-03,2020-03-31,0.08736,0.07763,-0.86187,-0.60872,0.30564,0.20414,0.24132,0.15958,306913.18400,264810.21176,90000.00000,164,64,300,0.54667,0.21333
1995-07-03,2020-06-30,0.10639,0.09008,-0.86486,-0.60874,0.31127,0.20638,0.24495,0.16081,412018.13389,319998.72055,90000.00000,165,65,300,0.55000,0.21667
1995-10-02,2020-09-30,0.11388,0.09456,-0.86746,-0.60889,0.31445,0.20706,0.24734,0.16122,463484.35165,342792.85475,90000.00000,165,65,300,0.55000,0.21667
1996-01-02,2021-01-03,0.12504,0.10116,-0.86993,-0.60903,0.31719,0.20751,0.24936,0.16150,553290.67275,379733.29271,90000.00000,165,65,300,0.55000,0.21667
1996-04-01,2021-03-31,0.12788,0.10283,-0.87230,-0.60907,0.32004,0.20791,0.25127,0.16163,578941.77616,389731.08320,90000.00000,165,65,300,0.55000,0.21667
1996-07-01,2021-06-30,0.13528,0.10692,-0.87458,-0.60921,0.32226,0.20805,0.25282,0.16168,651945.88152,415449.24591,90000.00000,165,65,300,0.55000,0.21667
1996-10-01,2021-09-30,0.13411,0.10566,-0.87692,-0.60929,0.32400,0.20787,0.25422,0.16156,639777.87834,407352.53277,90000.00000,165,65,300,0.55000,0.21667
1997-01-02,2022-01-02,0.14225,0.11045,-0.87909,-0.60937,0.32659,0.20819,0.25596,0.16164,729460.26561,439138.34813,90000.00000,165,65,300,0.55000,0.21667
1997-04-01,2022-03-31,0.13336,0.10513,-0.88112,-0.60941,0.33032,0.20916,0.25812,0.16192,632100.50849,404016.98387,90000.00000,165,65,300,0.55000,0.21667
1997-07-01,2022-06-30,0.10990,0.09087,-0.88320,-0.60936,0.33538,0.21090,0.26244,0.16348,435383.96380,323884.60386,90000.00000,167,65,300,0.55667,0.21667
1997-10-01,2022-10-02,0.10358,0.08673,-0.88504,-0.60937,0.33837,0.21160,0.26445,0.16386,394311.28774,303987.54271,90000.00000,170,65,300,0.56667,0.21667
1998-01-02,2023-01-02,0.10604,0.08876,-0.88690,-0.60940,0.34067,0.21196,0.26445,0.16307,409762.22823,313558.41292,90000.00000,173,66,300,0.57667,0.22000
1998-04-01,2023-04-02,0.11532,0.09420,-0.88863,-0.60938,0.34279,0.21225,0.26543,0.16293,474167.24411,340935.31335,90000.00000,176,66,300,0.58667,0.22000
1998-07-01,2023-07-02,0.12448,0.09952,-0.89013,-0.60934,0.34412,0.21218,0.26654,0.16293,548346.22176,370202.70418,90000.00000,178,66,300,0.59333,0.22000
1998-10-01,2023-10-01,0.11936,0.09609,-0.89121,-0.60928,0.34179,0.21020,0.26380,0.16094,505506.38468,351011.52177,90000.00000,177,66,300,0.59000,0.22000
1999-01-04,2024-01-01,0.13028,0.10247,-0.89267,-0.60923,0.34183,0.20950,0.26449,0.16081,601653.22443,387561.90461,90000.00000,177,66,300,0.59000,0.22000
1999-04-01,2024-03-31,0.13907,0.10768,-0.89390,-0.60931,0.34111,0.20865,0.26452,0.16057,692965.71619,420472.10724,90000.00000,177,66,300,0.59000,0.22000
1999-07-01,2024-06-30,0.14416,0.11030,-0.89506,-0.60940,0.34045,0.20793,0.26466,0.16041,752242.31394,438067.65903,90000.00000,177,66,300,0.59000,0.22000
1999-10-01,2024-09-30,0.14739,0.11239,-0.89620,-0.60953,0.34117,0.20787,0.26587,0.16074,792659.84548,452747.19436,90000.00000,177,66,300,0.59000,0.22000
2000-01-03,2025-01-01,0.15052,0.11386,-0.89733,-0.60976,0.34128,0.20755,0.26647,0.16069,833939.42685,463340.16614,90000.00000,177,66,300,0.59000,0.22000
2000-04-03,2025-03-31,0.14139,0.10890,-0.87754,-0.58931,0.33593,0.20644,0.26122,0.15983,719300.31257,428536.10348,90000.00000,167,66,300,0.55667,0.22000
2000-07-03,2025-06-30,0.15308,0.11605,-0.86304,-0.58291,0.33104,0.20577,0.25624,0.15950,869407.48368,479700.81035,90000.00000,165,66,300,0.55000,0.22000
2000-10-02,2025-09-30,0.15873,0.12089,-0.80559,-0.55114,0.31658,0.20502,0.24577,0.15949,953191.60326,517955.92939,90000.00000,149,52,300,0.49667,0.17333
2001-01-02,2025-12-30,0.15594,0.12217,-0.69472,-0.55113,0.29075,0.20231,0.22644,0.15800,910895.20132,528611.71297,90000.00000,99,46,300,0.33000,0.15333
