,portfolio,acwi
2004-06,1.0,1.0
2004-07,0.9444417209754237,0.9682778074888538
2004-08,0.9477915896105965,0.9745651637788425
2004-09,0.9991666686299018,0.9950981342983737
2004-10,1.03392986681456,1.0196545694865096
2004-11,1.112619121449711,1.0756644120116494
2004-12,1.1439772718417842,1.1175921281966732
2005-01,1.1169210687197186,1.0941246886109903
2005-02,1.1951223238585567,1.1325388006639272
2005-03,1.1722831201828998,1.108037785099326
2005-04,1.1529709512581612,1.084337583094798
2005-05,1.1764252137216806,1.105397040037907
2005-06,1.1959908266791464,1.117060099810742
2005-07,1.2265892213782184,1.1586636111980892
2005-08,1.246124382539465,1.1680018177636522
2005-09,1.280034280521352,1.2034703768257304
2005-10,1.2570895281326881,1.1712798884957176
2005-11,1.2952553301146477,1.214532133683216
2005-12,1.3596591694643079,1.2447025767353963
2006-01,1.4209411812809971,1.306251610632809
2006-02,1.437062118356047,1.30486334906327
2006-03,1.5274227931276452,1.3328724267976049
2006-04,1.6157164133892075,1.3779119548440908
2006-05,1.5447404950420294,1.324753451949801
2006-06,1.5279984610450652,1.3247202001756804
2006-07,1.5429982644334792,1.334088887534187
2006-08,1.6170379395826602,1.3693496230080109
2006-09,1.6355552571483452,1.3856817860636275
2006-10,1.6824453971941093,1.437925865169598
2006-11,1.750785122694791,1.4792855302133936
2006-12,1.808354162997202,1.5126703114305748
2007-01,1.8482546870693821,1.5280464859802212
2007-02,1.8454810613637433,1.5205980885771848
2007-03,1.9438063512414292,1.551735604060042
2007-04,2.1029234576226328,1.6214812002782069
2007-05,2.143279188473308,1.671195373569828
2007-06,2.115648623215978,1.6668809558776674
2007-07,2.1347310020777672,1.6418118891718376
2007-08,2.1512122211395,1.6379657672985437
2007-09,2.3121484707528115,1.7264127154784246
2007-10,2.38070016990813,1.7941133275881664
2007-11,2.320313782226968,1.7155227594538955
2007-12,2.2810018580856175,1.6969848953816062
2008-01,2.0688558485997826,1.5583859588841817
2008-02,2.160689738021962,1.5635233579858296
2008-03,2.173324256581685,1.5412806920802589
2008-04,2.186599815755745,1.6283920273329586
2008-05,2.2327067028763414,1.655691733886052
2008-06,2.025580057657152,1.5202877386853912
2008-07,1.994976221522473,1.481286178622989
2008-08,1.932153042841001,1.4500073431001186
2008-09,1.5659850015346455,1.2693615382270709
2008-10,1.244341078986306,1.0181471557263713
2008-11,1.149766087533102,0.9519040797155865
2008-12,1.2274783575596968,0.9868738621658545
2009-01,1.1110851568927935,0.9028604838687332
2009-02,0.9701572144105812,0.8150176095853782
2009-03,1.0324341668462738,0.8825990695045209
2009-04,1.2044167415657632,0.9875943172718029
2009-05,1.3375934355065338,1.087169525857411
2009-06,1.3163085854133643,1.0815111822945387
2009-07,1.399187975575076,1.1770934070044863
2009-08,1.5027847837149306,1.2196833876907474
2009-09,1.594725046856396,1.2760312899194475
2009-10,1.5285400991367373,1.256570689115309
2009-11,1.5479557648543292,1.3088119972401029
2009-12,1.554406794983312,1.3363001305132136
2010-01,1.5103575253526762,1.2788105840397028
2010-02,1.5118480383795232,1.2955750201588883
2010-03,1.6264615516063368,1.3795606886442424
2010-04,1.6009332442293192,1.3826004549951096
2010-05,1.4660101675346293,1.2527384221478985
2010-06,1.4464776468356142,1.2145847823255738
2010-07,1.5782955006811985,1.3137997633582077
2010-08,1.583411868847576,1.2683944657963941
2010-09,1.7683070789713176,1.3901846304758054
2010-10,1.8317129543328932,1.4407107012522065
2010-11,1.7424848912246516,1.4092489809716722
2010-12,1.8742112187796975,1.512864280112945
2011-01,1.8413299548796198,1.5369496485010377
2011-02,1.9109029971276676,1.5823355491946143
2011-03,1.9306181909842512,1.5814128124627649
2011-04,2.044787860654664,1.6470241047652563
2011-05,1.9734782544245097,1.6131599438045017
2011-06,1.9423942840995105,1.5883679752163442
2011-07,1.9799621548920274,1.5630190394116652
2011-08,1.807198674484057,1.4494836276577174
2011-09,1.5645219781399025,1.3131624376875608
2011-10,1.6710195393203546,1.454208150564033
2011-11,1.5934573532786667,1.4114020333459874
2011-12,1.607473983399393,1.4090356154210644
2012-01,1.716415845578807,1.4913586952003834
2012-02,1.8779852040438831,1.5671450303838086
2012-03,1.8932285296848106,1.5783203974695401
2012-04,1.8881658979063216,1.5612927181385654
2012-05,1.6750601475424882,1.4227076365470248
2012-06,1.783963090201047,1.4936807774264786
2012-07,1.7955877543541547,1.5146210821789885
2012-08,1.8297446861993532,1.5483134423067861
2012-09,1.9267350619945771,1.5977283496313206
2012-10,1.9234736632730571,1.5874895741833224
2012-11,1.9848612387069475,1.6085573440699614
2012-12,2.080145555061671,1.6457716212733766
2013-01,2.173537010646469,1.7220622750309655
2013-02,2.2140481340096985,1.7225749065486597
2013-03,2.238905505802579,1.7548928600128018
2013-04,2.3360795965979175,1.8062058894433928
2013-05,2.238462252825892,1.8027698727842543
2013-06,2.1492291634002254,1.750811204739486
2013-07,2.1981144712777008,1.8351875815707583
2013-08,2.1036307231320155,1.797723916061438
2013-09,2.274984881040251,1.8912750115688461
2013-10,2.3714488553700703,1.9677125273288019
2013-11,2.3104632120715305,1.9964115793761412
2013-12,2.269227968850469,2.031542078734659
2014-01,2.18438193304579,1.950731954677832
2014-02,2.2835845697140815,2.0459428679100986
2014-03,2.302415416110663,2.0561289947157393
2014-04,2.3412660142215724,2.0767894303693994
2014-05,2.345390993901583,2.122762779072442
2014-06,2.430082851282546,2.1636513773161945
2014-07,2.295208728489251,2.138064137130317
2014-08,2.2633292798015345,2.1861711413394374
2014-09,2.1833836615265265,2.116120737191833
2014-10,2.122372636078351,2.1315024537038325
2014-11,2.156253426600126,2.168068321311894
2014-12,2.0275181389268484,2.1271353873693144
2015-01,2.0099562010715366,2.0943546800486588
2015-02,2.1874800065195203,2.211908014508858
2015-03,2.159455348064218,2.178955506355246
2015-04,2.2793345467540718,2.2432478116176164
2015-05,2.2725381063209253,2.242064602655155
2015-06,2.215745688869776,2.190274964462167
2015-07,2.2845458181806193,2.2100930218381034
2015-08,2.1377634099252045,2.059484652920753
2015-09,2.0386475396079398,1.9857848665634015
2015-10,2.195697095445605,2.1421651892718696
2015-11,2.161931613167645,2.125428462964451
2015-12,2.120511359128057,2.087992507266898
2016-01,1.9332179597725805,1.962555731358917
2016-02,1.8846942025314375,1.950147277649543
2016-03,2.02083030373347,2.096014497773517
2016-04,2.0931787191338653,2.1281911311976462
2016-05,2.042292270703321,2.132677349722764
2016-06,1.9218468614047344,2.1208895957969762
2016-07,2.0407626183175784,2.2129305065630693
2016-08,2.0543480210407177,2.221451273681498
2016-09,2.086296612720585,2.2360294056522476
2016-10,2.118058295031002,2.1986128468229316
2016-11,2.068820164163199,2.2163997749963285
2016-12,2.1770803735978546,2.265157959781979
2017-01,2.2216898806855294,2.3275798527500604
2017-02,2.2299009008555797,2.3939116001585004
2017-03,2.3233490895929507,2.424794185373099
2017-04,2.42857007649724,2.4637043030566694
2017-05,2.571100333988723,2.5202877386853912
2017-06,2.5876920994088377,2.5327931767359506
2017-07,2.7218912543136526,2.6044978566460597
2017-08,2.7507003561103165,2.6157508112047396
2017-09,2.8328027841313546,2.667263351280055
2017-10,2.8859410959460154,2.7232648808616644
2017-11,2.935672883055362,2.7772269682972044
2017-12,2.9396671210155128,2.8229370737884576
2018-01,3.1849768233406643,2.982783893949008
2018-02,3.044753217880998,2.8586688760623247
2018-03,3.0007601716957577,2.7991869941227487
2018-04,3.064075358302278,2.8274981088053464
2018-05,2.8984251325350616,2.833466802260012
2018-06,2.851907256960971,2.819251668823413
2018-07,2.938722743992231,2.9051881080571818
2018-08,2.811703279671176,2.9293150411629254
2018-09,2.8819009752541107,2.943264160406558
2018-10,2.6425592661084947,2.7233452393157886
2018-11,2.6077770949217935,2.7644665999783857
2018-12,2.4311945445149314,2.570872000066503
2019-01,2.607195405186793,2.77465826874638
2019-02,2.6710188803820567,2.850131483056835
2019-03,2.67104043202177,2.887747552530875
2019-04,2.769675466207128,2.9867824197870214
2019-05,2.580534645729115,2.812096995425109
2019-06,2.7589862749774667,2.9975449106774206
2019-07,2.7219701792003033,3.0073597260053804
2019-08,2.649787887330363,2.9373924512930776
2019-09,2.739698516547174,3.0005486542729902
2019-10,2.8339960410900655,3.0834425561747145
2019-11,2.839398582141296,3.1600324758993903
2019-12,2.9248313344522714,3.2726285250344285
2020-01,2.8476472333275162,3.237301286012363
2020-02,2.6019690416610715,2.977078443706131
2020-03,2.077928128354276,2.5769653876741208
2020-04,2.248295280396565,2.854326748558396
2020-05,2.339269155522233,2.9801930265487697
2020-06,2.3984641677705607,3.076714613877627
2020-07,2.422634876670665,3.2406652571609067
2020-08,2.5487374805668894,3.440234092489808
2020-09,2.4455372639093342,3.330583596345629
2020-10,2.3879770806535054,3.2504329658088627
2020-11,2.8740701161178204,3.652294510963386
2020-12,3.032621045915372,3.8232114009249525
2021-01,3.0013593295965353,3.8067462307728532
2021-02,3.1208593759277856,3.8960577250798725
2021-03,3.195358529788694,4.002189075129611
2021-04,3.2885631952892087,4.178828041221115
2021-05,3.4942276420614906,4.2461074641919945
2021-06,3.4085602257126686,4.303458461606669
2021-07,3.4044852191043598,4.334357672708328
2021-08,3.4949853509787956,4.444193824591348
2021-09,3.4952063295536675,4.262508901777029
2021-10,3.5723750786047606,4.481175339375918
2021-11,3.3979989856392527,4.37462834214967
2021-12,3.567036043884916,4.551017919935268
