date,us_20y,us_10y,us_2y,eu_30y,eu_10y,eu_3y
1998-11-30,,,,256.5791077569912,370.147012276228,222.89334918759806
1998-12-31,,,,277.7992894831356,383.05863193370095,225.98439756865693
1999-01-31,,,,278.31542807179295,386.566348358086,227.5021528895666
1999-02-28,,,,271.60972571899566,383.72416160179165,227.61564379781348
1999-03-31,,,,262.415421731939,378.36330101088896,227.81056138529013
1999-04-30,,,,269.2639489043046,384.56648167562406,229.87413723002888
1999-05-31,,,,263.6779762566068,380.69549619302967,230.46911676763648
1999-06-30,,,,255.1139971921379,372.0266942010911,229.00914915617562
1999-07-31,,,,250.03255250578187,364.19427083900774,227.55020147625234
1999-08-31,,,,244.82039461048007,360.199454465727,226.87990712284784
1999-09-30,,,,242.25771005504797,357.68288601171554,226.98800091125557
1999-10-31,,,,237.83105638253153,352.8131891209026,224.66875172561603
1999-11-30,,,,248.3377222362163,361.7655994513798,226.4135086503453
1999-12-31,,,,246.60740905035735,360.1927173099779,226.29822227874698
2000-01-31,,,,236.5026400037723,351.4182618681115,225.69324868729112
2000-02-29,,,,243.47713391099208,353.6205958698657,225.23891337343372
2000-03-31,,,,248.8280426067745,359.2129790893781,226.4970623021143
2000-04-30,,,,254.10469718915027,363.8376323159421,227.50451689819673
2000-05-31,,,,251.14315574079444,360.0717251818002,225.8080074976981
2000-06-30,,,,255.63357029966994,365.9105152691461,227.02397750639747
2000-07-31,,,,255.04743049562998,365.320360034371,227.14297345997724
2000-08-31,,,,259.7126709128934,367.7619574729456,227.77219317824665
2000-09-30,,,,256.2276855464163,367.51829224669814,229.10703060542625
2000-10-31,,,,255.8964307732141,370.6788682015197,230.54531038092998
2000-11-30,,,,256.93296900609494,373.1984741179624,231.93548639524522
2000-12-31,,,,263.0982371991194,381.94041180476785,235.25522079089043
2001-01-31,,100.0,,267.61720072947656,386.927439944282,237.63313817542576
2001-02-28,,102.50242069971831,,269.68283880613967,388.54317219274577,238.35716430378113
2001-03-31,,102.83457018500317,,271.20637609143546,391.7592039053308,240.1511336073904
2001-04-30,,99.98880491249349,,268.51632898811397,388.8940836617928,240.67725888359814
2001-05-31,,99.82272591288594,,264.0372735552054,385.70524015376844,240.95571126027687
2001-06-30,,100.33862992981294,,266.4448103113183,388.85682456747924,242.92899291524787
2001-07-31,,103.46674292670694,,268.88443788602234,390.06199811806346,243.83337695942652
2001-08-31,,105.65345355559803,,276.8415825980264,397.7541223725132,246.06280365842173
2001-09-30,,108.13774833639856,,274.34400094874,400.0034326617639,248.98405850427133
2001-10-31,,111.11934090397062,,285.4763110499556,408.83058914415926,251.53647370548904
2001-11-30,,107.37340276654841,,297.2751374083672,415.6669514152824,253.40320485744456
2001-12-31,,105.41068331322863,,294.90812967589693,409.4401825803503,252.08362715437605
2002-01-31,,105.84601769701072,,293.31412919387674,408.1518113449355,250.94075615204076
2002-02-28,,107.83532261418996,,292.34379587362355,408.08936299565147,250.27206779109744
2002-03-31,,103.88512720261822,,286.5857613526382,403.3326965633477,249.77308130247326
2002-04-30,,106.80127115018456,,286.92542640205244,405.31137137565804,251.05247180545723
2002-05-31,,107.49066776377359,,289.5936479999696,407.0312896536274,251.76480487911462
2002-06-30,,109.76239427770442,,297.46805393086373,413.46906120439473,253.82790036532057
2002-07-31,,113.21614026747092,,304.32871385851973,419.8458929367598,256.5657457219124
2002-08-31,,116.98503563680381,,314.8185075147146,430.71807009751814,259.7609208405817
2002-09-30,,122.27735969306366,,321.99653766256927,439.4834482489878,262.6011979533574
2002-10-31,,119.67544238855312,,316.6478034909577,436.4101448985669,263.64845494888726
2002-11-30,,117.29438678865418,,316.66038518683007,438.83824301745466,265.0877580246025
2002-12-31,,121.41598830237336,,325.4942829394248,446.97616378095137,267.4708944359733
2003-01-31,,120.1338448054106,,333.8225112892034,454.74316027510093,270.09394133862855
2003-02-28,,123.37478457651186,,340.738214659008,464.31913842529,272.2621084872274
2003-03-31,,122.54696587451906,,338.7597172106857,464.8667268976487,272.6656677799877
2003-04-30,,122.3357420548494,,335.6451301158074,461.763274608873,272.53889508332355
2003-05-31,,128.01424640136378,,349.2371350986718,473.6680939163579,275.58088579736096
2003-06-30,,126.57440116185832,,357.60140500057236,483.4360662239949,277.8127974914077
2003-07-31,,117.48423735308722,,341.9076867867443,472.9559964708243,276.32719674177144
2003-08-31,,118.28538552728457,,340.8262942446129,468.4945675189624,274.1569791557639
2003-09-30,,123.39452319489332,,339.441189465361,469.354778721098,274.6967025079339
2003-10-31,,120.1752654873607,,338.7629556343912,468.49470555410863,275.0153642520312
2003-11-30,,120.50530241489338,,336.77718451751053,465.417603123579,274.7557126130422
2003-12-31,,121.60336686028023,,339.6266858883016,469.05994197414753,276.1538271639883
2004-01-31,,123.09711006572627,,344.2560024532749,476.06112663086117,278.7198875420066
2004-02-29,,125.20282664723372,,347.7952404612077,476.7490697088917,279.4235918214479
2004-03-31,,126.93221883898727,,356.60263746853747,485.07359978679574,281.89878527704064
2004-04-30,,120.6574405889767,,350.8741375065587,479.7310236833031,280.9442326803304
2004-05-31,,119.88015103426672,,345.900723829956,476.07249452700114,280.23662148637874
2004-06-30,,120.71082032243142,,347.3898865337325,475.91907542396,279.0545418251403
2004-07-31,,122.30480241838868,,354.13759538122935,481.58851424955276,280.7234867287642
2004-08-31,,126.37705742431775,,363.033358681467,489.56497621882704,282.76476762143585
2004-09-30,,126.70286044620565,,368.6710526964764,492.302842073106,283.3105412497747
2004-10-31,,128.04841028765236,,375.54553654674766,498.81823458792996,285.2835841205802
2004-11-30,,125.33065189150987,,385.11825667479917,505.69151356681425,286.6971859839484
2004-12-31,,126.97469367393974,,401.4814178858661,515.9145326913002,288.0089904817794
2005-01-31,,128.43085897076267,,411.3429970311079,520.9004514346508,288.3949498636673
2005-02-28,,126.62920628007615,,420.6406656546479,523.8949848671564,287.9108473605904
2005-03-31,,125.68661584046394,,408.16892215369273,518.7125705169109,287.97655685182355
2005-04-30,,129.05503592597253,,417.4802288913512,528.166997763817,290.01424799468
2005-05-31,,131.68290388451462,,429.8549832296821,534.127557965452,291.8576778023994
2005-06-30,,132.75247753352645,,441.5238151778468,542.2260456534322,293.9269553463536
2005-07-31,,129.59386751027228,,438.43728454767034,542.2406384551609,293.3190378958527
2005-08-31,,132.75938858179413,,441.7074298944163,543.2962208667755,293.4104576219976
2005-09-30,,129.8300616514862,,456.0855045430786,552.180028922763,294.6025451782613
2005-10-31,,127.9509503309556,,450.02702881785325,546.4705803568646,293.11158109756013
2005-11-30,,129.23344317705423,,439.90194691355885,538.5766382002912,291.7116405196924
2005-12-31,,130.72879670367996,,450.50170451121807,544.7143837758753,292.06241067155514
2006-01-31,,129.76093557122755,,456.6054772434955,546.7352712592939,292.4384698835886
2006-02-28,,130.03736461961125,,445.8253636241319,541.4458482906413,291.79374382271027
2006-03-31,,127.40619247381599,,437.05015606682457,533.2120870386549,290.78406663976784
2006-04-30,,125.86489424007563,,413.9387598123117,522.2189332110052,290.10512629900165
2006-05-31,,125.90457035540999,,409.14791149432915,521.4139332049292,290.6888547629139
2006-06-30,,126.14179920887318,,409.4148308787435,522.8252034901554,291.1419077647999
2006-07-31,,128.22026202124826,,410.9068980870872,524.1721197707355,290.8500029326547
2006-08-31,,131.23250411078266,,422.53162572104463,531.7034730872838,292.2343200049456
2006-09-30,,132.76465462808596,,437.5122553466216,539.2850812049511,293.24090752660175
2006-10-31,,133.5788632811479,,440.7406432780642,539.5873678229989,293.6110554026403
2006-11-30,,135.65983031845593,,451.3121664999687,545.7328879769817,294.66229153558885
2006-12-31,,133.51482829089917,,447.8162754904815,544.5434485117021,294.9908815925611
2007-01-31,,132.78833352101265,,433.9449377397275,536.5892130980129,294.57020406170477
2007-02-28,,136.12179518391625,,433.6105582806576,537.7218277451624,295.4191221207241
2007-03-31,,135.6724226577832,,438.5610795646512,544.0643539294853,296.57063701894936
2007-04-30,,136.39924942318407,,425.44464627397514,537.5722494639355,295.9986148671873
2007-05-31,,134.0750625755242,,421.05185686389535,534.43895668121,295.8068033380004
2007-06-30,,133.27507731193967,,405.0017645206802,524.6949011437553,295.05005167011313
2007-07-31,,136.4053046858223,,408.30728492902045,527.2112482899552,296.06185054658556
2007-08-31,,139.50583886463536,,417.76371130459194,536.5558559332296,298.7945098994284
2007-09-30,,139.47698163657228,,419.69706070095265,538.9829409001334,300.8237950095912
2007-10-31,,141.20694719118697,,420.42869612572304,540.2650826906639,301.802110033391
2007-11-30,,147.5346645443001,,425.07156754188946,548.3186172625499,304.24130584678164
2007-12-31,,147.18365298333836,,420.6483428607596,546.4733601764758,304.5074942541516
2008-01-31,,152.13039088355637,,424.44183122497907,554.5247858039203,308.16043714614034
2008-02-29,,154.34456332347904,,423.9894654218171,558.4706408483651,311.57171296689586
2008-03-31,,155.8138432444108,,420.8044323190857,559.4401473824526,310.50626728269714
2008-04-30,,152.19163142845218,,421.0707869918855,554.6600131269751,308.9272005233162
2008-05-31,,149.1162278529499,,418.4918010330511,549.3321028680756,308.0209984767626
2008-06-30,,150.45301092678693,,408.5172983284214,534.5457867656625,304.07324409449507
2008-07-31,,150.94434538106407,,406.87393846326023,537.2185450164088,305.86429114178304
2008-08-31,,153.3996044671794,,419.88697486379164,551.1262784447833,310.6117322344981
2008-09-30,,153.63178405807633,,417.19278840465415,553.7069310727912,311.9084352267652
2008-10-31,,152.13667568558014,,430.69413051673496,556.9112083606916,316.8441455011835
2008-11-30,,166.6031126693676,,427.891337091387,560.7041563021688,320.0899430222258
2008-12-31,,176.97550653216868,,433.3971438502661,574.956900568612,321.94890371906
2009-01-31,,167.94890837669956,,416.0529283421018,570.2041373230958,327.07777782212145
2009-02-28,,166.21374479946186,,422.8444901760269,576.1800877297958,332.5290497219496
2009-03-31,,171.05554601279354,,416.6292231362946,581.8298763346097,332.21855449184307
2009-04-30,,164.96985808699748,,429.55650284346484,588.6647569995878,334.9300087397219
2009-05-31,,161.1677423871254,,430.6370651101383,588.0126872670562,336.84504633315333
2009-06-30,,160.82901104158304,,420.0638691745996,581.3427228225291,336.6268294867961
2009-07-31,,161.42733806407378,,430.3201568653123,594.2590379883056,338.6564794921886
2009-08-31,,163.50144060646608,,452.79600617029195,608.6343354951704,339.494315689129
2009-09-30,,165.18469244583503,,455.49272161422067,612.0245943282638,342.3953389593379
2009-10-31,,164.26302139409495,,461.9920816021741,613.4165092873633,343.4525787310108
2009-11-30,,167.475997572003,,467.13783048540466,617.6885927582621,344.54920856391425
2009-12-31,,159.2175279265049,,475.1429100514835,622.1884809742114,345.4665843716411
2010-01-31,,162.59407466025755,,471.9858784404665,620.7034038323822,344.1641146479926
2010-02-28,,163.34504942787248,,475.38143819836864,624.3090228977055,345.5502723819272
2010-03-31,,160.777484791147,,476.80887242651784,631.5135399895461,348.610459346594
2010-04-30,,163.25632714514114,,481.2863073847245,630.9927620565076,348.9469678236722
2010-05-31,,168.92327827191338,,476.8669849890059,633.5985786689229,347.4080849465093
2010-06-30,,174.2544986178761,,465.6961896295315,629.708191434988,345.8209339977311
2010-07-31,,175.12415294708964,,474.0398831073464,635.6911856135447,347.1201946966033
2010-08-31,,182.71014392164375,,495.7372073006808,649.358445158166,349.4256299394596
2010-09-30,,182.13099627630933,,494.52665416261874,648.2102557052078,348.7190611985384
2010-10-31,,180.93863794633862,,501.6292953243105,653.5339244649327,349.9402933545054
2010-11-30,,178.54515701049033,,480.53021778297756,635.5382877269618,344.9613545435214
2010-12-31,,171.659108961472,,459.9743449861728,616.8868723774088,342.64649361606666
2011-01-31,,170.41593126517103,,454.58724008360497,613.1577817200468,341.91494627969
2011-02-28,,170.89416585704683,,453.9502038867412,615.2121375839914,343.12913878597277
2011-03-31,,170.66691400479326,,448.80705953318136,610.9502873419493,344.0008067114697
2011-04-30,,173.28641358683805,,451.5746581091074,615.0142301291037,342.65260946291846
2011-05-31,,177.71167929807913,,458.3172137162611,621.4826147981333,343.1313944631598
2011-06-30,,176.21807522026788,,455.65354788373907,621.0337071398429,343.2832490458736
2011-07-31,,182.10108622589473,,430.6573892255822,593.2851373975333,336.439378152609
2011-08-31,,191.98936719072455,,430.6087678162222,604.5823124285212,339.29480400856977
2011-09-30,,197.67097976651573,,407.5337074645116,585.9030335371777,336.54645903761536
2011-10-31,,193.61728398286328,,404.5810171811305,578.9271959309701,336.11079861052235
2011-11-30,,195.51113996672464,,378.78207059905407,537.9664535640195,321.03460963173455
2011-12-31,,199.17773222357832,,398.4798033757746,550.3246648790143,327.36907651444227
2012-01-31,,200.56368770791693,,399.93127941663676,564.1676216671927,338.4834453483754
2012-02-29,,198.18202791496375,,445.2988445028254,608.9124900688278,354.2716717397859
2012-03-31,,194.14113176668639,,469.24783054565063,634.8587989343453,361.8214430380472
2012-04-30,,199.35739980204394,,444.0804752055217,607.8931010694095,352.7424817727257
2012-05-31,,206.2154992593485,,448.01472732011274,605.8651664115632,351.53951833178854
2012-06-30,,204.99043243606434,,440.87880881393914,603.3523818865643,345.3351484295461
2012-07-31,,208.27352214939492,,432.8235058254784,602.1827355807065,348.5056417701292
2012-08-31,,207.3944004835152,,439.36521037866214,612.8418625929039,356.393898688847
2012-09-30,,206.15734689853826,,470.824615979364,642.095778374692,366.91133956093984
2012-10-31,,205.1331884668433,,488.3035810418198,659.7275472772276,369.3128472661279
2012-11-30,,207.29040774422506,,499.3205669319748,667.5623645263402,371.71351668949524
2012-12-31,,204.57718190952556,,529.6422065822406,686.4324258492464,374.7203409534211
2013-01-31,,200.5053521121247,,548.8402889509886,707.2563123265023,379.6518912033806
2013-02-28,,203.17702832140708,,536.1879815410122,693.8259035497399,376.80064371652435
2013-03-31,,203.85903821959826,,525.0704808901612,688.3829852240543,376.25688989095715
2013-04-30,,207.3125002209779,,551.2688722007066,710.8332860644105,380.43437645835917
2013-05-31,,199.17201639338904,,575.0028876127044,731.3168263786243,383.30594753488333
2013-06-30,,193.30359003795573,,551.1661768016792,709.694840050119,379.35130543714087
2013-07-31,,192.36814435995458,,545.0192131473207,710.0246670685065,381.1564540638913
2013-08-31,,189.81425214091394,,553.4220039899369,712.5425992117466,382.9973109647246
2013-09-30,,192.54093135357186,,547.7324841857936,708.297721593117,381.2179091388569
2013-10-31,,194.12633497024657,,562.9055140153164,727.464905903965,384.12412261949595
2013-11-30,,191.53978475619724,,570.4547618806042,738.8929788145317,389.3538562454001
2013-12-31,,187.27799653784072,,576.4907427920081,740.2483129844678,390.3952466913624
2014-01-31,,193.71451760193574,,597.1670871016366,757.6359869280323,393.3569769695949
2014-02-28,,194.3072855642959,,613.9529235852357,773.3680936192466,395.93025210253523
2014-03-31,,193.5648660101371,,635.2358176592965,791.846012428023,398.8613625053593
2014-04-30,,195.00016453907583,,652.8769261940381,805.4060061117522,401.2118855052005
2014-05-31,,198.6512848669591,,663.1440158070043,814.6557495075689,400.58427163587004
2014-06-30,,198.19556107938385,,678.2432499182364,830.8533333190746,402.60912403053345
2014-07-31,,197.75115302329496,,685.8737647682742,841.8138637843607,404.7413508986576
2014-08-31,,202.15379188970766,,708.1747505830697,855.438680140253,406.4584103679124
2014-09-30,,199.56261017812616,,726.2279759581371,874.6681177614812,407.67710483594436
2014-10-31,,202.9474118499027,,721.2795861137381,874.585089940277,405.44200651829846
2014-11-30,,206.3880910669104,,731.1775935175036,886.5899425414522,405.6878469906801
2014-12-31,,206.94172891483876,,783.0078578194322,912.0351563037068,406.4122942179529
2015-01-31,,216.50498512537678,,833.4997987680041,937.2904256562247,408.49648837363105
2015-02-28,,210.62900427456896,,902.7081408623679,951.0366358946907,410.5744654395823
2015-03-31,,212.10712295152084,,993.7585158530349,975.3660708326502,412.5147787041635
2015-04-30,,210.37224896839433,,977.5675602791314,970.7308198243281,412.70983842650844
2015-05-31,,209.42352957980594,,860.5493052796091,932.0828645707759,411.7195337771693
2015-06-30,,205.57256027676087,,803.9524238742517,901.6427248573691,409.6055029648794
2015-07-31,,208.6917686779185,,823.2639467802654,915.8759574458684,410.74602712179194
2015-08-31,,208.886516270789,,870.4947701022794,934.1839238544527,412.80907357047494
2015-09-30,,212.0522308755617,,854.1204178919047,928.7804415932012,412.85316665622634
2015-10-31,,210.53790090924267,,897.6348480456082,949.1051813877598,413.86735029192056
2015-11-30,,209.98478188801454,,903.7698989269824,961.3296828952797,414.90727766045507
2015-12-31,,209.25993849917307,,912.2069065972436,961.8373982726283,415.09705487107635
2016-01-31,,215.82775423880696,,913.0830884740761,966.9895358702968,416.044943924901
2016-02-29,,220.074552745563,,903.4211404061601,966.0823327385847,415.6792290458577
2016-03-31,,219.59727127801102,,940.9141307751265,983.6442730733124,416.75661291566945
2016-04-30,,218.9327697356915,,940.5498356967435,978.7500159484285,415.97636352252783
2016-05-31,,219.06705215548124,,921.8678958970225,972.3556366369293,415.9900744449488
2016-06-30,,226.42066155559422,,948.7990688149134,980.0831485927577,415.8395974269497
2016-07-31,,227.32282981166267,,1005.9212509988486,1001.8483655082916,417.01013304982774
2016-08-31,100.0,225.11165081303508,100.0,1035.1708000233991,1007.6114860362496,417.3387190303498
2016-09-30,98.68886879127683,224.99606100958889,100.12329329275182,1001.5169473356667,1000.2191361894916,416.9610597288236
2016-10-31,94.76828111602832,220.43937315858156,100.01671657778401,960.5225299565485,984.3446049824842,416.05955534804355
2016-11-30,88.02597923329074,210.55564940463148,99.61643325541824,865.5569890009386,942.1937047374979,412.9807252954104
2016-12-31,87.42499069399895,209.49974309035747,99.53919790589053,871.5870291634172,948.48841980958,415.3112288714218
2017-01-31,87.75804501560985,209.9227425593422,99.656950619613,854.4148536591804,941.0926162993292,415.78524204454686
2017-02-28,89.02954921147973,211.99998984659183,99.69892952647886,819.023342731836,912.9092925087245,413.6601197135324
2017-03-31,88.41728019040754,211.67189546259408,99.70590071790157,821.9973305978359,910.7881939170557,413.3258333440667
2017-04-30,89.83515091306808,214.1356627096329,99.79204930810779,834.7437583199033,924.1036552746616,413.22705811347817
2017-05-31,91.00071281831976,216.05088752115637,99.89787474387356,833.951194523918,930.9651629130959,413.463637458403
2017-06-30,91.05560914644126,214.54921684863558,99.81607854227838,844.3641719317452,944.2923048276597,415.00888189410864
2017-07-31,90.554367927047,215.14625414880092,100.00522397608465,823.5406325214677,931.0825916581078,414.8639268792407
2017-08-31,93.43393969575563,218.98563590296885,100.13502371466008,843.2880384594276,942.8293009594252,416.0258106561009
2017-09-30,91.32917617438295,215.33816051818116,99.98222183171914,836.2700840585458,944.5021074676911,416.6191823527436
2017-10-31,91.10753561883381,214.81060153088228,99.86038236079051,841.6607312070113,949.1363204297315,416.60118137991196
2017-11-30,91.44667101330943,214.48243206359058,99.65667690054867,885.2755921941309,975.1449431441345,417.8934686398361
2017-12-31,92.63350271204501,215.28487622792946,99.59877769731474,886.6122575531654,976.0885687170277,418.21855237711
2018-01-31,89.34086744317639,209.7920993827557,99.29137227599466,862.7191624842516,961.0171077874926,416.75896702781347
2018-02-28,87.03564452115721,207.5787400697326,99.26397498194363,879.4046609618848,954.3506283111177,416.80945289726066
2018-03-31,89.47705613034856,210.3848648045895,99.41135828448718,904.8655970746368,965.8187931989607,417.6562731661825
2018-04-30,87.5652506613563,207.10768326755775,99.19285577395218,932.1859508272848,984.1261867311714,418.24433285292
2018-05-31,89.09161603469566,209.73338484982682,99.56175216525658,879.1268679436818,950.2470809669244,411.71359123624984
2018-06-30,89.30483413546267,209.86369726348386,99.53776703996576,827.714624351264,905.9296937340529,403.7973411952952
2018-07-31,87.93335339101344,208.3964417678261,99.46887680151238,839.6510674223654,915.8827041861034,405.8686088005089
2018-08-31,89.20064001170488,210.68137080908036,99.77938389028235,811.2666675843889,878.0191299977278,400.6732709297197
2018-09-30,87.06367779192811,207.7950741147129,99.64547821765888,825.7305520559321,895.387743276147,404.0150737176034
2018-10-31,85.15161770040396,206.56922176635499,99.76583078018069,773.1403140775102,859.76479728386,395.32861129500975
2018-11-30,86.74768117563919,209.55210329056112,100.1300089476389,771.0083992631504,867.8354288962674,398.66059987818386
2018-12-31,91.14229495324413,215.84066507256935,100.95364880480487,813.8036174056696,900.7904666323166,406.15353742068027
2019-01-31,91.90679400747393,217.4364005855971,101.21601827617737,826.3985262448108,918.8203006583426,410.0947018824182
2019-02-28,90.61287807381115,216.0401609572985,101.28935175433396,809.6364767595638,917.5913780762517,409.3664033964163
2019-03-31,95.14418202427372,222.5601841614185,101.96961901899077,819.0336624250942,929.3915619429521,411.23459780313203
2019-04-30,93.61704377076967,221.06955389224717,102.16053329435472,839.5178626403863,937.2520966146631,409.1064743604435
2019-05-31,99.12083259853961,228.76670347306867,102.96129008811879,838.6934640238765,937.1318544061119,408.36111235176753
2019-06-30,100.57069436423481,232.02616459380252,103.51211255712398,891.7050488854063,968.8374170163581,411.6919026373342
2019-07-31,100.7622729758918,231.9960742301522,103.3914892249596,995.6404763496679,1026.0578996059078,418.1992289747111
2019-08-31,109.84424236541457,243.4233618041737,104.30949223591129,1058.9877572491253,1051.0793191856976,419.4475027086217
2019-09-30,107.12514564258966,239.75345030508038,104.18505979903242,1169.1355726975114,1102.0988265020558,424.2735301720821
2019-10-31,106.24934592788145,239.8693138066044,104.54048402401305,1157.8902950851266,1092.4177344777297,423.566536293634
2019-11-30,105.22089059112412,238.25766937240152,104.49574921957723,1097.3719416939741,1066.7702549956157,421.4197810423164
2019-12-31,102.38707372613592,235.62197749650008,104.69367115439685,1062.2291969237747,1057.6498844665537,421.2884364165189
2020-01-31,109.70100009067741,244.83193837113535,105.32277795051787,1085.3319018509922,1068.166461056939,422.0484470434572
2020-02-29,116.83823860342936,253.82010001550378,106.37606866680554,1169.686312045774,1101.4388441958567,424.43670803533
2020-03-31,123.39416808074242,264.47936568798025,107.73242013444447,1094.2991229129589,1042.4316515858006,415.9293019012862
2020-04-30,125.71909704797585,266.15324307211023,107.81481588040617,1037.8871505007417,1020.4836269144356,413.2186977883054
2020-05-31,122.9427234845404,266.039962439383,107.91523741134698,1039.1681440867387,1025.4177251673511,415.44636107774534
2020-06-30,123.06296821647791,265.929070635687,107.92961556873,1087.706254074981,1055.7736292629359,420.4451000694123
2020-07-31,127.61707471231206,268.8905907390732,108.04726579713467,1154.0536282811186,1082.465138698752,422.3559176488807
