market,date,cape,fwd5_ann,fwd10_ann
Asia ex Japan,2011-01,22.6,-0.01250567867752872,0.07333619501551736
Australia,2011-01,17.3,-0.014340058731017735,0.04903024691391544
Austria,2011-01,12.8,-0.09771977759628347,-0.0018191031093499621
Belgium,2011-01,8.4,0.13081185422288333,0.055430947189555324
Brazil,2011-01,16.0,-0.20126014807729742,-0.03662703162314562
Canada,2011-01,22.7,-0.04861828314879302,0.028260143471205534
China,2011-01,25.2,-0.016947984615934275,0.08666153943244193
Denmark,2011-01,26.0,0.11719590385611922,0.12325985339024159
Developed Markets Large,2011-01,19.5,0.06392696991663405,0.10126114455858093
Emerging Markets,2011-01,19.0,-0.052288174610300886,0.04600032816354371
Europe,2011-01,14.6,0.022742607505713774,0.0538020178026426
Finland,2011-01,13.1,0.026347599742717165,0.06669477430585702
France,2011-01,15.3,0.0151773145734857,0.05852869105268321
Germany,2011-01,18.2,0.023511088496527943,0.05588367035195585
India,2011-01,23.9,-0.01061756167581096,0.04626159201724622
Indonesia,2011-01,23.9,0.00021020289785078639,0.02670019608379315
Italy,2011-01,10.3,-0.0484366816458468,0.01081280333872825
Japan,2011-01,22.9,0.02807194869926044,0.06682298365926664
Netherlands,2011-01,12.7,0.05281964119268734,0.1062705809130966
Norway,2011-01,14.4,-0.04790379066413841,0.0230353432688013
South Africa,2011-01,18.0,-0.035841438695145444,0.015342793605762184
South Korea,2011-01,19.2,-0.0298390285501835,0.06884811416076575
Spain,2011-01,12.6,-0.04182163261685945,-0.003694698640745786
Sweden,2011-01,21.9,0.010492835929005073,0.06849031975137909
Switzerland,2011-01,18.8,0.06590969494291365,0.09104965162537981
Taiwan,2011-01,22.9,-0.013508681858748206,0.11153323550672134
Thailand,2011-01,18.2,0.029065369699633248,0.05766479987559503
US Large,2011-01,23.2,0.10776207610708921,0.1373984458538684
Asia ex Japan,2011-06,21.4,0.003375258338279341,0.0733608487314783
Australia,2011-06,16.3,-0.0035867408130811906,0.05312322180542517
Austria,2011-06,12.0,-0.10756865544643568,0.011342912677334338
Belgium,2011-06,8.3,0.12261926616945762,0.058119431094806995
Brazil,2011-06,14.2,-0.12948395296732196,-0.021502953005645642
Canada,2011-06,21.3,-0.020605873957037613,0.046631379135186446
China,2011-06,23.2,-0.0023623680347321097,0.07925245150528326
Denmark,2011-06,23.2,0.12388633361732704,0.1376290979341006
Developed Markets Large,2011-06,18.7,0.07234766860462116,0.11263109599278409
Emerging Markets,2011-06,17.7,-0.03443049809968424,0.04653077176201892
Europe,2011-06,14.1,0.016229766806231893,0.062000338907683084
Finland,2011-06,10.9,0.04107797432253446,0.08517214182707078
France,2011-06,15.0,0.0006844313732710106,0.06720325469630328
Germany,2011-06,18.0,0.007157464592352669,0.05728185607426317
India,2011-06,24.1,-0.004422248720735489,0.05575650029247847
Indonesia,2011-06,26.5,-0.018214928878018677,-0.006296380708220806
Italy,2011-06,9.4,-0.06449791693739648,0.02457807075092644
Japan,2011-06,20.5,0.04453417312219066,0.07470940695180728
Netherlands,2011-06,11.9,0.052427822463933405,0.12175794140968033
Norway,2011-06,13.6,-0.042215087501612514,0.03161028145257383
South Africa,2011-06,17.6,-0.017539711243920175,0.013727435574646396
South Korea,2011-06,18.0,-0.02198398878420349,0.06847713227390928
Spain,2011-06,11.4,-0.052888524221215705,0.0050939513977248385
Sweden,2011-06,20.8,0.012502341817543172,0.08146107437407446
Switzerland,2011-06,17.7,0.056916089338450826,0.09388052200584518
Taiwan,2011-06,20.9,0.024519480854612086,0.13033429195669233
Thailand,2011-06,18.2,0.03558339119214149,0.04495439703807258
US Large,2011-06,22.7,0.11967127079073814,0.1501694131476523
Asia ex Japan,2012-01,18.2,0.04245504346207962,0.06881655388833008
Australia,2012-01,14.6,0.03575697895988772,0.04964757457594726
Austria,2012-01,8.5,0.026275224093132987,0.06917625234577063
Belgium,2012-01,8.0,0.14036204096535387,0.06456643651694827
Brazil,2012-01,13.4,-0.07229828685937623,-0.02942692165531957
Canada,2012-01,19.0,0.02341839730791362,0.061274626905363005
China,2012-01,18.6,0.045117831050222046,0.05968141488416778
Denmark,2012-01,20.9,0.13344615413656724,0.15097853671497097
Developed Markets Large,2012-01,17.3,0.1048390440379936,0.12149713884515934
Emerging Markets,2012-01,15.8,0.005463829368471451,0.04533844096599382
Europe,2012-01,12.5,0.06334705196184753,0.07812906097989147
Finland,2012-01,9.5,0.09918322834391757,0.10537576483644573
France,2012-01,12.3,0.07769831641667424,0.09815521692226858
Germany,2012-01,15.3,0.08483595608944183,0.07413492437614311
India,2012-01,19.7,0.0367344481835199,0.08682894460131063
Indonesia,2012-01,24.0,-0.011713451514021145,0.011856549290996332
Italy,2012-01,7.6,0.01367496041432581,0.05831194131486783
Japan,2012-01,17.8,0.08280227474700608,0.0762782342245143
Netherlands,2012-01,11.5,0.10304768958467747,0.13250367152833853
Norway,2012-01,12.8,0.010636395842152035,0.049202477106430775
South Africa,2012-01,18.4,0.0003614053376759241,0.018455421865785304
South Korea,2012-01,15.8,0.024252360967166986,0.05272988115640276
Spain,2012-01,9.1,0.025083467047886776,0.024736724234768026
Sweden,2012-01,17.8,0.07276914400861956,0.0927554525625085
Switzerland,2012-01,17.3,0.08965676127639788,0.10850485435890533
Taiwan,2012-01,18.1,0.078230385429781,0.14823883652760883
Thailand,2012-01,17.3,0.04734664407129041,0.04113766637015548
US Large,2012-01,21.5,0.1398827257884958,0.15433419617440602
Asia ex Japan,2012-07,16.8,0.08838701839762098,0.05402710146780043
Australia,2012-07,14.3,0.04949040513254044,0.05005885699790613
Austria,2012-07,7.7,0.11815651900256507,0.04221054881108954
Belgium,2012-07,9.9,0.14754672725707674,0.034330477927764
Brazil,2012-07,11.9,-0.027007409713532993,-0.01326663803651007
Canada,2012-07,17.0,0.04157204019462024,0.05965056106183786
China,2012-07,16.2,0.10771175244488829,0.044957013893428543
Denmark,2012-07,24.3,0.14734129410447627,0.13522125174709965
Developed Markets Large,2012-07,17.0,0.12256412342276479,0.10803931034110814
Emerging Markets,2012-07,14.7,0.051362268551037316,0.03210544600827214
Europe,2012-07,12.3,0.09832441168565298,0.06446658108853964
Finland,2012-07,8.3,0.18395715736280804,0.10601893119187089
France,2012-07,11.9,0.12376113739548789,0.08495863613969812
Germany,2012-07,15.0,0.11708975779867603,0.04672552251156481
India,2012-07,17.7,0.10756879912611916,0.09249378317354018
Indonesia,2012-07,22.9,0.02184731003942142,0.0159651663349496
Italy,2012-07,6.7,0.09915588064817804,0.0490882013820817
Japan,2012-07,17.0,0.10831281693692896,0.06767147646228056
Netherlands,2012-07,11.5,0.15201925248908754,0.1107727895650854
Norway,2012-07,12.7,0.024243119363874355,0.045124408551322936
South Africa,2012-07,18.3,0.023527212657380225,0.004355419931952875
South Korea,2012-07,14.8,0.07076882255878925,0.03621335343057841
Spain,2012-07,7.0,0.1274121269828905,0.0364748168692437
Sweden,2012-07,17.4,0.08760707197494177,0.06568860322635461
Switzerland,2012-07,18.1,0.11281215326083283,0.09457865394257525
Taiwan,2012-07,16.7,0.12618439782736424,0.12601042994508016
Thailand,2012-07,17.4,0.05083636114232348,0.023249252971838663
US Large,2012-07,21.2,0.1474897564824904,0.13748261147806162
Asia ex Japan,2013-01,17.8,0.09482965167007773,0.045188701511313045
Australia,2013-01,15.9,0.03586639697784477,0.046521995055378795
Austria,2013-01,8.7,0.09625608686457165,0.030655801591283893
Belgium,2013-01,10.8,0.11755594054400964,0.026566504759293785
Brazil,2013-01,11.8,0.0013898122004720737,-0.010719022263791067
Canada,2013-01,18.1,0.03867828450206634,0.05182740591901447
China,2013-01,18.1,0.11876823880971954,0.03351374255945272
Denmark,2013-01,26.3,0.12237080520290555,0.12273417042745294
Developed Markets Large,2013-01,18.2,0.12297736164926265,0.09641342557636601
Emerging Markets,2013-01,15.3,0.06125957612281785,0.024457922195993742
Europe,2013-01,13.5,0.0788418693400974,0.05471144633548786
Finland,2013-01,10.1,0.13008088069681523,0.0815751796437234
France,2013-01,13.1,0.10323518483524041,0.07680993079219989
Germany,2013-01,16.4,0.09520827954343791,0.04040763039025319
India,2013-01,19.4,0.08542544219646486,0.06706414753569101
Indonesia,2013-01,23.1,0.03183231472414905,0.015233435489127922
Italy,2013-01,8.1,0.0645964864997306,0.04309799081074828
Japan,2013-01,20.9,0.11675380227703958,0.06154709802849134
Netherlands,2013-01,13.1,0.12291808511608293,0.09911408729823479
Norway,2013-01,12.8,0.019437393924164992,0.019088437390625934
South Africa,2013-01,19.4,0.056269254828094084,0.009077697801862294
South Korea,2013-01,14.5,0.08675310827922011,0.03452912384538753
Spain,2013-01,8.5,0.06763245782286331,0.01984864280132892
Sweden,2013-01,18.4,0.06622032442829529,0.05233569963800999
Switzerland,2013-01,20.5,0.08148887186002618,0.07518867158267639
Taiwan,2013-01,17.6,0.12152068352124168,0.11608749648601946
Thailand,2013-01,18.9,0.06155157866074257,0.02143442301471077
US Large,2013-01,22.1,0.15786148828897328,0.12588503006737906
Asia ex Japan,2013-11,16.7,0.04657603760838813,0.03691138353308365
Australia,2013-11,16.7,0.009474882668426998,0.039243728048498294
Austria,2013-11,9.1,0.009053047183806173,0.025899169816050005
Belgium,2013-11,12.5,0.02253133973887045,0.0071884419341525785
Brazil,2013-11,10.8,0.004155625297182608,0.019813703145135975
Canada,2013-11,18.2,0.011730939473200142,0.0488522080184044
China,2013-11,16.1,0.05441759549439307,0.009283984322050909
Denmark,2013-11,26.0,0.06845857157817203,0.13822503829792798
Developed Markets Large,2013-11,20.0,0.07266121436039374,0.08887143537574071
Emerging Markets,2013-11,14.2,0.022675671484857052,0.024993099383194828
Europe,2013-11,14.4,0.013651273002063924,0.044648667214536975
Finland,2013-11,13.4,0.04468862332683887,0.037870658750255304
France,2013-11,14.2,0.0345792896426147,0.06350035877098748
Germany,2013-11,17.7,0.00250571549633416,0.025404286333610138
India,2013-11,17.5,0.08805644568985294,0.09578585607759593
Indonesia,2013-11,18.7,0.06275805139254098,0.0443604765239467
Italy,2013-11,8.7,-0.009899161136637358,0.05063025845583513
Japan,2013-11,25.3,0.05004115024036837,0.04971243905149603
Netherlands,2013-11,14.8,0.05509948230667705,0.08285562482673936
Norway,2013-11,12.8,0.0008327165483283938,0.022878175747651497
South Africa,2013-11,19.5,-0.0023373524532842582,0.0018338390172760732
South Korea,2013-11,14.4,0.014297541684591408,0.027770445560989288
Spain,2013-11,10.2,-0.016266561383896372,0.01657423965216287
Sweden,2013-11,18.8,0.008875862819758495,0.04424950466460431
Switzerland,2013-11,21.8,0.034571167139962666,0.06353343120130162
Taiwan,2013-11,17.4,0.07303728209943672,0.11861412000156735
Thailand,2013-11,16.1,0.06687847480698861,0.014202090162072967
US Large,2013-11,24.8,0.10987682304982949,0.11757026245730096
Asia ex Japan,2014-02,15.9,0.0660608087645973,0.043298217841761355
Australia,2014-02,16.7,0.02348520379193131,0.04737970679344827
Austria,2014-02,8.7,0.012475063937585906,0.02295482198996668
Belgium,2014-02,13.2,0.01439840544545512,0.0012834694684391579
Brazil,2014-02,9.3,0.0501269847485275,0.03368902108400684
Canada,2014-02,19.1,0.020989937782240675,0.05382792835940586
China,2014-02,14.4,0.08755599627261712,0.011544808746827728
Denmark,2014-02,31.1,0.0369004742240866,0.12853754652970606
Developed Markets Large,2014-02,20.3,0.07127413911612179,0.0964282527085294
Emerging Markets,2014-02,13.4,0.045152755568017566,0.03389635384771261
Europe,2014-02,14.8,0.012904350697604317,0.04565756675883792
Finland,2014-02,13.7,0.05489605876507486,0.03418116590782905
France,2014-02,14.6,0.03539107413680398,0.06617478937064125
Germany,2014-02,17.7,-0.0014086772042624096,0.02870239341153158
India,2014-02,17.6,0.07766572691825058,0.10699100368620673
Indonesia,2014-02,20.0,0.04444151909454819,0.036634771033255076
Italy,2014-02,9.4,-0.009750030567826307,0.05162277554856187
Japan,2014-02,23.6,0.05566247298074267,0.0660337243015845
Netherlands,2014-02,15.0,0.06181084232524525,0.09970239892032873
Norway,2014-02,12.6,0.0009970442983089356,0.01593570432816338
South Africa,2014-02,20.1,0.0097283905811274,-0.0029528221244888853
South Korea,2014-02,13.5,0.03525911728098219,0.03500756881363376
Spain,2014-02,10.8,-0.016197022497907665,0.011024065864995602
Sweden,2014-02,19.5,0.0032975636896452887,0.049741743465738786
Switzerland,2014-02,22.3,0.03175641348169411,0.06046984377718845
Taiwan,2014-02,17.7,0.08420960052244575,0.12961042215119356
Thailand,2014-02,15.2,0.09200825342153673,0.01818683469781779
US Large,2014-02,25.1,0.10536908111152932,0.12607956679903154
Asia ex Japan,2014-06,16.2,0.05144257526726226,0.04490102419451758
Australia,2014-06,16.3,0.02544286369779014,0.0451798280637401
Austria,2014-06,8.3,0.015014658938229175,0.042858370308592075
Belgium,2014-06,13.9,0.013742114557758311,0.0016795861352332242
Brazil,2014-06,10.0,0.01955306916053723,0.0005713792494199676
Canada,2014-06,19.8,0.007334294143189535,0.04441160968310531
China,2014-06,14.2,0.07580117228927064,0.015619787428220455
Denmark,2014-06,30.3,0.04452393273832511,0.1418284749533285
Developed Markets Large,2014-06,20.4,0.07203254909232548,0.09733604683498753
Emerging Markets,2014-06,13.8,0.028671433397017942,0.03177233448548211
Europe,2014-06,14.6,0.018763492988842945,0.04783279670038909
Finland,2014-06,13.6,0.046900603827598086,0.034834766085301894
France,2014-06,14.4,0.04647738807043278,0.05941970316116785
Germany,2014-06,17.1,0.009870059756326821,0.03131486358927971
India,2014-06,19.8,0.0543307479285291,0.09640642771416363
Indonesia,2014-06,20.7,0.04047835696193225,0.018141321288377865
Italy,2014-06,10.1,-0.011534904187623596,0.04923790784229953
Japan,2014-06,22.9,0.04819807851276692,0.05908483087891225
Netherlands,2014-06,15.0,0.07297285716707136,0.10720481906087986
Norway,2014-06,13.7,-0.019951520273368217,0.013410872488192727
South Africa,2014-06,20.9,-0.0025065472860841265,0.00253476929421792
South Korea,2014-06,13.2,0.014053468983168615,0.032590019746802534
Spain,2014-06,11.7,-0.03216282984706087,0.010932622473031062
Sweden,2014-06,19.1,0.015235288639906086,0.053710948051848284
Switzerland,2014-06,22.0,0.04971606839507969,0.06331150588052181
Taiwan,2014-06,19.4,0.06434873524690454,0.1400318509208336
Thailand,2014-06,16.4,0.08120154485020903,-0.00013991618018838192
US Large,2014-06,25.6,0.1059405026368676,0.12758212752009435
Asia ex Japan,2015-01,16.1,0.053673451788440074,0.04698162397107586
Australia,2015-01,16.5,0.06020174616998375,0.06365293589320009
Austria,2015-01,6.9,0.09591939837826535,0.0983652053248587
Belgium,2015-01,17.7,0.00899969246485477,0.008547728326166348
Brazil,2015-01,8.5,0.08830556319274141,0.029994517007579713
Canada,2015-01,19.4,0.0547950770272605,0.07670724615212698
China,2015-01,14.6,0.06157747535826008,0.019206164449909524
Denmark,2015-01,31.9,0.09415519351623924,0.11200048930262674
Developed Markets Large,2015-01,21.1,0.09622832648559387,0.11107994271157495
Emerging Markets,2015-01,14.1,0.048732444564086874,0.04160792907821875
Europe,2015-01,15.1,0.05155279853534833,0.06316928207070904
Finland,2015-01,16.1,0.060253864141428526,0.03954242670838881
France,2015-01,15.1,0.08292828661469831,0.07917676490713865
Germany,2015-01,18.0,0.035661028075197665,0.056010818332540735
India,2015-01,21.4,0.033079994792442946,0.07796600796683717
Indonesia,2015-01,20.5,0.03185007377153015,0.01180426675324231
Italy,2015-01,9.9,0.047883060242812414,0.08424550322398572
Japan,2015-01,24.7,0.07278484375147021,0.0654107973789404
Netherlands,2015-01,17.5,0.09788029571076429,0.09861393558283571
Norway,2015-01,11.6,0.03941688119405273,0.054598577758840916
South Africa,2015-01,21.8,-0.023838916156653234,0.009321181493047614
South Korea,2015-01,12.1,0.04702556762157806,0.024643120558442533
Spain,2015-01,11.5,0.012042008467926024,0.04595233243776953
Sweden,2015-01,21.1,0.04052288564157425,0.06400934437716987
Switzerland,2015-01,21.2,0.08061485651093925,0.0741965235360742
Taiwan,2015-01,20.0,0.10293715147747262,0.14888060001490078
Thailand,2015-01,17.0,0.038698829277491686,0.007197831072746741
US Large,2015-01,25.7,0.12309142591950972,0.137472623861429
Asia ex Japan,2015-06,16.2,0.04702188533039431,0.057582408682204544
Australia,2015-06,15.9,0.031766145497793996,0.07209721078687559
Austria,2015-06,8.3,0.0008547759678778633,0.11686406566814234
Belgium,2015-06,18.3,-0.04274629395007956,0.01973847011628105
Brazil,2015-06,9.1,0.0065675446319672925,0.04703140730070943
Canada,2015-06,18.7,0.023925950118586226,0.08763450079024948
China,2015-06,15.4,0.054904542194649464,0.02283169463185053
Denmark,2015-06,35.9,0.0759403933836933,0.09059500334549675
Developed Markets Large,2015-06,21.3,0.0750179846806649,0.11230227711280705
Emerging Markets,2015-06,14.0,0.032369407254572824,0.052304944720091395
Europe,2015-06,15.2,0.020627070816648274,0.07429237689466017
Finland,2015-06,15.7,0.0582112689319636,0.06379828150717826
France,2015-06,15.6,0.043922592918439474,0.08635279953165798
Germany,2015-06,17.6,0.024806961213581946,0.07753756985513727
India,2015-06,19.5,0.009262630513420689,0.09535620143791723
Indonesia,2015-06,18.5,0.0027154127828812324,0.020986155620413616
Italy,2015-06,11.0,-0.006877469562925009,0.09920946885652615
Japan,2015-06,27.4,0.038137999518450094,0.06448532031332
Netherlands,2015-06,18.8,0.08583017991919228,0.10533843094756712
Norway,2015-06,11.7,-0.010534222551573325,0.07151074909061617
South Africa,2015-06,21.0,-0.05507711309178742,0.03250443612379983
South Korea,2015-06,11.9,0.046854096563066605,0.05503157465960462
Spain,2015-06,12.0,-0.04058600895409692,0.07165959548429512
Sweden,2015-06,20.2,0.032737320581824214,0.0767682620439154
Switzerland,2015-06,22.0,0.06480963667050577,0.08010865817230561
Taiwan,2015-06,20.3,0.10109969268932528,0.15185337821391798
Thailand,2015-06,16.6,0.025241416914332238,0.0008066352509001895
US Large,2015-06,25.8,0.10761576300422071,0.1358675124729738
Asia ex Japan,2016-01,12.8,0.16664021519388617,0.10662732258332563
Australia,2016-01,14.1,0.1164747727532518,0.09901670945793728
Austria,2016-01,7.9,0.1042745681192696,0.16848097956391483
Belgium,2016-01,19.7,-0.014925002664603282,0.04034492372588483
Brazil,2016-01,6.7,0.16193961521409928,0.13680367213498612
Canada,2016-01,16.5,0.1113508951494655,0.13287061106785414
China,2016-01,10.3,0.20119106904058204,0.07655679081201261
Denmark,2016-01,35.6,0.1293567170120593,0.09092952923069908
Developed Markets Large,2016-01,19.8,0.13990540968193077,0.13688399303569176
Emerging Markets,2016-01,11.7,0.154482467355876,0.10526517451864192
Europe,2016-01,14.2,0.08580466343651083,0.10413415572421147
Finland,2016-01,16.3,0.10862805331902603,0.08690457164313026
France,2016-01,14.9,0.1037313124480761,0.10525250003142883
Germany,2016-01,15.7,0.08928016300597208,0.09541318515330222
India,2016-01,17.4,0.10641070280628573,0.10378328185969155
Indonesia,2016-01,16.9,0.05389176153620334,0.02485321820449715
Italy,2016-01,9.5,0.07375148209866778,0.14240641852249247
Japan,2016-01,23.3,0.1070346583268067,0.09636553277941706
Netherlands,2016-01,18.1,0.16243518862108086,0.14541043210141114
Norway,2016-01,9.6,0.0992600362385383,0.11396386704914163
South Africa,2016-01,18.3,0.06924424042031552,0.11326355889345141
South Korea,2016-01,11.0,0.17757395397771902,0.13583651927265605
Spain,2016-01,10.0,0.03594934649535886,0.12887550821864924
Sweden,2016-01,17.3,0.12981658336330404,0.11092574593392457
Switzerland,2016-01,21.1,0.11678254542530997,0.10904077153496328
Taiwan,2016-01,16.7,0.2524247410144296,0.2177114482676905
Thailand,2016-01,14.2,0.08705905556067717,0.051045307414857355
US Large,2016-01,24.1,0.1678276883941039,0.15571925276493337
Asia ex Japan,2016-07,13.8,0.11984777887909726,
Australia,2016-07,15.6,0.09282453742511554,
Austria,2016-07,8.4,0.13318894416202465,
Belgium,2016-07,20.0,-0.009746029297559855,
Brazil,2016-07,9.1,0.06561013092374512,
Canada,2016-07,18.1,0.11082865617289839,
China,2016-07,11.1,0.1255704987204891,
Denmark,2016-07,35.4,0.15260372916943843,
Developed Markets Large,2016-07,21.1,0.1489814772597411,
Emerging Markets,2016-07,12.6,0.10767257569149469,
Europe,2016-07,14.9,0.10481314425957278,
Finland,2016-07,15.6,0.1326867868543129,
France,2016-07,15.2,0.12968697598292556,
Germany,2016-07,15.9,0.09435775426667714,
India,2016-07,18.7,0.10935180427799018,
Indonesia,2016-07,18.6,-0.00933672385848583,
Italy,2016-07,9.1,0.11461254483575511,
Japan,2016-07,21.0,0.08917329570657784,
Netherlands,2016-07,18.5,0.19507647709938625,
Norway,2016-07,9.7,0.10806073799162674,
South Africa,2016-07,19.6,0.024883252775880438,
South Korea,2016-07,11.8,0.1402269776204379,
Spain,2016-07,9.8,0.04948688247123534,
Sweden,2016-07,17.5,0.1576014660336551,
Switzerland,2016-07,20.5,0.13413200404317704,
Taiwan,2016-07,18.4,0.22542805156915424,
Thailand,2016-07,16.8,0.02490584272257368,
US Large,2016-07,26.5,0.17822359297227464,
Asia ex Japan,2017-01,14.2,0.09584469184572586,
Australia,2017-01,16.1,0.06372445775799807,
Austria,2017-01,10.8,0.11387065744501412,
Belgium,2017-01,19.8,-0.006191317277610686,
Brazil,2017-01,10.2,0.015425634192696824,
Canada,2017-01,19.8,0.10053115780978938,
China,2017-01,11.7,0.07444794040352631,
Denmark,2017-01,30.9,0.16878211386027475,
Developed Markets Large,2017-01,22.6,0.13840639432962165,
Emerging Markets,2017-01,13.0,0.0867943970173013,
Europe,2017-01,16.1,0.09311656056680162,
Finland,2017-01,15.9,0.11160318860456386,
France,2017-01,16.9,0.11900043090290602,
Germany,2017-01,17.6,0.06353944970959091,
India,2017-01,18.4,0.13934398234069922,
Indonesia,2017-01,17.5,0.035988679509592725,
Italy,2017-01,10.7,0.10491450303936634,
Japan,2017-01,24.0,0.06979350199101653,
Netherlands,2017-01,20.0,0.1627462512596185,
Norway,2017-01,11.2,0.08924024752637583,
South Africa,2017-01,17.8,0.03687671354902644,
South Korea,2017-01,12.6,0.08199916828417164,
Spain,2017-01,11.1,0.024390098710223462,
Sweden,2017-01,19.5,0.11311411758455492,
Switzerland,2017-01,21.3,0.1276789680980739,
Taiwan,2017-01,19.0,0.2227928683207565,
Thailand,2017-01,17.3,0.0349654973076039,
US Large,2017-01,27.7,0.16896888277334376,
Asia ex Japan,2017-06,15.9,0.03392223353158519,
Australia,2017-06,16.4,0.04643885410342685,
Austria,2017-06,13.0,-0.014864885634305436,
Belgium,2017-06,21.5,-0.05230869377151981,
Brazil,2017-06,10.0,0.010763394265840942,
Canada,2017-06,19.4,0.07606953816385076,
China,2017-06,13.5,0.022884211867902238,
Denmark,2017-06,32.9,0.11574917807367946,
Developed Markets Large,2017-06,23.7,0.08223218976654167,
Emerging Markets,2017-06,14.2,0.025489989649614575,
Europe,2017-06,17.3,0.027747607762743876,
Finland,2017-06,18.5,0.030581810691476807,
France,2017-06,18.6,0.04027569566888678,
Germany,2017-06,18.2,-0.020225212364238798,
India,2017-06,19.6,0.0743015439808905,
Indonesia,2017-06,19.4,0.004211185780956583,
Italy,2017-06,12.5,0.010805281543189826,
Japan,2017-06,25.1,0.021263911888810272,
Netherlands,2017-06,22.4,0.06391164115151726,
Norway,2017-06,11.3,0.07812694118895269,
South Africa,2017-06,17.6,-0.0020250096606238,
South Korea,2017-06,14.4,-0.002261465437677135,
Spain,2017-06,12.9,-0.035444624646452594,
Sweden,2017-06,20.6,0.02367626876591289,
Switzerland,2017-06,23.1,0.06865196889420022,
Taiwan,2017-06,21.0,0.125433016664531,
Thailand,2017-06,17.6,0.00571092546512908,
US Large,2017-06,29.0,0.11210756754702955,
Asia ex Japan,2018-01,18.6,-0.0022014656796119914,
Australia,2018-01,17.4,0.05728720357178929,
Austria,2018-01,16.4,-0.031018943400403343,
Belgium,2018-01,24.4,-0.05701473146774205,
Brazil,2018-01,13.5,-0.02268143635279518,
Canada,2018-01,20.7,0.06514298830527121,
China,2018-01,18.1,-0.04524402909786396,
Denmark,2018-01,33.2,0.1230976532907393,
Developed Markets Large,2018-01,26.4,0.07047785720150457,
Emerging Markets,2018-01,16.8,-0.011067548446154873,
Europe,2018-01,18.6,0.031120747762168444,
Finland,2018-01,18.9,0.03515145615068116,
France,2018-01,20.3,0.05101762796467346,
Germany,2018-01,19.7,-0.011650973068333292,
India,2018-01,22.4,0.049013456559438895,
Indonesia,2018-01,23.0,-0.001098420909016462,
Italy,2018-01,15.7,0.022033636435165205,
Japan,2018-01,27.9,0.00906953621740092,
Netherlands,2018-01,24.6,0.07581469468678859,
Norway,2018-01,14.0,0.018739600305974102,
South Africa,2018-01,20.3,-0.03600545453079307,
South Korea,2018-01,15.5,-0.015185233949820964,
Spain,2018-01,13.4,-0.025796521450194176,
Sweden,2018-01,20.3,0.03863188438694487,
Switzerland,2018-01,25.1,0.0689251730454623,
Taiwan,2018-01,21.5,0.1106806304289063,
Thailand,2018-01,20.7,-0.017166662937224353,
US Large,2018-01,33.3,0.09479166010007023,
Asia ex Japan,2018-06,16.5,0.012481110087062763,
Australia,2018-06,18.3,0.051000523916253426,
Austria,2018-06,15.2,0.005475248952653944,
Belgium,2018-06,24.6,-0.04493916439363055,
Brazil,2018-06,12.6,0.06602083395524327,
Canada,2018-06,20.9,0.07207491074765193,
China,2018-06,15.0,-0.0513578803361423,
Denmark,2018-06,31.7,0.17714611377074818,
Developed Markets Large,2018-06,25.9,0.09626796363155621,
Emerging Markets,2018-06,15.2,0.01316032198614625,
Europe,2018-06,18.8,0.05820448634922437,
Finland,2018-06,21.2,0.00811284811879398,
France,2018-06,20.6,0.07831949181017395,
Germany,2018-06,18.7,0.02523220106306434,
India,2018-06,22.4,0.09044988108894492,
Indonesia,2018-06,17.2,0.05954029986002074,
Italy,2018-06,15.9,0.06960349884316064,
Japan,2018-06,26.2,0.035136560498181035,
Netherlands,2018-06,25.5,0.10334562147662041,
Norway,2018-06,14.8,0.010171887648388722,
South Africa,2018-06,18.8,-0.017426592936290897,
South Korea,2018-06,13.4,0.01579634026501986,
Spain,2018-06,12.9,0.02240399979661367,
Sweden,2018-06,20.4,0.06530692112600822,
Switzerland,2018-06,24.8,0.10341978129612084,
Taiwan,2018-06,21.0,0.14368788657371967,
Thailand,2018-06,19.3,-0.013562524472504944,
US Large,2018-06,31.8,0.12174538283025882,
Asia ex Japan,2019-01,15.3,0.014112261206357335,
Australia,2019-01,16.9,0.08016658102922469,
Austria,2019-01,13.1,0.055632643512496305,
Belgium,2019-01,21.1,-0.006309907550769545,
Brazil,2019-01,15.6,0.007782925290787057,
Canada,2019-01,19.8,0.09224102058916239,
China,2019-01,13.7,-0.06789494287857245,
Denmark,2019-01,28.4,0.23358089299573215,
Developed Markets Large,2019-01,24.0,0.11953204613926927,
Emerging Markets,2019-01,14.5,0.01373823800841345,
Europe,2019-01,17.4,0.08327085946174728,
Finland,2019-01,21.4,0.024089321484832338,
France,2019-01,18.9,0.10105831314170177,
Germany,2019-01,16.3,0.05469792305880006,
India,2019-01,21.7,0.13098114989210363,
Indonesia,2019-01,19.3,0.012839761736695543,
Italy,2019-01,15.3,0.11172459633916532,
Japan,2019-01,22.8,0.07009750042886287,
Netherlands,2019-01,23.6,0.13829435892104036,
Norway,2019-01,14.3,0.04252988520207501,
South Africa,2019-01,17.8,-0.014887660271234782,
South Korea,2019-01,12.5,0.016200015175346527,
Spain,2019-01,12.4,0.045983175931581854,
Sweden,2019-01,18.9,0.09156401897238142,
Switzerland,2019-01,24.0,0.10389052678385013,
Taiwan,2019-01,18.6,0.17534528203157373,
Thailand,2019-01,18.4,-0.05285512592072483,
US Large,2019-01,29.3,0.14274944762333863,
Asia ex Japan,2019-07,15.2,0.04184460743827101,
Australia,2019-07,19.1,0.06749281212315705,
