date,bucket_lt40,bucket_40_70,bucket_70_100,bucket_gt100
2016-09-30,1.096598205509987,0.7347164966641421,1.2358375902236434,1.9995752523195454
2016-10-31,1.096598205509987,0.7309989712771167,1.2358375902236434,1.9995752523195454
2016-11-30,1.096598205509987,0.7397794426407773,1.2358375902236434,1.9995752523195454
2016-12-31,1.096598205509987,0.7397794426407773,1.2846032944738186,1.9995752523195454
2017-01-31,1.096598205509987,0.7397794426407773,1.3030711976915328,1.9995752523195454
2017-02-28,1.096598205509987,0.7397794426407773,1.336644114270202,1.9995752523195454
2017-03-31,1.096598205509987,0.75272008548191,1.336644114270202,1.9995752523195454
2017-04-30,1.096598205509987,0.7515608656377386,1.336644114270202,1.9995752523195454
2017-05-31,1.096598205509987,0.7642800813251523,1.336644114270202,1.9995752523195454
2017-06-30,1.096598205509987,0.7778569662315421,1.336644114270202,1.9995752523195454
2017-07-31,1.096598205509987,0.7855412914559832,1.336644114270202,1.9995752523195454
2017-08-31,1.096598205509987,0.7874879040967165,1.336644114270202,1.9995752523195454
2017-09-30,1.096598205509987,0.8005071506675643,1.336644114270202,1.9995752523195454
2017-10-31,1.096598205509987,0.8005071506675643,1.373198645896891,1.9995752523195454
2017-11-30,1.096598205509987,0.8005071506675643,1.3950265850468904,1.9995752523195454
2017-12-31,1.096598205509987,0.8005071506675643,1.4352519854346337,1.9995752523195454
2018-01-31,1.096598205509987,0.8005071506675643,1.505032476686966,1.9995752523195454
2018-02-28,1.096598205509987,0.8005071506675643,1.4615869085482571,1.9995752523195454
2018-03-31,1.096598205509987,0.8005071506675643,1.462530775502508,1.9995752523195454
2018-04-30,1.096598205509987,0.8005071506675643,1.4381946743629612,1.9995752523195454
2018-05-31,1.096598205509987,0.8005071506675643,1.4664066049178621,1.9995752523195454
2018-06-30,1.096598205509987,0.8005071506675643,1.4973913329826412,1.9995752523195454
2018-07-31,1.096598205509987,0.8005071506675643,1.5210612263556522,1.9995752523195454
2018-08-31,1.096598205509987,0.8005071506675643,1.5583394697816069,1.9995752523195454
2018-09-30,1.096598205509987,0.8005071506675643,1.5845156416995867,1.9995752523195454
2018-10-31,1.096598205509987,0.8005071506675643,1.523527854001635,1.9995752523195454
2018-11-30,1.096598205509987,0.7838877551516304,1.523527854001635,1.9995752523195454
2018-12-31,1.096598205509987,0.7402839034202787,1.523527854001635,1.9995752523195454
2019-01-31,1.096598205509987,0.753132540255392,1.523527854001635,1.9995752523195454
2019-02-28,1.096598205509987,0.753132540255392,1.6123328079473902,1.9995752523195454
2019-03-31,1.096598205509987,0.753132540255392,1.643741405120648,1.9995752523195454
2019-04-30,1.096598205509987,0.753132540255392,1.7049415075199474,1.9995752523195454
2019-05-31,1.096598205509987,0.741596142292753,1.7049415075199474,1.9995752523195454
2019-06-30,1.096598205509987,0.741596142292753,1.7288916593346924,1.9995752523195454
2019-07-31,1.096598205509987,0.741596142292753,1.795062287239032,1.9995752523195454
2019-08-31,1.096598205509987,0.741596142292753,1.7387976031949195,1.9995752523195454
2019-09-30,1.096598205509987,0.7644760700117265,1.7387976031949195,1.9995752523195454
2019-10-31,1.096598205509987,0.7645510096989192,1.7387976031949195,1.9995752523195454
2019-11-30,1.096598205509987,0.7984488483775648,1.7387976031949195,1.9995752523195454
2019-12-31,1.096598205509987,0.7984488483775648,1.7817340779357353,1.9995752523195454
2020-01-31,1.096598205509987,0.8251681206836391,1.7817340779357353,1.9995752523195454
2020-02-29,1.096598205509987,0.8261754596608977,1.7817340779357353,1.9995752523195454
2020-03-31,0.8891469489324697,0.8261754596608977,1.7817340779357353,1.9995752523195454
2020-04-30,0.9275457766053301,0.8261754596608977,1.7817340779357353,1.9995752523195454
2020-05-31,0.9275457766053301,0.8748154274246889,1.7817340779357353,1.9995752523195454
2020-06-30,0.9275457766053301,0.931750793698952,1.7817340779357353,1.9995752523195454
2020-07-31,0.9275457766053301,0.9641425034064709,1.7817340779357353,1.9995752523195454
2020-08-31,0.9275457766053301,1.020964288658675,1.7817340779357353,1.9995752523195454
2020-09-30,0.9275457766053301,1.01456281565447,1.7817340779357353,1.9995752523195454
2020-10-31,0.9275457766053301,1.0320741837106113,1.7817340779357353,1.9995752523195454
2020-11-30,0.9275457766053301,1.072883600188488,1.7817340779357353,1.9995752523195454
2020-12-31,0.9275457766053301,1.1185893047615023,1.7817340779357353,1.9995752523195454
2021-01-31,0.9275457766053301,1.1498572289137066,1.7817340779357353,1.9995752523195454
2021-02-28,0.9275457766053301,1.1498572289137066,1.8261264913029198,1.9995752523195454
2021-03-31,0.9275457766053301,1.1498572289137066,1.8411255212206759,1.9995752523195454
2021-04-30,0.9275457766053301,1.1498572289137066,1.9519886387973124,1.9995752523195454
2021-05-31,0.9275457766053301,1.1498572289137066,1.966828271669649,1.9995752523195454
2021-06-30,0.9275457766053301,1.1498572289137066,2.0024361790510814,1.9995752523195454
2021-07-31,0.9275457766053301,1.1498572289137066,2.063874955329427,1.9995752523195454
2021-08-31,0.9275457766053301,1.1498572289137066,2.108973963632944,1.9995752523195454
2021-09-30,0.9275457766053301,1.1498572289137066,2.107191905284898,1.9995752523195454
2021-10-31,0.9275457766053301,1.1498572289137066,2.116720122806525,1.9995752523195454
2021-11-30,0.9275457766053301,1.1498572289137066,2.2171530751122446,1.9995752523195454
2021-12-31,0.9275457766053301,1.1498572289137066,2.22303747996327,1.9995752523195454
2022-01-31,0.9275457766053301,1.1498572289137066,2.22303747996327,1.9585449101043562
2022-02-28,0.9275457766053301,1.1498572289137066,2.22303747996327,1.9016967758709604
2022-03-31,0.9275457766053301,1.1498572289137066,2.22303747996327,1.8847225422447391
2022-04-30,0.9275457766053301,1.1498572289137066,2.22303747996327,1.8869522035126687
2022-05-31,0.9275457766053301,1.1498572289137066,2.22303747996327,1.7383975458290033
2022-06-30,0.9275457766053301,1.1498572289137066,2.22303747996327,1.6798242419576905
2022-07-31,0.9275457766053301,1.1498572289137066,2.22303747996327,1.6876301388439636
2022-08-31,0.9275457766053301,1.1498572289137066,2.3663654619023493,1.6876301388439636
2022-09-30,0.9275457766053301,1.1498572289137066,2.1941554837406025,1.6876301388439636
2022-10-31,0.9275457766053301,1.1498572289137066,2.1263302949073983,1.6876301388439636
2022-11-30,0.9275457766053301,1.1498572289137066,2.2387088539418842,1.6876301388439636
2022-12-31,0.9275457766053301,1.1498572289137066,2.2389514730292293,1.6876301388439636
2023-01-31,0.9275457766053301,1.1498572289137066,2.269769661740507,1.6876301388439636
2023-02-28,0.9275457766053301,1.1498572289137066,2.3411986693055895,1.6876301388439636
2023-03-31,0.9275457766053301,1.1498572289137066,2.280668685424053,1.6876301388439636
2023-04-30,0.9275457766053301,1.1498572289137066,2.371809252856754,1.6876301388439636
2023-05-31,0.9275457766053301,1.1498572289137066,2.3893059770228007,1.6876301388439636
2023-06-30,0.9275457766053301,1.1498572289137066,2.507389939367345,1.6876301388439636
2023-07-31,0.9275457766053301,1.1498572289137066,2.6045774260541954,1.6876301388439636
2023-08-31,0.9275457766053301,1.1498572289137066,2.578314051931468,1.6876301388439636
2023-09-30,0.9275457766053301,1.1498572289137066,2.615109513169766,1.6876301388439636
2023-10-31,0.9275457766053301,1.1498572289137066,2.475486128418335,1.6876301388439636
2023-11-30,0.9275457766053301,1.1498572289137066,2.5889227937890404,1.6876301388439636
2023-12-31,0.9275457766053301,1.1498572289137066,2.7225427336260695,1.6876301388439636
2024-01-31,0.9275457766053301,1.1498572289137066,2.7951271516673217,1.6876301388439636
2024-02-29,0.9275457766053301,1.1498572289137066,2.919088775900797,1.6876301388439636
2024-03-31,0.9275457766053301,1.1498572289137066,3.0148727445724877,1.6876301388439636
2024-04-30,0.9275457766053301,1.1498572289137066,2.984524621120583,1.6876301388439636
2024-05-31,0.9275457766053301,1.1498572289137066,3.0596586483734365,1.6876301388439636
2024-06-30,0.9275457766053301,1.1498572289137066,3.1683741916508494,1.6876301388439636
2024-07-31,0.9275457766053301,1.1498572289137066,3.2439554646452864,1.6876301388439636
2024-08-31,0.9275457766053301,1.1498572289137066,3.2127173099009623,1.6876301388439636
2024-09-30,0.9275457766053301,1.1498572289137066,3.300357702405932,1.6876301388439636
2024-10-31,0.9275457766053301,1.1498572289137066,3.4046409743831796,1.6876301388439636
2024-11-30,0.9275457766053301,1.1498572289137066,3.4894923229076604,1.6876301388439636
