date,strat_lordo,strat_netto,nudo3x,ndx1
2017-06-05,184620.4915756145,140354.61433190136,69374.35566062972,304267.49194886297
2017-06-06,182592.65269821312,138812.9840332498,68612.28650173968,303169.5972634973
2017-06-07,184523.24830335795,140280.68677457844,69337.92998831443,304254.53209351486
2017-06-08,185232.81662998916,140820.12412509418,69604.65736958852,304660.88381181046
2017-06-09,171683.72365160345,130519.65474978903,64512.0038507017,297246.9111798582
2017-06-12,168640.99237820832,128206.46962744262,63368.3990680501,295506.32373344025
2017-06-13,172491.99176092754,131134.1269451168,64816.166048810905,297772.5370737148
2017-06-14,170250.49853614584,129430.06953303392,63973.721173306614,296498.3158470355
2017-06-15,167901.21206265118,127644.06412199618,63090.746434534514,295150.0167457457
2017-06-16,166171.71334365243,126329.2418960291,62440.73706890987,294152.129490113
2017-06-19,174116.14020046112,132368.8583982888,65426.97803680901,298857.10498992266
2017-06-20,169946.98909070666,129199.33159708137,63860.04056130603,296487.2190872052
2017-06-21,174923.69735169108,132982.79009971875,65730.6113288898,299397.8979569428
2017-06-22,174679.36958278774,132797.04403500873,65638.85665177269,299274.54608308343
2017-06-23,176770.39331266726,134386.70955188278,66424.81178855698,300484.9970575795
2017-06-26,174421.96363433977,132601.3555049175,65542.59541122532,299170.72499018646
2017-06-27,164808.11882983556,125292.5921695632,61929.663423892685,293689.56838087545
2017-06-28,171891.1882255236,130677.37619236342,64591.638383550046,297913.1928683903
2017-06-29,162912.41952234338,123851.41874985457,61217.3698653433,292741.4099155871
2017-06-30,162370.47954535528,123439.41802440936,61013.77609956094,292432.48664215533
2017-07-03,158045.6435076754,120151.53438301706,59388.42375275804,289852.21312587685
2017-07-05,162422.6787842972,123479.10161525881,61033.479377348616,292544.8037878355
2017-07-06,158015.02187860024,120128.25480607315,59377.030893861425,289914.694668583
2017-07-07,162958.81378604422,123886.68920620195,61235.02738800178,292954.9482204853
2017-07-10,166199.1584230123,126350.10655463765,62452.796520679985,294913.39669204626
2017-07-11,167553.22161759564,127379.51025644143,62961.663834005296,295730.9636372453
2017-07-12,173624.33037116466,131994.96827197386,65243.09578407414,299319.5510265284
2017-07-13,174906.1829407911,132969.4750642851,65724.79879451764,300073.0235067599
2017-07-14,178939.52528305896,136035.75554098765,67240.44127509781,302396.4975550208
2017-07-17,179074.7677456095,136138.57134171802,67291.26686077844,302489.6890011519
2017-07-18,182770.21227886065,138947.9707091602,68679.92352692818,304587.47085455316
2017-07-19,186114.9719237885,141490.7678060062,69936.79728515018,306462.62345989194
2017-07-20,186574.4201752788,141840.05558870596,70109.44752548338,306732.03595170344
2017-07-21,186585.5409363381,141848.50995970366,70113.62761178263,306755.37550831423
2017-07-24,188442.8834156948,143260.5232478689,70811.56689256274,307790.4758621889
2017-07-25,187404.520278775,142471.12518931614,70421.37932669796,307242.4474519251
2017-07-26,189289.8477939132,143904.4136288509,71129.83390316657,308290.0285622829
