date,NAV_1x_gross,NAV_2x_gross,NAV_3x_gross,NAV_1x_real,NAV_2x_real,NAV_3x_real
1978-11-30,1.185361,1.357178,1.501107,1.183631,1.263361,1.317946
1978-12-31,1.208057,1.407307,1.581105,1.206247,1.307481,1.383293
1979-01-31,1.261709,1.533529,1.795793,1.259764,1.421712,1.565054
1979-02-28,1.220446,1.433696,1.621315,1.218518,1.326693,1.408227
1979-03-31,1.293609,1.609439,1.926070,1.291509,1.486149,1.666482
1979-04-30,1.301070,1.627010,1.955815,1.298907,1.499453,1.686246
1979-05-31,1.272689,1.555368,1.825528,1.270517,1.430354,1.567784
1979-06-30,1.327680,1.691701,2.068946,1.325360,1.552565,1.770285
1979-07-31,1.345168,1.735329,2.147218,1.342761,1.589356,1.830458
1979-08-31,1.423151,1.941354,2.538783,1.420539,1.774092,2.155536
1979-09-30,1.428606,1.953862,2.558645,1.425930,1.782223,2.165112
1979-10-31,1.337077,1.707034,2.081102,1.334512,1.553575,1.753802
1979-11-30,1.400364,1.869564,2.379836,1.397620,1.698032,1.998162
1979-12-31,1.429780,1.948010,2.529390,1.426922,1.765846,2.116254
1980-01-31,1.518977,2.194447,3.015636,1.515874,1.985004,2.513356
1980-02-29,1.518320,2.188389,2.994603,1.515159,1.975673,2.487006
1980-03-31,1.370084,1.773608,2.169378,1.367174,1.597905,1.794872
1980-04-30,1.433217,1.935646,2.463666,1.430113,1.740342,2.030840
1980-05-31,1.506820,2.136304,2.850013,1.503495,1.916849,2.340660
1980-06-30,1.554160,2.269529,3.114344,1.550665,2.032241,2.548306
1980-07-31,1.662473,2.593358,3.796487,1.658663,2.317273,3.094509
1980-08-31,1.678989,2.640627,3.890781,1.675071,2.354694,3.159621
1980-09-30,1.728142,2.790035,4.208680,1.724038,2.482854,3.405149
1980-10-31,1.763353,2.898524,4.441913,1.759084,2.573638,3.579290
1980-11-30,1.950170,3.536713,5.965681,1.945380,3.134856,4.792104
1980-12-31,1.891719,3.317916,5.396051,1.886990,2.934607,4.317611
1981-01-31,1.812217,3.039962,4.720682,1.807612,2.683249,3.763123
1981-02-28,1.843019,3.139309,4.942399,1.838266,2.765825,3.926675
1981-03-31,1.917305,3.390546,5.530689,1.912277,2.980802,4.377080
1981-04-30,1.879679,3.256076,5.198460,1.874671,2.856725,4.098849
1981-05-31,1.883762,3.267198,5.217787,1.878669,2.860906,4.099561
1981-06-30,1.872033,3.223429,5.105636,1.866891,2.816537,3.995848
1981-07-31,1.876038,3.233642,5.121342,1.870802,2.819416,3.992574
1981-08-31,1.766884,2.862983,4.254402,1.761880,2.491109,3.304301
1981-09-30,1.679471,2.579608,3.623636,1.674644,2.239934,2.803880
1981-10-31,1.770452,2.860784,4.219116,1.765287,2.478794,3.252052
1981-11-30,1.843064,3.095598,4.738479,1.837614,2.677057,3.639545
1981-12-31,1.796011,2.936896,4.372796,1.790623,2.534364,3.345577
1982-01-31,1.772475,2.853218,4.171384,1.767086,2.457358,3.180177
1982-02-28,1.672508,2.535545,3.484218,1.667360,2.179698,2.647296
1982-03-31,1.664690,2.507400,3.417161,1.659491,2.150678,2.585794
1982-04-30,1.739695,2.735019,3.885641,1.734190,2.341143,2.929460
1982-05-31,1.679316,2.546318,3.486091,1.673935,2.175361,2.618899
1982-06-30,1.654184,2.467030,3.317199,1.648812,2.103108,2.482318
1982-07-31,1.624578,2.377248,3.133281,1.619234,2.022423,2.335970
1982-08-31,1.822915,2.974873,4.347486,1.816840,2.525484,3.228788
1982-09-30,1.845380,3.042237,4.481949,1.839153,2.577402,3.316323
1982-10-31,2.058055,3.760744,6.103836,2.051026,3.179680,4.499885
1982-11-30,2.140937,4.048098,6.763278,2.133536,3.415666,4.967625
1982-12-31,2.182922,4.198026,7.116160,2.175281,3.534603,5.206555
1983-01-31,2.264238,4.501780,7.863434,2.256218,3.782636,5.732057
1983-02-28,2.315435,4.698684,8.361029,2.307147,3.940804,6.074389
1983-03-31,2.402017,5.048738,9.290869,2.393311,4.224953,6.722644
1983-04-30,2.591149,5.866744,11.613460,2.581655,4.900007,8.373863
1983-05-31,2.568024,5.756225,11.268389,2.558508,4.797870,8.094878
1983-06-30,2.660722,6.170813,12.481680,2.650746,5.132462,8.931802
1983-07-31,2.588645,5.827608,11.415594,2.578837,4.837549,8.139930
1983-08-31,2.628234,5.998944,11.898020,2.618157,4.968652,8.449536
1983-09-30,2.664214,6.157874,12.354727,2.653888,5.089881,8.741397
1983-10-31,2.632972,6.007599,11.885300,2.622658,4.955514,8.378021
1983-11-30,2.688409,6.258018,12.620396,2.677767,5.151554,8.863302
1983-12-31,2.674254,6.189021,12.402406,2.663557,5.084345,8.677886
