Price,Close,High,Low,Open,Volume
Ticker,RACE,RACE,RACE,RACE,RACE
Date,,,,,
2026-03-25,318.4942321777344,321.7071514794552,313.8775010142687,320.2539221577474,530000
2026-03-26,319.88812255859375,324.04021500986886,316.90258990571033,317.33757216896356,630200
2026-03-27,313.7786560058594,321.42047234121696,312.85927397210577,320.66913381760344,510800
2026-03-30,323.46685791015625,329.62575806873303,323.0219800703061,326.452390675227,763900
2026-03-31,334.5885009765625,338.6416983051541,323.7831827788839,324.326925711069,1429700
2026-04-01,338.5230712890625,342.1314209384874,336.723829159748,341.9534818714714,1024000
2026-04-02,336.12078857421875,338.68717786011234,331.82041362770013,333.92611633616445,586300
2026-04-06,334.4204406738281,338.08614249230095,333.96569742661126,334.82576645677506,322200
2026-04-07,330.7527770996094,333.51092325852846,326.6501319845065,332.99686698758904,627200
2026-04-08,347.2918701171875,358.11694939224583,347.1584308996808,357.83024966718,862400
2026-04-09,348.2013854980469,350.69262297166944,342.20063326094754,343.5154756657362,565100
2026-04-10,347.8751525878906,353.3222661514438,346.8568753310654,352.10631905026213,574700
2026-04-13,351.08807373046875,351.6021299720663,341.88031546718764,342.6455017137771,445500
2026-04-14,354.0439453125,356.26827409280924,353.2135328548447,353.6583805092726,459800
2026-04-15,352.98614501953125,354.1032571860146,350.41580351451114,352.926831999133,405200
2026-04-16,352.4523010253906,358.9473483454043,351.68120158347506,358.2850095548486,501900
2026-04-17,368.59600830078125,375.3184122593491,368.15113046657706,371.8089277251273,866600
2026-04-20,372.8399963378906,372.8500061035156,368.1499938964844,369.3999938964844,564900
2026-04-21,358.5,368.8999938964844,358.1499938964844,367.4800109863281,495900
2026-04-22,358.5799865722656,364.0,358.44000244140625,360.7099914550781,499900
2026-04-23,354.19000244140625,359.7200012207031,351.5899963378906,357.0,438800
2026-04-24,351.95001220703125,353.2200012207031,350.0,352.1499938964844,333400
2026-04-27,347.80999755859375,351.95001220703125,346.3399963378906,350.0,431600
2026-04-28,342.7099914550781,345.0299987792969,339.9289855957031,343.8699951171875,451900
2026-04-29,337.5400085449219,339.6300048828125,337.0199890136719,339.2200012207031,304500
2026-04-30,347.29998779296875,347.4100036621094,339.260009765625,340.8399963378906,556800
2026-05-01,341.260009765625,349.67999267578125,339.45001220703125,346.8999938964844,601600
2026-05-04,338.9100036621094,343.4100036621094,337.30999755859375,338.45001220703125,840700
2026-05-05,325.44000244140625,333.7900085449219,322.6050109863281,333.5,1159200
2026-05-06,336.25,338.6000061035156,332.6600036621094,337.0,673200
2026-05-07,337.4599914550781,342.8699951171875,335.79998779296875,339.010009765625,696700
2026-05-08,339.69000244140625,343.7699890136719,338.1499938964844,342.9700012207031,699200
2026-05-11,329.260009765625,333.6600036621094,327.8599853515625,333.6099853515625,556800
2026-05-12,329.260009765625,330.2799987792969,326.5199890136719,328.0299987792969,423800
2026-05-13,333.0899963378906,334.1199951171875,324.0899963378906,324.7699890136719,644700
2026-05-14,332.2099914550781,336.5400085449219,331.4599914550781,334.4150085449219,332100
