start,end,cagr_lump,cagr_pac,mdd_lump,mdd_pac,vol_lump,vol_pac,dvol_lump,dvol_pac,final_lump,final_pac,contributed,invested_lump
1976-01-05,1996-01-01,0.16035,0.15079,-0.32958,-0.32678,0.15647,0.30242,0.11627,0.11661,377076.18452,335033.08380,60000.00000,41210.74045
1976-04-01,1996-03-31,0.15660,0.15376,-0.32958,-0.32668,0.15532,0.31757,0.11653,0.11691,359973.34393,347519.46364,60000.00000,41210.74045
1976-07-01,1996-06-30,0.15718,0.15479,-0.32958,-0.32657,0.15622,0.31933,0.11671,0.11702,362558.68456,351998.26230,60000.00000,41210.74045
1976-10-01,1996-09-30,0.15624,0.15139,-0.32958,-0.32647,0.15901,0.32238,0.11713,0.11744,358369.73528,337509.42906,60000.00000,41210.74045
1977-01-03,1997-01-01,0.16493,0.16116,-0.32958,-0.32635,0.15923,0.33168,0.11717,0.11748,399150.10473,380921.76067,60000.00000,41210.74045
1977-04-01,1997-03-31,0.17079,0.16320,-0.32958,-0.32622,0.15346,0.32186,0.11761,0.11793,429369.14044,390663.64890,60000.00000,41210.74045
1977-07-01,1997-06-30,0.17425,0.16603,-0.32958,-0.32608,0.15341,0.32284,0.11798,0.11829,448317.48682,404653.22787,60000.00000,41210.74045
1977-10-03,1997-09-30,0.18234,0.17111,-0.31388,-0.32593,0.15444,0.32380,0.11826,0.11862,495988.71278,431090.91524,60000.00000,41210.74045
1978-01-03,1998-01-01,0.19110,0.17261,-0.32958,-0.32576,0.16134,0.32922,0.12023,0.12062,553526.20258,439217.59990,60000.00000,41210.74045
1978-04-03,1998-03-31,0.19998,0.17569,-0.32958,-0.32557,0.15664,0.30508,0.12068,0.12108,618868.04283,456404.51091,60000.00000,41210.74045
1978-07-03,1998-06-30,0.19695,0.17626,-0.32958,-0.32537,0.15743,0.31158,0.12084,0.12127,595781.36037,459668.36744,60000.00000,41210.74045
1978-10-02,1998-09-30,0.18381,0.16625,-0.32958,-0.32516,0.16215,0.34638,0.12408,0.12464,505185.62538,405761.64683,60000.00000,41210.74045
1979-01-02,1999-01-03,0.20027,0.17701,-0.32958,-0.32494,0.16083,0.31422,0.12448,0.12509,621174.64803,464028.86973,60000.00000,41210.74045
1979-04-02,1999-03-31,0.19976,0.17824,-0.32958,-0.32469,0.16275,0.31782,0.12489,0.12556,617194.45443,471198.93944,60000.00000,41210.74045
1979-07-02,1999-06-30,0.20095,0.17911,-0.32958,-0.32442,0.16273,0.31423,0.12521,0.12590,626488.20217,476332.41527,60000.00000,41210.74045
1979-10-01,1999-09-30,0.19708,0.17858,-0.32958,-0.32414,0.16317,0.33026,0.12531,0.12604,596754.69140,473241.21285,60000.00000,41210.74045
1980-01-02,2000-01-02,0.20162,0.17968,-0.32958,-0.32383,0.16387,0.31071,0.12531,0.12611,631821.42946,479792.17038,60000.00000,41210.74045
1980-04-01,2000-04-02,0.20289,0.17587,-0.32958,-0.32351,0.16373,0.30930,0.12618,0.12696,641944.80756,457438.56207,60000.00000,41210.74045
1980-07-01,2000-07-02,0.19746,0.17683,-0.32958,-0.32313,0.16663,0.31264,0.12736,0.12818,599612.83532,462986.98856,60000.00000,41210.74045
1980-10-01,2000-10-01,0.19617,0.17805,-0.32958,-0.32277,0.17314,0.32035,0.12724,0.12804,589945.81998,470061.03750,60000.00000,41210.74045
1981-01-02,2001-01-01,0.17893,0.16393,-0.32958,-0.32240,0.17081,0.33052,0.12776,0.12865,475313.66053,394226.46760,60000.00000,41210.74045
1981-04-01,2001-04-01,0.17140,0.15675,-0.32958,-0.32200,0.16998,0.33192,0.12913,0.13009,432664.26350,360632.18103,60000.00000,41210.74045
1981-07-01,2001-07-01,0.17505,0.15552,-0.32958,-0.32156,0.17260,0.32962,0.12953,0.13051,452796.30709,355184.85884,60000.00000,41210.74045
1981-10-01,2001-09-30,0.17214,0.14417,-0.35659,-0.35094,0.17066,0.32158,0.13069,0.13169,436645.62019,308763.46863,60000.00000,41210.74045
1982-01-04,2002-01-01,0.16708,0.14105,-0.35659,-0.35069,0.17064,0.32972,0.13099,0.13200,409982.63285,297168.44863,60000.00000,41210.74045
1982-04-01,2002-03-31,0.17191,0.13805,-0.35659,-0.35042,0.17035,0.32292,0.13107,0.13218,435408.66381,286435.44645,60000.00000,41210.74045
1982-07-01,2002-06-30,0.16718,0.12784,-0.35659,-0.35012,0.17138,0.32266,0.13154,0.13265,410514.19418,252872.82117,60000.00000,41210.74045
1982-10-01,2002-09-30,0.14476,0.11030,-0.46211,-0.45094,0.17491,0.31003,0.13503,0.13613,311020.54502,204632.15733,60000.00000,41210.74045
1983-01-03,2003-01-01,0.14015,0.11258,-0.47415,-0.46066,0.17684,0.31579,0.13511,0.13628,293895.56223,210296.09398,60000.00000,41210.74045
1983-04-04,2003-03-31,0.12313,0.10042,-0.47415,-0.46008,0.17880,0.31608,0.13560,0.13678,238832.15919,181890.87089,60000.00000,41210.74045
1983-07-01,2003-06-30,0.12844,0.11029,-0.47415,-0.45953,0.18101,0.33611,0.13566,0.13686,254743.38621,204618.22194,60000.00000,41210.74045
1983-10-03,2003-09-30,0.13316,0.11246,-0.47415,-0.45895,0.18105,0.33304,0.13570,0.13689,269802.95072,210000.17169,60000.00000,41210.74045
1984-01-03,2004-01-01,0.13700,0.11376,-0.47415,-0.45833,0.18019,0.33331,0.13582,0.13699,282775.80617,213320.96017,60000.00000,41210.74045
1984-04-02,2004-03-31,0.14617,0.11747,-0.47415,-0.45766,0.17940,0.33309,0.13586,0.13701,316474.42649,223048.34676,60000.00000,41210.74045
1984-07-02,2004-06-30,0.14488,0.11209,-0.47415,-0.45691,0.18032,0.32926,0.13606,0.13725,311489.40453,209063.01738,60000.00000,41210.74045
