start,end,cagr_lump,cagr_pac,mdd_lump,mdd_pac,vol_lump,vol_pac,dvol_lump,dvol_pac,final_lump,final_pac,contributed,invested_lump
1976-01-05,1986-01-01,0.19073,0.13625,-0.31501,-0.26584,0.11305,0.38554,0.09300,0.09345,81874.69034,61084.48075,30000.00000,20605.37022
1976-04-01,1986-03-31,0.19095,0.15584,-0.31501,-0.26312,0.11247,0.41447,0.09323,0.09368,81970.36819,67849.29201,30000.00000,20605.37022
1976-07-01,1986-06-30,0.21059,0.16876,-0.31501,-0.26021,0.11253,0.41410,0.09337,0.09390,91147.03809,72728.01884,30000.00000,20605.37022
1976-10-01,1986-09-30,0.20114,0.15301,-0.31501,-0.25702,0.11454,0.41503,0.09613,0.09680,86609.08267,66826.12861,30000.00000,20605.37022
1977-01-03,1987-01-01,0.17566,0.13510,-0.31501,-0.25345,0.11442,0.42637,0.09590,0.09660,75484.12163,60709.55385,30000.00000,20605.37022
1977-04-01,1987-03-31,0.21310,0.16013,-0.31501,-0.24964,0.11567,0.41236,0.09669,0.09751,92392.87594,69430.25377,30000.00000,20605.37022
1977-07-01,1987-06-30,0.19897,0.14914,-0.31501,-0.24530,0.11642,0.41437,0.09722,0.09819,85599.94691,65450.28314,30000.00000,20605.37022
1977-10-03,1987-09-30,0.21265,0.15832,-0.31501,-0.24059,0.11689,0.41858,0.09756,0.09865,92170.12679,68758.59835,30000.00000,20605.37022
1978-01-03,1988-01-03,0.13438,0.07761,-0.35887,-0.35657,0.13718,0.42797,0.12985,0.13210,60476.76161,44755.44614,30000.00000,20605.37022
1978-04-03,1988-04-03,0.16553,0.10586,-0.35887,-0.35657,0.13839,0.39878,0.13078,0.13309,71477.61442,51952.05355,30000.00000,20605.37022
1978-07-03,1988-06-30,0.14577,0.10343,-0.35887,-0.35657,0.13868,0.41272,0.13090,0.13321,64278.80827,51288.51110,30000.00000,20605.37022
1978-10-02,1988-10-02,0.12542,0.09696,-0.35887,-0.35657,0.13851,0.48301,0.13060,0.13292,57651.75453,49561.72094,30000.00000,20605.37022
1979-01-02,1989-01-02,0.14892,0.09130,-0.35887,-0.35657,0.13596,0.40126,0.12804,0.13028,65374.48884,48099.34469,30000.00000,20605.37022
1979-04-02,1989-04-02,0.14117,0.09766,-0.35887,-0.35657,0.13582,0.41346,0.12814,0.13035,62713.36035,49743.82757,30000.00000,20605.37022
1979-07-02,1989-07-02,0.15464,0.11323,-0.35887,-0.35657,0.13574,0.40809,0.12782,0.13001,67414.43172,54026.31184,30000.00000,20605.37022
1979-10-01,1989-10-01,0.14763,0.11692,-0.35887,-0.35657,0.13557,0.44331,0.12763,0.12985,64925.02976,55096.74820,30000.00000,20605.37022
1980-01-02,1990-01-01,0.14369,0.10522,-0.35887,-0.35657,0.13448,0.40599,0.12514,0.12736,63566.94830,51776.97385,30000.00000,20605.37022
1980-04-01,1990-04-01,0.15102,0.08719,-0.35887,-0.35657,0.13122,0.39331,0.12056,0.12259,66117.02128,47069.72347,30000.00000,20605.37022
