start,end,cagr_lump,cagr_pac,mdd_lump,mdd_pac,vol_lump,vol_pac,dvol_lump,dvol_pac,final_lump,final_pac,contributed,invested_lump
1976-01-05,1986-01-01,0.18217,0.15013,-0.20142,-0.15215,0.13073,0.39702,0.07847,0.07743,78178.11882,65801.68956,30000.00000,22518.36333
1976-04-01,1986-03-31,0.18555,0.16861,-0.20142,-0.15120,0.13086,0.42009,0.07922,0.07817,79617.62058,72673.04416,30000.00000,22518.36333
1976-07-01,1986-06-30,0.19845,0.18058,-0.20142,-0.15016,0.13177,0.42297,0.08016,0.07901,85360.57825,77512.24939,30000.00000,22518.36333
1976-10-01,1986-09-30,0.19988,0.17971,-0.20142,-0.14900,0.13394,0.42806,0.08440,0.08334,86021.41057,77148.82222,30000.00000,22518.36333
1977-01-03,1987-01-01,0.19510,0.17654,-0.20142,-0.14765,0.13432,0.44212,0.08491,0.08383,83831.43572,75840.32012,30000.00000,22518.36333
1977-04-01,1987-03-31,0.23227,0.19623,-0.20142,-0.14608,0.13578,0.42739,0.08570,0.08468,102486.48833,84343.60506,30000.00000,22518.36333
1977-07-01,1987-06-30,0.23435,0.19596,-0.20142,-0.14413,0.13781,0.42904,0.08763,0.08669,103648.73773,84217.69792,30000.00000,22518.36333
1977-10-03,1987-09-30,0.26012,0.21128,-0.20142,-0.14177,0.13901,0.43018,0.08796,0.08705,119153.53208,91489.10525,30000.00000,22518.36333
1978-01-03,1988-01-03,0.20357,0.14459,-0.32958,-0.32576,0.16579,0.44638,0.13783,0.13866,87753.53291,63874.67140,30000.00000,22518.36333
1978-04-03,1988-04-03,0.23976,0.16553,-0.32958,-0.32557,0.16892,0.41155,0.14162,0.14263,106729.65589,71475.63537,30000.00000,22518.36333
1978-07-03,1988-06-30,0.22528,0.16001,-0.32958,-0.32537,0.17030,0.42163,0.14283,0.14393,98685.18499,69386.90442,30000.00000,22518.36333
1978-10-02,1988-10-02,0.20410,0.14927,-0.32958,-0.32516,0.17078,0.47092,0.14263,0.14380,88004.12061,65497.91442,30000.00000,22518.36333
1979-01-02,1989-01-02,0.22471,0.15404,-0.32958,-0.32494,0.16978,0.42274,0.14263,0.14399,98379.62390,67196.95354,30000.00000,22518.36333
1979-04-02,1989-04-02,0.22571,0.15822,-0.32958,-0.32469,0.17004,0.42728,0.14309,0.14456,98915.15172,68722.43683,30000.00000,22518.36333
1979-07-02,1989-07-02,0.24405,0.17393,-0.32958,-0.32442,0.17036,0.42128,0.14306,0.14459,109232.54052,74783.40701,30000.00000,22518.36333
1979-10-01,1989-10-01,0.24901,0.18573,-0.32958,-0.32414,0.17051,0.44463,0.14295,0.14451,112207.71622,79695.64014,30000.00000,22518.36333
1980-01-02,1990-01-01,0.25117,0.17828,-0.32958,-0.32383,0.17124,0.41564,0.14476,0.14650,113521.29734,76558.20165,30000.00000,22518.36333
1980-04-01,1990-04-01,0.24690,0.16307,-0.32958,-0.32351,0.17034,0.41238,0.14416,0.14585,110932.88558,70536.39121,30000.00000,22518.36333
1980-07-01,1990-07-01,0.24039,0.17331,-0.32958,-0.32313,0.16978,0.41592,0.14401,0.14564,107093.54564,74532.14938,30000.00000,22518.36333
1980-10-01,1990-09-30,0.19943,0.14651,-0.32958,-0.32277,0.17083,0.42814,0.14516,0.14682,85813.60639,64533.75333,30000.00000,22518.36333
1981-01-02,1991-01-01,0.18669,0.14300,-0.32958,-0.32240,0.17089,0.44248,0.14477,0.14656,80108.55013,63331.93354,30000.00000,22518.36333
