start,end,cagr_lump,cagr_pac,mdd_lump,mdd_pac,vol_lump,vol_pac,dvol_lump,dvol_pac,final_lump,final_pac,contributed,invested_lump
1976-01-05,1986-01-01,0.20716,0.13625,-0.31501,-0.26584,0.11305,0.38554,0.09300,0.09345,89475.89899,61084.48075,30000.00000,22518.36333
1976-04-01,1986-03-31,0.20738,0.15584,-0.31501,-0.26312,0.11247,0.41447,0.09323,0.09368,89580.45953,67849.29201,30000.00000,22518.36333
1976-07-01,1986-06-30,0.22700,0.16876,-0.31501,-0.26021,0.11253,0.41410,0.09337,0.09390,99609.08725,72728.01884,30000.00000,22518.36333
1976-10-01,1986-09-30,0.21756,0.15301,-0.31501,-0.25702,0.11454,0.41503,0.09613,0.09680,94649.83013,66826.12861,30000.00000,22518.36333
1977-01-03,1987-01-01,0.19212,0.13510,-0.31501,-0.25345,0.11442,0.42637,0.09590,0.09660,82492.03281,60709.55385,30000.00000,22518.36333
1977-04-01,1987-03-31,0.22951,0.16013,-0.31501,-0.24964,0.11567,0.41236,0.09669,0.09751,100970.58811,69430.25377,30000.00000,22518.36333
1977-07-01,1987-06-30,0.21539,0.14914,-0.31501,-0.24530,0.11642,0.41437,0.09722,0.09819,93547.00667,65450.28314,30000.00000,22518.36333
1977-10-03,1987-09-30,0.22907,0.15832,-0.31501,-0.24059,0.11689,0.41858,0.09756,0.09865,100727.15903,68758.59835,30000.00000,22518.36333
1978-01-03,1988-01-03,0.15095,0.07761,-0.35887,-0.35657,0.13718,0.42797,0.12985,0.13210,66091.39638,44755.44614,30000.00000,22518.36333
1978-04-03,1988-04-03,0.18201,0.10586,-0.35887,-0.35657,0.13839,0.39878,0.13078,0.13309,78113.56331,51952.05355,30000.00000,22518.36333
1978-07-03,1988-06-30,0.16230,0.10343,-0.35887,-0.35657,0.13868,0.41272,0.13090,0.13321,70246.42331,51288.51110,30000.00000,22518.36333
1978-10-02,1988-10-02,0.14203,0.09696,-0.35887,-0.35657,0.13851,0.48301,0.13060,0.13292,63004.11694,49561.72094,30000.00000,22518.36333
1979-01-02,1989-01-02,0.16544,0.09130,-0.35887,-0.35657,0.13596,0.40126,0.12804,0.13028,71443.82637,48099.34469,30000.00000,22518.36333
1979-04-02,1989-04-02,0.15772,0.09766,-0.35887,-0.35657,0.13582,0.41346,0.12814,0.13035,68535.63992,49743.82757,30000.00000,22518.36333
1979-07-02,1989-07-02,0.17115,0.11323,-0.35887,-0.35657,0.13574,0.40809,0.12782,0.13001,73673.15660,54026.31184,30000.00000,22518.36333
1979-10-01,1989-10-01,0.16416,0.11692,-0.35887,-0.35657,0.13557,0.44331,0.12763,0.12985,70952.63970,55096.74820,30000.00000,22518.36333
1980-01-02,1990-01-01,0.16023,0.10522,-0.35887,-0.35657,0.13448,0.40599,0.12514,0.12736,69468.47458,51776.97385,30000.00000,22518.36333
1980-04-01,1990-04-01,0.16754,0.08719,-0.35887,-0.35657,0.13122,0.39331,0.12056,0.12259,72255.29517,47069.72347,30000.00000,22518.36333
1980-07-01,1990-07-01,0.15011,0.09575,-0.35887,-0.35657,0.13084,0.39234,0.12024,0.12226,65792.57284,49243.54608,30000.00000,22518.36333
1980-10-01,1990-09-30,0.08002,0.05451,-0.35887,-0.35657,0.13411,0.41142,0.12354,0.12570,45325.30183,39665.58286,30000.00000,22518.36333
1981-01-02,1991-01-01,0.05599,0.04079,-0.35887,-0.35657,0.13465,0.42333,0.12305,0.12525,39972.16919,36943.74417,30000.00000,22518.36333
1981-04-01,1991-03-31,0.09351,0.08201,-0.35887,-0.35657,0.13604,0.41880,0.12251,0.12499,48664.76807,45803.33768,30000.00000,22518.36333
1981-07-01,1991-06-30,0.11034,0.09815,-0.35887,-0.35657,0.13668,0.43666,0.12265,0.12506,53203.47596,49874.82984,30000.00000,22518.36333
1981-10-01,1991-09-30,0.14720,0.09908,-0.35887,-0.35657,0.13576,0.40551,0.12138,0.12369,64774.64599,50119.00819,30000.00000,22518.36333
1982-01-04,1992-01-01,0.13643,0.09773,-0.35887,-0.35657,0.13720,0.43612,0.12275,0.12509,61142.65983,49761.92047,30000.00000,22518.36333
1982-04-01,1992-03-31,0.18806,0.12588,-0.35887,-0.35657,0.13768,0.41232,0.12268,0.12500,80704.66610,57793.16596,30000.00000,22518.36333
1982-07-01,1992-06-30,0.18094,0.10532,-0.35887,-0.35657,0.13900,0.41672,0.12342,0.12571,77661.95448,51804.21164,30000.00000,22518.36333
1982-10-01,1992-09-30,0.15487,0.09120,-0.35887,-0.35657,0.13876,0.38374,0.12363,0.12589,67496.61624,48075.36794,30000.00000,22518.36333
1983-01-03,1993-01-03,0.14455,0.11336,-0.35887,-0.35657,0.13704,0.39519,0.12265,0.12483,63861.76201,54063.36352,30000.00000,22518.36333
1983-04-04,1993-03-31,0.12031,0.11330,-0.35887,-0.35657,0.13737,0.39743,0.12284,0.12497,56101.92176,54047.74332,30000.00000,22518.36333
1983-07-01,1993-06-30,0.09603,0.11927,-0.35887,-0.35657,0.13715,0.44606,0.12243,0.12447,49316.60217,55792.19130,30000.00000,22518.36333
1983-10-03,1993-09-30,0.12338,0.12674,-0.35887,-0.35657,0.13642,0.44387,0.12239,0.12438,57025.78333,58056.92860,30000.00000,22518.36333
1984-01-03,1994-01-02,0.13888,0.12707,-0.35887,-0.35657,0.13680,0.43923,0.12321,0.12513,61952.06244,58159.90534,30000.00000,22518.36333
1984-04-02,1994-04-03,0.16453,0.12840,-0.35887,-0.35657,0.13653,0.43286,0.12414,0.12611,71092.40215,58575.76309,30000.00000,22518.36333
1984-07-02,1994-06-30,0.16063,0.11008,-0.35887,-0.35657,0.13746,0.42632,0.12459,0.12644,69617.53015,53131.00501,30000.00000,22518.36333
1984-10-01,1994-10-02,0.15884,0.11046,-0.35887,-0.35657,0.13687,0.42066,0.12511,0.12692,68951.47200,53238.30763,30000.00000,22518.36333
1985-01-02,1995-01-02,0.15591,0.10037,-0.35887,-0.35657,0.13744,0.38960,0.12583,0.12761,67872.84332,50462.62727,30000.00000,22518.36333
1985-04-01,1995-04-02,0.14382,0.10778,-0.35887,-0.35657,0.13660,0.41764,0.12535,0.12714,63611.64516,52484.20704,30000.00000,22518.36333
1985-07-01,1995-07-02,0.15066,0.12017,-0.35887,-0.35657,0.13706,0.42159,0.12568,0.12746,65988.95180,56058.88694,30000.00000,22518.36333
1985-10-01,1995-10-01,0.18982,0.14496,-0.35887,-0.35657,0.13862,0.40458,0.12699,0.12877,81473.52758,64001.74545,30000.00000,22518.36333
1986-01-02,1996-01-01,0.16976,0.14593,-0.35887,-0.35657,0.14085,0.40983,0.12752,0.12925,73121.80069,64335.67451,30000.00000,22518.36333
1986-04-01,1996-03-31,0.14890,0.14663,-0.35887,-0.35657,0.14252,0.41789,0.12823,0.12991,65366.14739,64577.23341,30000.00000,22518.36333
1986-07-01,1996-06-30,0.15744,0.16696,-0.35887,-0.35657,0.14333,0.45374,0.12851,0.13012,68433.48350,72027.09945,30000.00000,22518.36333
1986-10-01,1996-09-30,0.16946,0.14769,-0.35887,-0.35657,0.14474,0.41988,0.12910,0.13064,73004.77167,64945.59818,30000.00000,22518.36333
1987-01-02,1997-01-01,0.19294,0.16677,-0.35887,-0.35657,0.14550,0.39874,0.12909,0.13059,82856.30704,71953.95325,30000.00000,22518.36333
